Black or African American.Employment-Population Ratio.All,Black or African American.Employment-Population Ratio.Men,Black or African American.Employment-Population Ratio.Women,Black or African American.Participation Rate.All,Black or African American.Participation Rate.Men,Black or African American.Participation Rate.Women,Black or African American.Unemployment Rate.All,Black or African American.Unemployment Rate.Men,Black or African American.Unemployment Rate.Women,Civilian Labor Force.Asian.Counts,Civilian Labor Force.Black or African American.Counts.All,Civilian Labor Force.Black or African American.Counts.Men,Civilian Labor Force.Black or African American.Counts.Women,Civilian Labor Force.White.Counts.All,Civilian Labor Force.White.Counts.Men,Civilian Labor Force.White.Counts.Women,Civilian Noninstitutional Population.Asian,Civilian Noninstitutional Population.Black or African American,Civilian Noninstitutional Population.White,Employed.Asian.Counts,Employed.Asian.Unemployment Rate,Employed.Black or African American.Counts.All,Employed.Black or African American.Counts.Men,Employed.Black or African American.Counts.Women,Employed.White.Counts.All,Employed.White.Counts.Men,Employed.White.Counts.Women,Month,Month Name,Not In Labor Force.Asian,Not In Labor Force.Black or African American,Not In Labor Force.White,Participation Rate,Unemployed.Asian.Counts,Unemployed.Asian.Unemployment Rate,Unemployed.Black or African American.Counts.All,Unemployed.Black or African American.Counts.Men,Unemployed.Black or African American.Counts.Women,Unemployed.White.Counts.All,Unemployed.White.Counts.Men,Unemployed.White.Counts.Women,White.Employment-Population Ratio.All,White.Employment-Population Ratio.Men,White.Employment-Population Ratio.Women,White.Participation Rate.All,White.Participation Rate.Men,White.Participation Rate.Women,White.Unemployment Rate.All,White.Unemployment Rate.Men,White.Unemployment Rate.Women,Year
51.4,69.3,45.9,58.1,76.2,50.9,11.6,9.0,9.8,0,8334.0,4180.0,3498.0,75608.0,43514.0,25728.0,0,14332.0,126749.0,0,0,7367.0,3802.0,3156.0,71169.0,41418.0,24403.0,1,January,0,5998.0,0,0,0,0,967.0,378.0,343.0,4439.0,2096.0,1325.0,56.1,77.7,40.5,59.7,81.7,42.7,5.9,4.8,5.1,1972
51.9,70.8,46.2,58.7,77.7,50.7,11.5,8.8,8.9,0,8438.0,4271.0,3499.0,75710.0,43502.0,25788.0,0,14381.0,126976.0,0,0,7465.0,3894.0,3188.0,71310.0,41441.0,24517.0,2,February,0,5943.0,0,0,0,0,973.0,377.0,311.0,4400.0,2062.0,1271.0,56.2,77.6,40.6,59.6,81.5,42.7,5.8,4.7,4.9,1972
53.0,72.1,46.4,59.3,78.5,51.2,10.7,8.1,9.3,0,8544.0,4323.0,3533.0,76262.0,43812.0,25953.0,0,14401.0,127191.0,0,0,7626.0,3974.0,3204.0,72006.0,41849.0,24688.0,3,March,0,5857.0,0,0,0,0,918.0,349.0,329.0,4256.0,1963.0,1265.0,56.6,78.2,40.8,60.0,81.9,42.9,5.6,4.5,4.9,1972
53.4,72.9,46.8,58.8,78.3,50.6,9.2,6.9,7.4,0,8483.0,4330.0,3496.0,76256.0,43821.0,25816.0,0,14434.0,127372.0,0,0,7704.0,4032.0,3236.0,72378.0,42085.0,24589.0,4,April,0,5952.0,0,0,0,0,779.0,298.0,260.0,3878.0,1736.0,1227.0,56.8,78.5,40.6,59.9,81.7,42.7,5.1,4.0,4.8,1972
53.7,73.3,46.9,59.2,78.7,51.2,9.3,6.9,8.4,0,8572.0,4364.0,3542.0,76421.0,43843.0,25889.0,0,14486.0,127601.0,0,0,7775.0,4063.0,3245.0,72898.0,42319.0,24647.0,5,May,0,5914.0,0,0,0,0,797.0,302.0,297.0,3523.0,1525.0,1242.0,57.1,78.8,40.7,59.9,81.6,42.7,4.6,3.5,4.8,1972
54.9,74.7,46.4,62.2,79.9,51.5,11.8,6.4,10.0,0,9031.0,4436.0,3573.0,78436.0,44543.0,25447.0,0,14513.0,127831.0,0,0,7966.0,4150.0,3217.0,74116.0,42949.0,24171.0,6,June,0,5481.0,0,0,0,0,1066.0,286.0,356.0,4319.0,1594.0,1276.0,58.0,79.8,39.8,61.4,82.7,41.9,5.5,3.6,5.0,1972
55.2,73.2,45.8,62.6,79.7,50.4,11.8,8.2,9.2,0,9103.0,4444.0,3506.0,78928.0,44678.0,25296.0,0,14550.0,128039.0,0,0,8031.0,4079.0,3182.0,74855.0,43206.0,23933.0,7,July,0,5447.0,0,0,0,0,1072.0,365.0,324.0,4073.0,1471.0,1362.0,58.5,80.1,39.4,61.6,82.8,41.6,5.2,3.3,5.4,1972
55.3,73.9,45.5,61.6,79.2,50.1,10.3,6.8,9.2,0,8987.0,4424.0,3489.0,78802.0,44668.0,25594.0,0,14584.0,128239.0,0,0,8064.0,4125.0,3167.0,74887.0,43240.0,24152.0,8,August,0,5597.0,0,0,0,0,923.0,299.0,321.0,3915.0,1428.0,1442.0,58.4,80.1,39.7,61.4,82.7,42.0,5.0,3.2,5.6,1972
53.3,73.8,46.1,59.4,78.7,51.4,10.3,6.3,10.4,0,8685.0,4409.0,3589.0,77529.0,44411.0,26255.0,0,14625.0,128443.0,0,0,7788.0,4132.0,3216.0,73780.0,43089.0,24840.0,9,September,0,5940.0,0,0,0,0,897.0,277.0,372.0,3749.0,1322.0,1415.0,57.4,79.7,40.7,60.4,82.1,43.0,4.8,3.0,5.4,1972
53.8,74.3,46.5,59.7,78.8,51.7,9.9,5.7,9.9,0,8749.0,4421.0,3613.0,77922.0,44377.0,26619.0,0,14654.0,128637.0,0,0,7887.0,4170.0,3255.0,74325.0,42986.0,25307.0,10,October,0,5905.0,0,0,0,0,862.0,251.0,358.0,3597.0,1391.0,1312.0,57.8,79.3,41.4,60.6,81.9,43.6,4.6,3.1,4.9,1972
54.3,74.0,47.8,60.1,78.2,52.5,9.7,5.4,8.8,0,8809.0,4390.0,3681.0,77676.0,44223.0,26475.0,0,14661.0,128809.0,0,0,7958.0,4151.0,3357.0,74280.0,42892.0,25348.0,11,November,0,5853.0,0,0,0,0,851.0,239.0,324.0,3396.0,1331.0,1127.0,57.7,79.1,41.4,60.3,81.5,43.3,4.4,3.0,4.3,1972
54.4,73.6,48.1,59.6,77.9,51.8,8.7,5.6,7.1,0,8748.0,4378.0,3640.0,77762.0,44266.0,26480.0,0,14684.0,128993.0,0,0,7984.0,4134.0,3382.0,74445.0,42869.0,25443.0,12,December,0,5936.0,0,0,0,0,764.0,244.0,258.0,3317.0,1397.0,1037.0,57.7,78.9,41.5,60.3,81.4,43.2,4.3,3.2,3.9,1972
52.2,71.0,46.1,57.6,75.9,50.7,9.4,6.5,9.1,0,8479.0,4264.0,3576.0,76750.0,44097.0,26197.0,0,14724.0,129196.0,0,0,7682.0,3989.0,3252.0,72887.0,42374.0,24899.0,1,January,0,6244.0,0,0,0,0,797.0,275.0,324.0,3863.0,1723.0,1297.0,56.4,77.8,40.6,59.4,81.0,42.7,5.0,3.9,5.0,1973
53.3,72.2,46.9,59.0,77.5,51.6,9.7,6.8,9.0,0,8719.0,4361.0,3642.0,77471.0,44203.0,26549.0,0,14767.0,129369.0,0,0,7868.0,4064.0,3313.0,73496.0,42439.0,25298.0,2,February,0,6048.0,0,0,0,0,850.0,297.0,329.0,3975.0,1764.0,1250.0,56.8,77.9,41.2,59.9,81.1,43.2,5.1,4.0,4.7,1973
53.9,73.1,47.2,59.5,78.6,51.8,9.4,7.0,8.8,0,8800.0,4436.0,3653.0,77846.0,44402.0,26552.0,0,14787.0,129329.0,0,0,7969.0,4124.0,3332.0,74194.0,42787.0,25410.0,3,March,0,5987.0,0,0,0,0,830.0,312.0,321.0,3652.0,1615.0,1142.0,57.4,78.5,41.4,60.2,81.5,43.3,4.7,3.6,4.3,1973
53.8,73.3,47.1,59.4,78.3,51.3,9.3,6.5,8.2,0,8797.0,4427.0,3632.0,78030.0,44388.0,26652.0,0,14819.0,129523.0,0,0,7979.0,4140.0,3335.0,74687.0,42979.0,25585.0,4,April,0,6022.0,0,0,0,0,818.0,287.0,297.0,3343.0,1410.0,1067.0,57.7,78.7,41.6,60.2,81.3,43.4,4.3,3.2,4.0,1973
53.7,73.3,46.7,58.8,78.2,50.7,8.7,6.3,7.8,0,8736.0,4442.0,3590.0,78191.0,44414.0,26720.0,0,14853.0,129739.0,0,0,7975.0,4163.0,3311.0,75155.0,43163.0,25721.0,5,May,0,6118.0,0,0,0,0,761.0,279.0,279.0,3036.0,1251.0,999.0,57.9,78.9,41.8,60.3,81.2,43.4,3.9,2.8,3.7,1973
54.3,74.0,45.8,61.3,78.7,50.5,11.4,6.0,9.3,0,9140.0,4486.0,3588.0,80615.0,45114.0,26565.0,0,14907.0,129959.0,0,0,8099.0,4215.0,3255.0,76832.0,43837.0,25393.0,6,June,0,5767.0,0,0,0,0,1041.0,271.0,333.0,3783.0,1276.0,1172.0,59.1,80.0,41.2,62.0,82.3,43.1,4.7,2.8,4.4,1973
56.4,74.2,47.4,63.4,79.5,52.1,11.1,6.7,9.0,0,9471.0,4539.0,3715.0,80813.0,45268.0,26225.0,0,14931.0,130169.0,0,0,8424.0,4236.0,3379.0,77351.0,44128.0,25055.0,7,July,0,5460.0,0,0,0,0,1047.0,304.0,336.0,3461.0,1140.0,1171.0,59.4,80.4,40.6,62.1,82.5,42.5,4.3,2.5,4.5,1973
56.4,74.4,47.4,62.0,78.9,51.7,9.0,5.7,8.4,0,9276.0,4511.0,3700.0,80249.0,45176.0,26369.0,0,14966.0,130375.0,0,0,8446.0,4254.0,3388.0,76917.0,44017.0,25083.0,8,August,0,5690.0,0,0,0,0,830.0,257.0,311.0,3332.0,1158.0,1286.0,59.0,80.1,40.6,61.6,82.2,42.6,4.2,2.6,4.9,1973
54.1,73.9,47.2,59.9,78.0,52.0,9.6,5.3,9.2,0,8993.0,4475.0,3729.0,79450.0,44936.0,27179.0,0,15017.0,130604.0,0,0,8126.0,4239.0,3386.0,76173.0,43862.0,25884.0,9,September,0,6024.0,0,0,0,0,867.0,236.0,342.0,3277.0,1074.0,1295.0,58.3,79.7,41.8,60.8,81.6,43.9,4.1,2.4,4.8,1973
55.7,75.4,48.5,60.6,79.5,52.6,8.2,5.2,7.7,0,9122.0,4563.0,3778.0,80106.0,45009.0,27587.0,0,15051.0,130814.0,0,0,8377.0,4327.0,3489.0,77091.0,44002.0,26483.0,10,October,0,5929.0,0,0,0,0,745.0,236.0,289.0,3015.0,1007.0,1104.0,58.9,79.8,42.7,61.2,81.6,44.5,3.8,2.2,4.0,1973
55.1,74.8,47.9,60.5,78.8,52.6,8.9,5.1,8.8,0,9115.0,4536.0,3786.0,80241.0,44947.0,27762.0,0,15070.0,130996.0,0,0,8303.0,4306.0,3452.0,76996.0,43821.0,26646.0,11,November,0,5955.0,0,0,0,0,813.0,230.0,334.0,3244.0,1126.0,1117.0,58.8,79.3,42.9,61.3,81.4,44.7,4.0,2.5,4.0,1973
54.9,74.6,47.8,59.9,78.4,52.0,8.3,4.9,8.1,0,9051.0,4530.0,3758.0,80044.0,45016.0,27550.0,0,15118.0,131105.0,0,0,8297.0,4306.0,3454.0,76734.0,43692.0,26481.0,12,December,0,6066.0,0,0,0,0,754.0,224.0,304.0,3311.0,1324.0,1069.0,58.5,79.0,42.6,61.1,81.3,44.3,4.1,2.9,3.9,1973
53.6,72.6,46.8,59.5,78.1,51.3,9.9,7.1,8.7,0,9004.0,4516.0,3716.0,79460.0,45070.0,27220.0,0,15145.0,131295.0,0,0,8112.0,4196.0,3393.0,75376.0,43337.0,25892.0,1,January,0,6141.0,0,0,0,0,892.0,320.0,324.0,4084.0,1733.0,1328.0,57.4,78.2,41.6,60.5,81.3,43.8,5.1,3.8,4.9,1974
53.2,71.8,46.9,59.1,78.2,51.1,10.0,8.1,8.2,0,8971.0,4534.0,3713.0,79819.0,45067.0,27546.0,0,15172.0,131467.0,0,0,8072.0,4167.0,3410.0,75619.0,43259.0,26182.0,2,February,0,6200.0,0,0,0,0,899.0,367.0,303.0,4200.0,1808.0,1364.0,57.5,77.9,42.1,60.7,81.2,44.2,5.3,4.0,5.0,1974
52.8,71.7,46.4,59.0,77.9,50.7,9.9,7.9,7.3,0,8967.0,4517.0,3689.0,80014.0,45066.0,27707.0,0,15196.0,131675.0,0,0,8079.0,4158.0,3420.0,76170.0,43459.0,26434.0,3,March,0,6330.0,0,0,0,0,888.0,359.0,269.0,3844.0,1608.0,1273.0,57.8,78.2,42.4,60.8,81.1,44.4,4.8,3.6,4.6,1974
53.5,72.3,47.4,58.8,77.8,51.2,9.0,7.0,7.4,0,8954.0,4523.0,3739.0,79968.0,45098.0,27660.0,0,15239.0,131892.0,0,0,8153.0,4208.0,3464.0,76468.0,43586.0,26484.0,4,April,0,6285.0,0,0,0,0,802.0,315.0,275.0,3500.0,1512.0,1176.0,58.0,78.3,42.4,60.6,81.0,44.3,4.4,3.4,4.3,1974
53.9,72.9,47.4,59.1,77.9,51.3,8.8,6.4,7.6,0,9035.0,4543.0,3757.0,80371.0,45291.0,27678.0,0,15295.0,132114.0,0,0,8237.0,4252.0,3471.0,77025.0,43982.0,26502.0,5,May,0,6259.0,0,0,0,0,799.0,291.0,286.0,3345.0,1309.0,1176.0,58.3,78.8,42.4,60.8,81.2,44.2,4.2,2.9,4.2,1974
54.1,72.4,46.7,61.2,78.0,50.8,11.6,7.2,8.1,0,9377.0,4566.0,3726.0,82537.0,45823.0,27472.0,0,15324.0,132321.0,0,0,8286.0,4238.0,3424.0,78258.0,44432.0,26154.0,6,June,0,5946.0,0,0,0,0,1092.0,327.0,303.0,4279.0,1391.0,1318.0,59.1,79.5,41.7,62.4,82.0,43.9,5.2,3.0,4.8,1974
55.1,72.4,46.8,62.3,77.4,51.5,11.5,6.5,9.2,0,9564.0,4532.0,3790.0,83132.0,45897.0,27532.0,0,15357.0,132517.0,0,0,8459.0,4238.0,3443.0,79013.0,44503.0,26168.0,7,July,0,5794.0,0,0,0,0,1104.0,294.0,347.0,4119.0,1393.0,1364.0,59.6,79.5,41.7,62.7,82.0,43.9,5.0,3.0,5.0,1974
55.1,72.3,46.9,61.0,77.5,51.2,9.7,6.7,8.6,0,9378.0,4548.0,3772.0,82503.0,46022.0,27520.0,0,15385.0,132734.0,0,0,8472.0,4244.0,3449.0,78553.0,44557.0,26024.0,8,August,0,6007.0,0,0,0,0,907.0,304.0,323.0,3950.0,1465.0,1496.0,59.2,79.4,41.4,62.2,82.1,43.8,4.8,3.2,5.4,1974
53.3,71.8,47.5,59.6,77.2,52.5,10.6,7.0,9.6,0,9191.0,4532.0,3878.0,81768.0,45817.0,28229.0,0,15416.0,132962.0,0,0,8214.0,4216.0,3507.0,77525.0,44426.0,26566.0,9,September,0,6224.0,0,0,0,0,977.0,316.0,371.0,4243.0,1391.0,1663.0,58.3,79.0,42.2,61.5,81.5,44.9,5.2,3.0,5.9,1974
53.7,72.2,47.4,60.2,77.9,52.4,10.7,7.3,9.6,0,9291.0,4584.0,3887.0,82126.0,45905.0,28503.0,0,15437.0,133174.0,0,0,8296.0,4249.0,3515.0,78085.0,44407.0,27058.0,10,October,0,6146.0,0,0,0,0,996.0,335.0,372.0,4041.0,1498.0,1445.0,58.6,78.9,42.9,61.7,81.5,45.2,4.9,3.3,5.1,1974
52.3,71.0,46.3,59.4,77.2,51.8,11.9,8.1,10.5,0,9189.0,4554.0,3848.0,81955.0,45710.0,28581.0,0,15471.0,133353.0,0,0,8094.0,4187.0,3443.0,77354.0,43969.0,26913.0,11,November,0,6282.0,0,0,0,0,1096.0,367.0,405.0,4601.0,1740.0,1668.0,58.0,78.0,42.6,61.5,81.1,45.3,5.6,3.8,5.8,1974
51.4,69.2,45.9,58.6,76.5,51.2,12.3,9.6,10.4,0,9088.0,4526.0,3808.0,81737.0,45619.0,28555.0,0,15499.0,133512.0,0,0,7967.0,4089.0,3412.0,76774.0,43443.0,26928.0,12,December,0,6411.0,0,0,0,0,1121.0,436.0,396.0,4964.0,2176.0,1627.0,57.5,77.0,42.6,61.2,80.8,45.2,6.1,4.8,5.7,1974
49.6,66.8,44.7,58.2,76.3,50.7,14.9,12.4,11.8,0,9041.0,4528.0,3777.0,81587.0,45624.0,28648.0,0,15533.0,133695.0,0,0,7698.0,3964.0,3330.0,74778.0,42528.0,26333.0,1,January,0,6492.0,0,0,0,0,1343.0,563.0,447.0,6809.0,3096.0,2314.0,55.9,75.2,41.6,61.0,80.7,45.3,8.3,6.8,8.1,1975
49.1,65.3,44.4,57.8,75.6,50.5,15.0,13.6,12.2,0,9008.0,4498.0,3772.0,81341.0,45629.0,28583.0,0,15581.0,133870.0,0,0,7655.0,3886.0,3314.0,74433.0,42362.0,26291.0,2,February,0,6573.0,0,0,0,0,1354.0,612.0,458.0,6908.0,3267.0,2292.0,55.6,74.8,41.5,60.8,80.6,45.1,8.5,7.2,8.0,1975
49.3,65.0,45.2,58.4,75.9,51.5,15.6,14.3,12.1,0,9122.0,4527.0,3853.0,81774.0,45777.0,28742.0,0,15620.0,134055.0,0,0,7703.0,3881.0,3386.0,74865.0,42467.0,26501.0,3,March,0,6498.0,0,0,0,0,1419.0,646.0,467.0,6910.0,3310.0,2240.0,55.8,74.9,41.8,61.0,80.7,45.3,8.4,7.2,7.8,1975
49.2,65.1,44.9,57.7,75.2,50.7,14.8,13.4,11.5,0,9037.0,4488.0,3806.0,81805.0,45816.0,28752.0,0,15656.0,134252.0,0,0,7698.0,3885.0,3370.0,75360.0,42753.0,26584.0,4,April,0,6620.0,0,0,0,0,1338.0,602.0,436.0,6446.0,3063.0,2168.0,56.1,75.3,41.8,60.9,80.7,45.2,7.9,6.7,7.5,1975
49.8,66.7,44.6,57.9,75.8,50.8,14.1,12.0,12.1,0,9090.0,4533.0,3819.0,82188.0,45927.0,28717.0,0,15689.0,134462.0,0,0,7807.0,3989.0,3357.0,75886.0,43019.0,26593.0,5,May,0,6599.0,0,0,0,0,1283.0,544.0,462.0,6302.0,2907.0,2124.0,56.4,75.6,41.8,61.1,80.7,45.1,7.7,6.3,7.4,1975
50.6,66.3,45.1,60.5,76.2,51.4,16.4,13.0,12.3,0,9516.0,4571.0,3873.0,83969.0,46338.0,28480.0,0,15729.0,134677.0,0,0,7953.0,3977.0,3396.0,77019.0,43486.0,26308.0,6,June,0,6213.0,0,0,0,0,1563.0,594.0,477.0,6950.0,2852.0,2172.0,57.2,76.3,41.3,62.3,81.3,44.7,8.3,6.2,7.6,1975
51.9,67.4,44.4,61.2,77.1,50.5,15.3,12.7,12.2,0,9650.0,4633.0,3818.0,84652.0,46545.0,28323.0,0,15768.0,134888.0,0,0,8176.0,4047.0,3352.0,77986.0,43781.0,26145.0,7,July,0,6118.0,0,0,0,0,1474.0,586.0,466.0,6666.0,2765.0,2178.0,57.8,76.7,40.9,62.8,81.5,44.4,7.9,5.9,7.7,1975
51.6,68.4,44.2,60.5,77.2,51.0,14.7,11.4,13.3,0,9548.0,4650.0,3866.0,84210.0,46504.0,28585.0,0,15791.0,135112.0,0,0,8147.0,4120.0,3350.0,77959.0,43920.0,26377.0,8,August,0,6242.0,0,0,0,0,1402.0,530.0,516.0,6250.0,2584.0,2207.0,57.7,76.8,41.2,62.3,81.3,44.7,7.4,5.6,7.7,1975
49.9,67.7,44.5,58.6,76.6,51.5,15.0,11.6,13.5,0,9292.0,4639.0,3913.0,82990.0,46170.0,29218.0,0,15850.0,135345.0,0,0,7901.0,4099.0,3383.0,76911.0,43634.0,27025.0,9,September,0,6558.0,0,0,0,0,1391.0,540.0,530.0,6079.0,2536.0,2193.0,56.8,76.1,42.2,61.3,80.5,45.6,7.3,5.5,7.5,1975
50.3,67.4,45.2,58.5,75.8,51.6,14.0,11.1,12.3,0,9285.0,4594.0,3928.0,83465.0,46176.0,29696.0,0,15886.0,135540.0,0,0,7989.0,4086.0,3444.0,77551.0,43686.0,27565.0,10,October,0,6601.0,0,0,0,0,1296.0,508.0,484.0,5914.0,2490.0,2130.0,57.2,76.1,43.0,61.6,80.4,46.3,7.1,5.4,7.2,1975
50.2,66.6,45.5,58.4,75.7,51.6,13.9,12.0,11.7,0,9302.0,4596.0,3938.0,83007.0,45973.0,29522.0,0,15940.0,135722.0,0,0,8005.0,4045.0,3477.0,77093.0,43404.0,27473.0,11,November,0,6638.0,0,0,0,0,1297.0,550.0,461.0,5913.0,2570.0,2049.0,56.8,75.5,42.8,61.2,80.0,46.0,7.1,5.6,6.9,1975
50.1,65.6,45.7,58.1,75.1,51.2,13.7,12.6,10.7,0,9269.0,4579.0,3915.0,83008.0,45941.0,29512.0,0,15968.0,135884.0,0,0,7996.0,4001.0,3498.0,77105.0,43281.0,27581.0,12,December,0,6698.0,0,0,0,0,1274.0,578.0,417.0,5903.0,2660.0,1931.0,56.7,75.2,42.9,61.1,79.8,45.9,7.1,5.8,6.5,1975
49.2,64.5,45.4,57.9,74.5,51.7,15.0,13.4,12.3,0,9266.0,4542.0,3974.0,82916.0,46047.0,29566.0,0,16003.0,136050.0,0,0,7876.0,3932.0,3485.0,76174.0,42986.0,27325.0,1,January,0,6736.0,0,0,0,0,1390.0,610.0,489.0,6743.0,3061.0,2241.0,56.0,74.6,42.4,60.9,79.9,45.9,8.1,6.6,7.6,1976
49.3,64.3,45.6,58.0,74.7,52.1,15.1,13.9,12.6,0,9311.0,4581.0,4010.0,82965.0,46042.0,29657.0,0,16048.0,136201.0,0,0,7905.0,3943.0,3506.0,76423.0,43030.0,27497.0,2,February,0,6737.0,0,0,0,0,1407.0,638.0,504.0,6542.0,3012.0,2159.0,56.1,74.6,42.6,60.9,79.8,46.0,7.9,6.5,7.3,1976
50.3,64.6,47.4,58.4,74.1,53.1,13.9,12.8,10.6,0,9381.0,4538.0,4085.0,83227.0,46158.0,29698.0,0,16066.0,136401.0,0,0,8080.0,3957.0,3652.0,77049.0,43334.0,27673.0,3,March,0,6685.0,0,0,0,0,1301.0,581.0,433.0,6178.0,2824.0,2025.0,56.5,75.0,42.8,61.0,79.9,46.0,7.4,6.1,6.8,1976
50.8,66.8,47.3,58.6,75.3,53.0,13.3,11.3,10.7,0,9456.0,4624.0,4083.0,83556.0,46286.0,29682.0,0,16127.0,136597.0,0,0,8198.0,4102.0,3646.0,77966.0,43810.0,27799.0,4,April,0,6672.0,0,0,0,0,1258.0,522.0,437.0,5590.0,2475.0,1883.0,57.1,75.7,43.0,61.2,80.0,45.9,6.7,5.3,6.3,1976
50.8,67.9,46.6,57.9,75.2,51.8,12.3,9.8,10.1,0,9357.0,4610.0,3996.0,83779.0,46349.0,29679.0,0,16155.0,136784.0,0,0,8210.0,4160.0,3591.0,78638.0,44095.0,27936.0,5,May,0,6798.0,0,0,0,0,1147.0,450.0,405.0,5141.0,2254.0,1743.0,57.5,76.1,43.1,61.2,79.9,45.8,6.1,4.9,5.9,1976
50.9,67.5,46.3,60.4,76.3,52.6,15.6,11.5,11.9,0,9769.0,4685.0,4072.0,85887.0,46941.0,29605.0,0,16182.0,136995.0,0,0,8243.0,4146.0,3587.0,79813.0,44523.0,27679.0,6,June,0,6412.0,51109.0,0,0,0,1526.0,540.0,485.0,6074.0,2418.0,1926.0,58.3,76.7,42.7,62.7,80.8,45.6,7.1,5.2,6.5,1976
52.1,67.3,45.5,61.3,76.0,52.3,15.1,11.5,13.0,0,9941.0,4687.0,4055.0,86760.0,47180.0,29498.0,0,16224.0,137201.0,0,0,8445.0,4148.0,3529.0,80710.0,44800.0,27402.0,7,July,0,6282.0,50443.0,0,0,0,1497.0,540.0,526.0,6050.0,2380.0,2095.0,58.8,77.0,42.2,63.2,81.1,45.4,7.0,5.0,7.1,1976
52.3,68.2,45.7,60.8,75.8,52.4,14.0,10.0,12.9,0,9879.0,4685.0,4082.0,86394.0,47209.0,29789.0,0,16241.0,137427.0,0,0,8498.0,4217.0,3558.0,80486.0,44918.0,27562.0,8,August,0,6363.0,51034.0,0,0,0,1382.0,468.0,525.0,5908.0,2291.0,2227.0,58.6,77.1,42.4,62.9,81.0,45.8,6.8,4.9,7.5,1976
50.5,68.2,45.8,58.3,75.3,52.4,13.3,9.4,12.4,0,9483.0,4665.0,4094.0,85090.0,46979.0,30431.0,0,16274.0,137654.0,0,0,8222.0,4226.0,3586.0,79360.0,44763.0,28196.0,9,September,0,6791.0,52563.0,0,0,0,1261.0,439.0,509.0,5730.0,2216.0,2235.0,57.7,76.7,43.3,61.8,80.5,46.7,6.7,4.7,7.3,1976
50.8,67.7,46.2,58.5,75.3,52.5,13.2,10.1,11.9,0,9541.0,4678.0,4118.0,85610.0,47022.0,30755.0,0,16309.0,137843.0,0,0,8281.0,4206.0,3629.0,80058.0,44837.0,28646.0,10,October,0,6768.0,52232.0,0,0,0,1260.0,471.0,490.0,5552.0,2185.0,2109.0,58.1,76.7,43.9,62.1,80.4,47.1,6.5,4.6,6.9,1976
51.4,67.5,47.4,59.4,76.0,53.3,13.4,11.2,11.0,0,9706.0,4737.0,4185.0,85556.0,46955.0,30858.0,0,16342.0,138009.0,0,0,8405.0,4204.0,3726.0,79793.0,44576.0,28805.0,11,November,0,6636.0,52455.0,0,0,0,1302.0,532.0,460.0,5763.0,2379.0,2052.0,57.8,76.1,44.1,62.0,80.2,47.2,6.7,5.1,6.7,1976
51.1,67.2,46.9,58.9,76.0,52.7,13.3,11.5,11.1,0,9639.0,4741.0,4158.0,85481.0,46942.0,30834.0,0,16370.0,138126.0,0,0,8361.0,4195.0,3695.0,79780.0,44385.0,28982.0,12,December,0,6732.0,52645.0,0,0,0,1278.0,545.0,463.0,5700.0,2557.0,1851.0,57.8,75.6,44.3,61.9,80.0,47.2,6.7,5.4,6.0,1976
49.7,66.4,45.6,58.1,75.6,52.0,14.4,12.1,12.4,0,9523.0,4724.0,4107.0,84768.0,46798.0,30540.0,0,16393.0,138277.0,0,0,8149.0,4151.0,3599.0,78313.0,43850.0,28429.0,1,January,0,6869.0,53508.0,0,0,0,1373.0,572.0,509.0,6455.0,2947.0,2112.0,56.6,74.6,43.4,61.3,79.7,46.7,7.6,6.3,6.9,1977
50.0,66.9,45.8,58.6,76.3,52.9,14.8,12.3,13.4,0,9635.0,4773.0,4188.0,85291.0,46970.0,30791.0,0,16429.0,138436.0,0,0,8209.0,4184.0,3629.0,78653.0,43837.0,28644.0,2,February,0,6795.0,53145.0,0,0,0,1426.0,588.0,561.0,6637.0,3133.0,2146.0,56.8,74.5,43.7,61.6,79.9,47.0,7.8,6.7,7.0,1977
50.4,67.2,46.7,58.7,76.1,53.1,14.1,11.8,12.1,0,9663.0,4772.0,4214.0,85730.0,46960.0,31076.0,0,16462.0,138625.0,0,0,8304.0,4210.0,3703.0,79561.0,44204.0,29012.0,3,March,0,6801.0,52896.0,0,0,0,1359.0,563.0,512.0,6169.0,2755.0,2063.0,57.4,75.1,44.2,61.8,79.7,47.3,7.2,5.9,6.6,1977
51.2,68.5,46.8,58.3,75.3,53.1,12.2,9.1,11.8,0,9627.0,4739.0,4218.0,85858.0,47013.0,31045.0,0,16507.0,138836.0,0,0,8452.0,4309.0,3722.0,80525.0,44670.0,29226.0,4,April,0,6880.0,52978.0,0,0,0,1174.0,431.0,497.0,5334.0,2343.0,1820.0,58.0,75.7,44.5,61.8,79.7,47.2,6.2,5.0,5.9,1977
51.1,67.7,47.3,58.5,75.2,53.4,12.7,10.1,11.3,0,9687.0,4744.0,4261.0,86211.0,47142.0,31118.0,0,16545.0,139071.0,0,0,8460.0,4267.0,3780.0,81307.0,45044.0,29442.0,5,May,0,6858.0,52860.0,0,0,0,1227.0,477.0,481.0,4904.0,2097.0,1676.0,58.5,76.2,44.7,62.0,79.7,47.3,5.7,4.4,5.4,1977
52.2,68.7,46.6,61.6,76.4,53.1,15.2,10.1,12.2,0,10217.0,4839.0,4250.0,88554.0,47879.0,30879.0,0,16599.0,139291.0,0,0,8661.0,4347.0,3732.0,82709.0,45809.0,28913.0,6,June,0,6382.0,50737.0,0,0,0,1556.0,490.0,519.0,5845.0,2070.0,1966.0,59.4,77.3,43.8,63.6,80.8,46.8,6.6,4.3,6.4,1977
