annual.combined.amusement and recreation,annual.combined.commercial,annual.combined.communication,annual.combined.conservation and development,annual.combined.educational,annual.combined.health care,annual.combined.highway and street,annual.combined.lodging,annual.combined.manufacturing,annual.combined.nonresidential,annual.combined.office,annual.combined.power,annual.combined.public safety,annual.combined.religious,annual.combined.residential,annual.combined.sewage and waste disposal,annual.combined.total construction,annual.combined.transportation,annual.combined.water supply,annual.private.amusement and recreation,annual.private.commercial,annual.private.communication,annual.private.conservation and development,annual.private.educational,annual.private.health care,annual.private.highway and street,annual.private.lodging,annual.private.manufacturing,annual.private.nonresidential,annual.private.office,annual.private.power,annual.private.public safety,annual.private.religious,annual.private.residential,annual.private.sewage and waste disposal,annual.private.total construction,annual.private.transportation,annual.private.water supply,annual.public.amusement and recreation,annual.public.commercial,annual.public.communication,annual.public.conservation and development,annual.public.educational,annual.public.health care,annual.public.highway and street,annual.public.lodging,annual.public.manufacturing,annual.public.nonresidential,annual.public.office,annual.public.power,annual.public.public safety,annual.public.religious,annual.public.residential,annual.public.sewage and waste disposal,annual.public.total construction,annual.public.transportation,annual.public.water supply,current.combined.amusement and recreation,current.combined.commercial,current.combined.communication,current.combined.conservation and development,current.combined.educational,current.combined.health care,current.combined.highway and street,current.combined.lodging,current.combined.manufacturing,current.combined.nonresidential,current.combined.office,current.combined.power,current.combined.public safety,current.combined.religious,current.combined.residential,current.combined.sewage and waste disposal,current.combined.total construction,current.combined.transportation,current.combined.water supply,current.private.amusement and recreation,current.private.commercial,current.private.communication,current.private.conservation and development,current.private.educational,current.private.health care,current.private.highway and street,current.private.lodging,current.private.manufacturing,current.private.nonresidential,current.private.office,current.private.power,current.private.public safety,current.private.religious,current.private.residential,current.private.sewage and waste disposal,current.private.total construction,current.private.transportation,current.private.water supply,current.public.amusement and recreation,current.public.commercial,current.public.communication,current.public.conservation and development,current.public.educational,current.public.health care,current.public.highway and street,current.public.lodging,current.public.manufacturing,current.public.nonresidential,current.public.office,current.public.power,current.public.public safety,current.public.religious,current.public.residential,current.public.sewage and waste disposal,current.public.total construction,current.public.transportation,current.public.water supply,index,month,month name,period,year
20419,67281,18469,5999,108516,47933,81852,30874,66987,695544,59548,87585,14684,7055,269941,24829,965485,37115,16398,9392,63821,18436,0,18178,38720,0,30751,66431,382353,44849,74239,0,7037,261765,0,644118,9027,0,11027,3460,0,5982,90338,9213,81762,0,0,313191,14699,13346,14213,0,8176,24261,321367,28088,16072,1478,4970,1340,438,7403,3712,3943,2573,4957,49115,4557,6582,1081,544,17915,1732,67030,2619,1189,736,4710,1337,0,1322,2991,0,2563,4910,28967,3469,5639,0,542,17315,0,46281,644,0,742,260,0,437,6081,721,3938,0,0,20148,1088,943,1047,0,600,1691,20748,1974,1167,86,2,Feb,Feb2009,2009
20419,64736,19352,6187,111374,47829,80220,30782,65002,701425,57314,99522,14050,6817,257094,26711,958519,34992,16118,9499,60863,19322,0,18050,38617,0,30694,64444,383827,42690,82088,0,6814,249211,0,633038,9231,0,10920,3873,0,6079,93324,9212,80107,0,0,317598,14624,17434,13592,0,7883,26194,325481,25761,15799,1605,5112,1588,488,8121,3879,4530,2565,5153,52669,4591,7528,1114,538,19317,1994,71985,2591,1271,782,4808,1585,0,1376,3112,0,2558,5107,30330,3440,6221,0,538,18719,0,49049,685,0,823,304,0,479,6745,767,4523,0,0,22339,1151,1307,1077,0,597,1954,22936,1906,1247,87,3,Mar,Mar2009,2009
20237,61813,20309,6164,108547,46710,80423,31186,64476,681444,55312,89169,14154,6776,246013,25180,927456,34684,16304,9290,58443,20268,0,17577,37889,0,31098,63947,369824,41091,72552,0,6775,238736,0,608560,9494,0,10948,3371,0,6141,90970,8821,80229,0,0,311619,14221,16617,13773,0,7277,24674,318896,25190,16007,1693,5097,1655,503,8581,3889,5649,2599,5249,54540,4664,7080,1170,544,20502,2020,75043,2809,1340,778,4828,1652,0,1486,3142,0,2592,5205,30194,3475,5615,0,544,19895,0,50090,763,0,915,269,0,501,7096,746,5635,0,0,24346,1189,1465,1137,0,607,1978,24953,2047,1315,88,4,Apr,Apr2009,2009
20627,58363,19977,5438,108806,46162,80498,29344,64131,676002,55161,90793,14535,5985,237725,25053,913727,35913,15217,9316,54754,19920,0,17964,36539,0,29273,63600,366137,40822,76986,0,5985,230514,0,596651,9639,0,11311,3609,0,5427,90842,9623,80409,0,0,309864,14339,13807,14018,0,7211,24607,317075,26274,14941,1760,4962,1571,416,9081,3884,6695,2445,5279,56246,4678,7388,1203,493,20416,2108,76661,2988,1297,775,4667,1566,0,1593,3082,0,2439,5234,30389,3473,6136,0,493,19806,0,50195,817,0,985,295,0,415,7488,802,6688,0,0,25857,1205,1252,1156,0,610,2069,26466,2171,1276,89,5,May,May2009,2009
20507,54204,19785,5333,108359,46267,82980,27214,60219,667626,53647,92115,14665,6122,239570,24244,907196,36479,15487,8857,50264,19729,0,17941,36535,0,27142,59716,354548,38936,78589,0,6118,231686,0,586235,9456,0,11650,3940,0,5324,90419,9732,82881,0,0,313078,14711,13526,14194,0,7883,23838,320961,27023,15208,1785,4743,1779,444,10450,3992,8513,2268,5168,59941,4646,7691,1266,518,22148,2143,82089,3168,1369,743,4400,1774,0,1681,3157,0,2262,5126,30396,3356,6453,0,518,21434,0,51830,815,0,1042,343,0,443,8769,836,8504,0,0,29546,1290,1238,1223,0,713,2104,30259,2353,1349,90,6,Jun,Jun2009,2009
20648,52280,19513,5569,105770,44406,83856,25181,58402,658954,52132,92951,14068,6000,247133,24368,906087,38278,15531,9237,48420,19483,0,16770,34491,0,25118,57857,344862,37238,79580,0,5988,238632,0,583494,9323,0,11411,3861,0,5550,89001,9915,83780,0,0,314092,14894,13371,13609,0,8501,23873,322593,28955,15223,1810,4601,1663,482,10656,3706,9222,2098,5002,60319,4491,7888,1207,515,23566,2176,83885,3462,1340,786,4287,1660,0,1569,2895,0,2093,4956,29581,3178,6713,0,514,22797,0,52378,815,0,1024,314,0,481,9087,811,9216,0,0,30738,1313,1174,1167,0,770,2134,31507,2647,1316,91,7,Jul,Jul2009,2009
19058,49238,19802,5605,102198,44037,83320,23033,55451,640671,49817,92522,13322,6034,253075,23971,893746,38296,14969,7994,45498,19790,0,16890,34282,0,22978,54815,334225,35610,79868,0,6024,245068,0,579293,9146,0,11064,3740,0,5574,85308,9755,83239,0,0,306447,14207,12654,12841,0,8007,23462,314453,29150,14741,1705,4451,1633,476,10360,3754,9547,1919,4823,59668,4291,7900,1139,533,24758,2202,84426,3592,1343,689,4119,1632,0,1591,2951,0,1915,4770,28906,3052,6708,0,532,24070,0,52976,826,0,1016,332,0,474,8770,802,9539,0,0,30762,1240,1192,1095,0,688,2156,31450,2766,1321,92,8,Aug,Aug2009,2009
18738,49091,20037,5337,97999,43694,83418,21972,52976,624874,45797,89229,13232,5949,257919,24321,882793,38237,14847,7517,45435,20017,0,16043,33397,0,21918,52336,322378,31681,77660,0,5899,249545,0,571923,9082,0,11221,3656,0,5310,81956,10297,83271,0,0,302497,14116,11569,12753,0,8374,23837,310870,29155,14592,1692,4470,1725,580,9011,3856,9694,1831,4701,58270,4152,7526,1280,534,23767,2252,82037,3639,1327,641,4097,1723,0,1372,2893,0,1827,4648,27896,2780,6444,0,530,22953,0,50849,816,0,1051,373,0,578,7639,963,9681,0,0,30374,1372,1082,1238,0,814,2209,31188,2823,1301,93,9,Sep,Sep2009,2009
18799,45461,19243,6282,95749,43221,83753,20042,52505,608151,45555,83302,12893,5694,258821,24087,866972,36737,14829,7512,41937,19189,0,14953,33133,0,19898,52013,308575,31038,73370,0,5680,250530,0,559105,8601,0,11287,3524,0,6256,80796,10087,83639,0,0,299576,14517,9932,12451,0,8290,23650,307866,28136,14597,1681,3989,1714,464,8069,3725,8829,1670,4630,55550,3908,8269,1088,510,24403,2277,79952,3394,1334,655,3710,1709,0,1262,2911,0,1658,4589,28003,2705,7408,0,508,23729,0,51733,770,0,1026,280,0,462,6807,813,8817,0,0,27546,1203,861,1048,0,673,2237,28220,2624,1310,94,10,Oct,Oct2009,2009
16949,45375,19597,6114,93335,40806,80417,18636,50644,593816,44243,81830,12865,5601,260080,25456,853896,36415,15532,6730,41799,19555,0,14558,31548,0,18401,50197,299212,29079,71810,0,5569,252048,0,551260,8503,0,10220,3576,0,6069,78778,9257,80289,0,0,294604,15164,10020,12381,0,8031,25145,302635,27912,15038,1454,3812,1688,528,7407,3466,6871,1553,4266,50621,3685,7584,1098,498,20906,2222,71527,3166,1325,564,3501,1684,0,1160,2689,0,1533,4229,25981,2446,6812,0,496,20238,0,46219,744,0,890,311,0,524,6247,777,6858,0,0,24640,1239,772,1059,0,668,2195,25308,2422,1283,95,11,Nov,Nov2009,2009
16915,45397,19937,6462,91868,40687,78511,17333,43270,578227,43719,79492,12936,5340,260510,25141,838737,35649,15574,6696,41904,19887,0,14236,30826,0,17126,42761,286689,28431,69475,0,5299,251718,0,538408,8511,0,10219,3493,0,6431,77632,9861,78431,0,0,291538,15288,10016,12424,0,8792,24759,300330,27137,15042,1340,3525,2027,574,6716,3326,4852,1444,3823,45819,3464,7276,1063,429,18789,1948,64608,2797,1214,550,3235,2023,0,1086,2505,0,1427,3780,24653,2255,6543,0,426,18066,0,42719,702,0,790,290,0,571,5630,821,4846,0,0,21166,1209,734,1027,0,723,1917,21889,2096,1169,96,12,Dec,Dec2009,2009
16408,43348,17422,6198,92866,39315,77440,14275,45520,554834,41346,66903,12261,5440,259618,27366,814452,35656,13070,5858,40494,17397,0,14209,30154,0,14069,45095,267563,27427,56850,0,5386,251033,0,518595,9184,0,10550,2854,0,6182,78658,9162,77337,0,0,287272,13919,10053,11900,0,8585,26989,295857,26473,12487,1159,3119,1115,465,6366,3062,3584,1190,3397,38328,3085,5114,920,405,17035,1912,55362,2514,923,453,2906,1113,0,1013,2347,0,1172,3361,20007,2048,4398,0,401,16420,0,36427,694,0,706,213,0,463,5353,716,3576,0,0,18321,1037,716,893,0,615,1885,18936,1820,883,97,1,Jan,Jan2010,2010
16019,42215,18317,5949,91405,38461,77880,13584,45888,548827,41640,65504,12090,5574,259419,23407,808245,37350,13546,6123,39161,18277,0,14280,29158,0,13358,45430,266904,28219,56378,0,5510,251076,0,517980,9472,0,9895,3054,0,5941,77124,9303,77779,0,0,281923,13421,9126,11651,0,8342,22961,290265,27878,13004,1152,3095,1318,441,6205,2967,3796,1132,3379,38148,3133,4975,897,435,16838,1658,54986,2593,972,477,2864,1315,0,1026,2235,0,1113,3341,20040,2148,4321,0,429,16223,0,36263,666,0,675,231,0,441,5178,732,3790,0,0,18109,985,654,866,0,615,1625,18724,1927,939,98,2,Feb,Feb2010,2010
16846,41571,16563,6378,89490,38780,79618,12402,49776,555633,39198,67974,12168,5366,259480,25252,815113,39279,14971,7125,38818,16491,0,14453,29094,0,12145,49326,266899,25482,57023,0,5298,250461,0,517360,9531,0,9722,2753,0,6370,75038,9687,79475,0,0,288734,13715,10951,11714,0,9019,24785,297753,29748,13931,1328,3250,1400,513,6622,3179,4564,1034,3963,41698,3152,5306,971,430,19292,1928,60990,2893,1167,596,3030,1394,0,1137,2362,0,1012,3926,21256,2062,4457,0,425,18597,0,39853,694,0,732,220,0,512,5485,817,4554,0,0,20442,1090,849,934,0,696,1891,21138,2199,1090,99,3,Mar,Mar2010,2010
17601,40811,17752,7366,89075,39027,81665,12221,46490,563877,39089,73470,12222,5493,261323,26597,825199,39871,15128,7278,38331,17698,0,13940,29527,0,11920,45822,267444,24837,61744,0,5423,251355,0,518799,9409,0,10323,2480,0,7355,75136,9500,81536,0,0,296433,14252,11727,11846,0,9968,26189,306401,30462,14534,1467,3375,1448,607,7016,3255,5728,1018,3806,44898,3305,5880,997,439,21668,2116,66565,3205,1233,608,3181,1443,0,1162,2450,0,993,3751,21786,2100,4791,0,433,20844,0,42630,751,0,859,194,0,606,5855,806,5718,0,0,23112,1205,1089,966,0,824,2081,23936,2454,1187,100,4,Apr,Apr2010,2010
16762,39789,18033,7391,89671,39075,86347,11473,43651,563233,37845,73949,11847,5628,258600,25963,821833,39770,16041,6705,37054,17968,0,13711,29700,0,11184,43059,264186,24164,63839,0,5575,248333,0,512519,9630,0,10057,2735,0,7381,75960,9376,86203,0,0,299047,13680,10110,11557,0,10267,25500,309314,30141,15351,1426,3404,1439,564,7463,3284,7055,956,3615,46675,3204,6012,971,448,22229,2176,68903,3302,1356,564,3178,1434,0,1218,2496,0,932,3566,21963,2073,5128,0,443,21374,0,43337,799,0,862,226,0,564,6245,788,7043,0,0,24712,1131,884,946,0,855,2136,25567,2503,1301,101,5,May,May2010,2010
16856,40734,17270,8194,90689,38572,83978,11419,43269,565331,37652,78201,11444,5350,257447,26104,822777,39325,16272,6572,37953,17241,0,13563,29116,0,10922,42663,264409,23885,65693,0,5299,246309,0,510718,10069,0,10284,2781,0,8129,77126,9456,83876,0,0,300922,13767,12508,11221,0,11138,25691,312059,29256,15643,1467,3636,1540,684,8758,3325,8468,952,3697,51012,3280,6564,982,452,23795,2319,74806,3459,1432,553,3401,1538,0,1272,2515,0,910,3646,22805,2087,5438,0,448,22797,0,45602,876,0,914,235,0,678,7486,809,8458,0,0,28207,1194,1126,962,0,997,2280,29204,2582,1384,102,6,Jun,Jun2010,2010
16836,38123,17745,7097,90476,38887,78607,11270,41087,545989,35778,73158,10666,5119,250914,26544,796903,38579,16017,6151,35405,17707,0,12948,29011,0,10764,40518,252457,22384,60840,0,5075,240146,0,492603,10151,0,10686,2717,0,7031,77528,9876,78495,0,0,293532,13394,12318,10470,0,10768,26137,304301,28428,15297,1477,3424,1473,600,9138,3238,8379,939,3493,50107,3066,6319,906,437,23811,2354,73918,3465,1398,532,3203,1470,0,1207,2430,0,897,3446,21823,1920,5264,0,433,22869,0,44692,898,0,945,221,0,595,7932,807,8369,0,0,28284,1146,1055,889,0,942,2321,29226,2566,1342,103,7,Jul,Jul2010,2010
17454,39929,18395,6916,89101,39612,83788,11280,39360,552814,36134,73994,10761,4979,245545,27557,798360,37453,16101,6384,36743,18362,0,13218,29598,0,10772,38693,255274,23297,61599,0,4941,234716,0,489989,10054,0,11070,3186,0,6841,75884,10014,83642,0,0,297541,12837,12395,10570,0,10830,27073,308370,27399,15385,1581,3652,1580,610,9153,3389,9653,940,3427,52545,3158,6541,927,438,24009,2526,76554,3492,1479,544,3367,1577,0,1233,2542,0,898,3371,22461,2019,5397,0,435,23063,0,45523,925,0,1037,285,0,604,7919,846,9639,0,0,30085,1139,1143,910,0,947,2482,31031,2567,1409,104,8,Aug,Aug2010,2010
18064,39213,17454,7281,88846,40746,84543,10840,38142,558141,38400,74919,10769,5156,245237,26899,803378,41095,15774,6861,36033,17418,0,12917,30194,0,10314,37477,254117,24251,62312,0,5103,234220,0,488336,9735,0,11203,3180,0,7265,75928,10553,84459,0,0,304024,14149,12607,10660,0,11017,26395,315041,31360,14985,1675,3596,1511,820,8237,3611,9920,903,3407,52973,3532,6526,1046,463,22845,2480,75818,3809,1436,591,3268,1508,0,1112,2628,0,860,3352,22282,2133,5371,0,459,21751,0,44032,856,0,1084,328,0,819,7125,983,9913,0,0,30691,1399,1154,1036,0,1095,2436,31786,2953,1354,105,9,Sep,Sep2010,2010
16916,39224,17703,8020,83301,39643,85482,10300,37068,553797,36688,84057,10418,5133,245034,26601,798831,37518,15723,6143,35796,17645,0,12362,29458,0,9746,36397,258876,23683,70644,0,5100,233388,0,492264,10491,0,10773,3427,0,8004,70939,10185,85389,0,0,294920,13005,13413,10306,0,11646,26181,306567,27027,14954,1492,3446,1494,579,6950,3391,8962,858,3238,50124,3121,7903,869,454,23263,2473,73386,3453,1442,530,3177,1489,0,1020,2580,0,812,3182,23152,2054,6752,0,451,22304,0,45456,966,0,962,269,0,578,5930,811,8953,0,0,26972,1068,1151,859,0,959,2436,27931,2487,1360,106,10,Oct,Oct2010,2010
16750,38568,18085,8058,82744,40209,83313,10202,34786,552523,35444,92051,10085,5312,245686,24931,798208,36596,15389,6402,35473,18067,0,12940,29765,0,9647,34237,265093,22426,79263,0,5269,234250,0,499344,10229,0,10349,3096,0,8040,69803,10445,83223,0,0,287429,13018,12788,9982,0,11435,24497,298865,26367,14656,1437,3223,1621,689,6530,3404,7352,850,2942,47521,2980,8490,875,474,19798,2155,67318,3163,1336,530,2954,1620,0,1032,2545,0,804,2896,23250,1888,7485,0,471,18854,0,42104,904,0,907,269,0,688,5498,859,7343,0,0,24271,1092,1005,866,0,944,2118,25215,2259,1270,107,11,Nov,Nov2010,2010
16157,37899,17562,6814,82044,39776,81019,10358,31747,540998,35526,90604,9541,5157,245599,24156,786597,37535,15104,6177,34790,17529,0,13040,29764,0,9564,31211,259162,23173,77363,0,5118,235936,0,495098,10086,0,9980,3109,0,6804,69004,10013,80912,0,0,281837,12353,13241,9451,0,9663,23715,291499,27450,14405,1282,2882,1791,600,5967,3239,5068,863,2815,42901,2833,8316,793,414,17747,1894,60648,2993,1149,505,2626,1788,0,986,2423,0,797,2770,22433,1836,7315,0,411,16941,0,39373,865,0,777,256,0,599,4981,817,5060,0,0,20468,997,1001,787,0,806,1860,21274,2128,1089,108,12,Dec,Dec2010,2010
15751,37522,17414,7784,81621,38972,80906,8512,30380,506791,34885,64168,9919,4835,247919,23274,754710,35949,14900,6084,34316,17394,0,12405,27914,0,8027,29735,225725,22131,52306,0,4812,237832,0,463556,9347,0,9667,3206,0,7750,69216,11057,80828,0,0,281067,12754,11862,9814,0,10087,22850,291154,26603,14287,1123,2689,1122,581,5626,2983,3760,709,2297,34696,2604,4925,746,373,16277,1623,50973,2474,1061,472,2446,1120,0,890,2116,0,669,2243,16848,1665,4108,0,371,15547,0,32395,662,0,652,243,0,579,4736,867,3755,0,0,17848,940,817,738,0,730,1594,18578,1812,1019,109,1,Jan,Jan2011,2011
16307,38513,17871,8311,80241,39130,79733,8603,33201,508976,34428,66006,10022,4251,248043,22617,757019,35039,14704,5918,35296,17846,0,12562,28344,0,8065,32582,231591,21805,54519,0,4223,238430,0,470021,9194,0,10388,3217,0,8273,67679,10786,79666,0,0,277385,12624,11487,9879,0,9612,22238,286998,25845,14095,1173,2803,1271,613,5526,3012,3794,717,2467,34991,2573,4920,740,337,16026,1579,51017,2427,1040,463,2558,1269,0,910,2158,0,672,2415,17216,1650,4088,0,335,15326,0,32542,615,0,711,245,0,609,4616,854,3791,0,0,17775,923,832,730,0,700,1549,18475,1812,1004,110,2,Feb,Feb2011,2011
16083,39565,17855,8003,83896,39740,79067,8848,35572,518707,34418,68016,10066,4358,249570,23681,768276,35677,13861,5744,36142,17746,0,13451,28341,0,8190,34966,238405,21896,56913,0,4324,240206,0,478611,9018,0,10339,3424,0,7949,70445,11399,78991,0,0,280302,12522,11102,9855,0,9363,22949,289665,26660,13260,1267,3088,1487,656,6184,3275,4431,737,2843,38587,2751,5197,797,350,18562,1809,57148,2633,1084,485,2817,1478,0,1061,2319,0,683,2792,18845,1754,4350,0,347,17842,0,36687,633,0,781,272,0,651,5123,957,4425,0,0,19742,997,846,779,0,719,1754,20461,1999,1040,111,3,Mar,Mar2011,2011
16314,41673,18173,8027,84119,39727,76017,8566,34481,517105,34667,69356,10132,4321,251450,22003,768555,35389,14141,6921,37998,18117,0,13343,27803,0,7988,33847,240520,22157,57453,0,4277,241982,0,482502,9071,0,9393,3675,0,8016,70776,11923,75977,0,0,276585,12511,11903,9911,0,9468,21322,286053,26318,13550,1317,3465,1411,635,6568,3309,5160,714,2824,40693,2889,5514,826,343,20897,1747,61590,2826,1147,575,3176,1406,0,1106,2304,0,666,2771,19445,1837,4441,0,340,20131,0,39577,702,0,742,289,0,634,5462,1005,5156,0,0,21248,1053,1074,807,0,766,1693,22013,2124,1101,112,4,Apr,Apr2011,2011
16719,43269,17697,8218,84768,39240,75239,8878,37734,524586,35913,72141,10183,4204,251413,22090,775999,35012,13283,7248,39420,17590,0,13564,27432,0,8182,37044,250268,23517,61508,0,4170,242227,0,492494,9133,0,9471,3849,0,8190,71205,11809,75200,0,0,274319,12396,10633,9974,0,9186,21583,283505,25879,12603,1444,3693,1471,630,7064,3302,6398,740,3136,43698,3031,5685,854,334,21733,1870,65430,2921,1125,615,3377,1462,0,1201,2305,0,682,3079,20693,1993,4770,0,331,20963,0,41656,759,0,830,317,0,628,5863,997,6395,0,0,23005,1039,914,835,0,770,1828,23775,2162,1071,113,5,May,May2011,2011
16526,44691,18010,7807,86046,40951,76050,9302,42869,544259,36139,78778,10869,4039,252980,23204,797238,35313,13665,7339,40733,17883,0,14898,28814,0,8435,42061,265070,23862,66082,0,4010,244108,0,509178,9345,0,9187,3958,0,7731,71148,12137,76021,0,0,279189,12277,12696,10621,0,8872,22705,288061,25968,12910,1434,3981,1607,671,8278,3520,7869,775,3657,49000,3138,6394,939,337,23495,2059,72495,3120,1220,603,3643,1596,0,1414,2509,0,703,3590,22652,2066,5251,0,335,22679,0,45331,808,0,831,338,0,665,6864,1012,7867,0,0,26348,1072,1143,916,0,817,2014,27164,2312,1162,114,6,Jun,Jun2011,2011
16132,44447,18179,7341,84512,41236,76908,8698,41415,538781,35472,78904,10215,4277,253308,23033,792089,33287,14726,6951,40665,17997,0,14520,29354,0,7906,40694,265346,23895,68268,0,4253,245187,0,510533,9311,0,9181,3782,0,7260,69992,11882,76874,0,0,273435,11578,10636,9965,0,8121,22550,281556,23976,14042,1407,3974,1454,599,8507,3439,8108,725,3466,48312,2991,6148,861,362,23941,2013,72253,2984,1276,592,3667,1439,0,1345,2457,0,659,3406,22151,2022,5234,0,360,23248,0,45398,844,0,815,307,0,592,7162,982,8104,0,0,26161,968,914,839,0,694,1976,26855,2140,1219,115,7,Jul,Jul2011,2011
15730,45909,17721,7980,86621,40807,78244,9248,43698,548384,36270,78224,11111,4451,256982,22134,805366,35545,14691,7055,41698,17574,0,14358,29234,0,8354,42831,268976,24375,67951,0,4395,248716,0,517692,9638,0,8675,4211,0,7794,72263,11573,78215,0,0,279409,11895,10274,10873,0,8266,21664,287675,25907,14103,1402,4207,1580,725,8972,3522,9207,771,3775,52006,3207,6568,976,395,24979,2048,76986,3314,1338,594,3830,1568,0,1355,2538,0,696,3702,23441,2136,5596,0,390,24248,0,47689,897,0,807,377,0,710,7617,984,9204,0,0,28566,1071,973,956,0,731,2005,29297,2418,1282,116,8,Aug,Aug2011,2011
15882,43497,18504,6956,87618,41052,81621,9431,46359,551086,36845,77824,10454,4307,255925,22183,807010,34296,14257,7444,39800,18198,0,14521,29936,0,8480,45164,271557,24130,68446,0,4271,247863,0,519421,9713,0,8438,3698,0,6832,73097,11115,81613,0,0,279528,12715,9378,10260,0,8061,21728,287590,24583,13583,1463,4023,1624,760,8069,3686,9466,786,4105,52050,3407,6702,1017,382,23822,2058,75871,3223,1280,643,3639,1598,0,1234,2642,0,707,4005,23855,2140,5822,0,379,23026,0,46881,907,0,820,384,0,749,6836,1044,9466,0,0,28195,1267,879,1000,0,795,2016,28990,2316,1211,117,9,Sep,Sep2011,2011
15562,43271,18927,7520,86212,39498,81938,9326,45215,548215,36231,80083,10294,3989,254444,22208,802658,33165,14776,6889,39637,18677,0,14507,29326,0,8520,44498,271888,24300,70631,0,3948,246718,0,518606,9478,0,8673,3634,0,7395,71706,10171,81928,0,0,276326,11931,9452,10092,0,7726,21708,284052,23688,14137,1370,3797,1616,588,7218,3340,8591,777,3939,49560,3101,7521,853,359,24223,2078,73783,3039,1374,590,3508,1595,0,1195,2530,0,710,3880,24239,2132,6710,0,356,23587,0,47827,897,0,780,290,0,578,6023,810,8590,0,0,25321,969,811,835,0,636,2034,25957,2143,1308,118,10,Oct,Oct2011,2011
15965,44522,17497,6585,85047,40572,85201,9948,45519,553635,37630,80589,10552,3854,252666,22443,806301,33576,14138,6896,41001,17285,0,15196,29978,0,9173,44571,274813,25390,69839,0,3835,245509,0,520322,10069,0,9069,3521,0,6473,69851,10593,85181,0,0,278822,12240,10749,10337,0,7157,21848,285979,23507,13498,1361,3687,1586,562,6685,3416,7412,829,3856,47835,3193,7899,908,338,20369,1968,68203,2919,1216,581,3391,1568,0,1200,2547,0,764,3777,24413,2177,7024,0,336,19776,0,44189,905,0,780,296,0,552,5486,869,7410,0,0,23422,1015,875,891,0,593,1913,24014,2014,1158,119,11,Nov,Nov2011,2011
15700,45089,15098,6188,86529,41417,83482,10194,47452,561456,38955,83988,10875,4098,253533,23834,814989,35530,13030,6475,41407,14848,0,15469,30278,0,9420,46409,280259,27063,72846,0,4054,246393,0,526652,10581,0,9225,3682,0,6100,71060,11139,83431,0,0,281197,11891,11142,10676,0,7140,23299,288337,24948,12493,1234,3409,1458,520,6289,3399,5128,850,4195,44260,3125,7713,892,331,18322,1858,62582,2858,1003,533,3102,1437,0,1172,2482,0,785,4108,24007,2166,6867,0,327,17748,0,41754,908,0,702,307,0,513,5116,917,5124,0,0,20254,959,846,877,0,574,1814,20828,1950,954,120,12,Dec,Dec2011,2011
15764,44847,16940,5997,86831,42048,77955,9314,44543,567241,37489,97424,10818,4000,256134,24098,823375,35021,14153,6159,41579,16703,0,16214,31220,0,8748,43741,292515,25625,86961,0,3976,249174,0,541688,10271,0,9605,3268,0,5914,70617,10828,77783,0,0,274726,11865,10463,10657,0,6961,23535,281687,24750,13814,1141,3207,1143,440,5977,3240,3714,776,3340,39710,2823,7661,826,308,16898,1669,56608,2440,1007,485,2968,1123,0,1163,2380,0,729,3273,22135,1947,6952,0,306,16389,0,38523,713,0,656,239,0,433,4815,860,3702,0,0,17575,876,709,814,0,510,1630,18084,1727,981,121,1,Jan,Jan2012,2012
15585,44372,16397,5851,85137,42605,81724,9502,44892,568161,37423,96578,11069,4039,257002,23922,825163,35336,13730,5861,41441,16181,0,16117,31637,0,8838,43902,291236,26290,85983,0,4012,250549,0,541784,9723,0,9724,2931,0,5758,69020,10968,81640,0,0,276925,11133,10595,10967,0,6453,23328,283378,25612,13354,1118,3270,1234,446,5959,3354,4044,792,3406,40291,2893,7538,830,322,16703,1668,56994,2433,986,459,3044,1216,0,1207,2478,0,737,3323,22337,2068,6776,0,320,16218,0,38555,619,0,659,226,0,438,4752,876,4039,0,0,17954,825,762,822,0,486,1618,18440,1814,964,122,2,Feb,Feb2012,2012
15518,46101,15984,6185,86095,42373,79962,10632,46333,571468,38662,97731,10808,3937,257200,23268,828668,34597,13283,5930,42763,15655,0,16439,31204,0,9796,45246,297493,27037,88137,0,3908,250973,0,548466,10190,0,9588,3338,0,6104,69656,11169,79847,0,0,273975,11625,9594,10691,0,6226,22755,280202,24407,12919,1193,3588,1296,498,6321,3455,4385,886,3722,42500,3072,7597,846,315,19303,1775,61803,2526,1027,490,3325,1269,0,1306,2524,0,816,3631,23481,2154,6875,0,312,18829,0,42310,690,0,703,263,0,491,5015,931,4377,0,0,19020,918,722,835,0,474,1737,19494,1836,1001,123,3,Mar,Mar2012,2012
15306,47376,16248,5883,84317,43320,82088,10813,46562,573386,37527,98361,10592,3865,261565,22609,834951,34917,13601,6147,44140,16020,0,16476,32329,0,10130,45712,301701,26196,88647,0,3842,255138,0,556839,10751,0,9159,3236,0,5816,67841,10991,81939,0,0,271684,11331,9714,10504,0,6428,22086,278112,24167,13118,1245,3919,1287,476,6544,3579,5631,901,3824,45265,3094,7899,859,307,21737,1782,67002,2806,1111,510,3664,1268,0,1363,2670,0,844,3753,24484,2134,7017,0,305,21207,0,45691,848,0,735,254,0,471,5181,909,5620,0,0,20780,960,883,851,0,530,1738,21311,1958,1071,124,4,Apr,Apr2012,2012
