2010 Population,2014 Population,Accommodation and Food Services Sales,American Indian and Alaska Native Alone,American Indian-Owned,Asian Alone,Asian-Owned,Bachelor's Degree or Higher,Black Alone,Black-Owned,Building Permits,County,Foreign Born,High School or Higher,Hispanic or Latino,Hispanic-Owned,Homeownership Rate,Households,Housing Units,Land Area,Language Other than English at Home,Living in Same House +1 Years,Manufacturers Shipments,Mean Travel Time to Work,Median Houseold Income,Median Value of Owner-Occupied Units,Merchant Wholesaler Sales,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander-Owned,Nonemployer Establishments,Per Capita Income,Percent 65 and Older,Percent Female,Percent Under 18 Years,Percent Under 5 Years,Persons Below Poverty Level,Persons per Household,Population Percent Change,Population per Square Mile,Private Non-farm Employment,Private Non-farm Employment Percent Change,Private Non-farm Establishments,Retail Sales,Retail Sales per Capita,State,Total,Two or More Races,Units in Multi-Unit Structures,Veterans,White Alone,"White Alone, not Hispanic or Latino",Women-Owned
139900,149111,2061,0.4,0.0,2.8,6.2,24.0,30.3,17.1,602,Houston County,5.8,88.8,6.6,2.8,67.1,52330,60555,375.54,8.5,83.3,14228,20.5,54893,132900,0,0.2,0.0,8976,25195,11.7,51.3,25.7,6.9,15.2,2.7,6.6,372.5,36198,6.7,2318,15242,11610,GA,8657,2.7,17.3,18505,63.6,58.3,29.1
9538,9104,26,0.1,0.0,0.8,0.0,10.3,26.7,10.9,10,Irwin County,0.7,81.1,3.6,0.0,72.4,3277,4022,354.34,1.4,89.8,0,22.5,40771,83400,940,0.0,0.0,561,18207,18.2,49.2,22.3,5.7,21.2,2.69,-4.6,26.9,1727,0.2,125,272,2734,GA,742,1.1,6.2,923,71.3,68.4,0.0
60485,61870,333,0.4,0.0,1.9,1.5,19.5,7.2,0.0,455,Jackson County,4.4,81.1,6.7,3.9,77.1,21293,23752,339.66,8.5,88.8,18015,29.7,53179,161300,5688,0.1,0.0,4692,23247,13.5,50.4,25.7,6.6,15.9,2.81,2.3,178.1,16656,5.3,1162,5593,9365,GA,6073,1.6,5.9,3962,88.8,82.7,21.1
13900,13432,34,0.6,0.0,0.3,0.0,13.3,21.5,0.0,53,Jasper County,3.1,83.6,4.2,0.0,76.1,5132,6230,368.17,5.4,84.3,1874,36.2,42192,120200,0,0.0,0.0,1055,21297,15.5,51.3,24.0,6.0,21.7,2.66,-3.4,37.8,1383,-1.2,147,333,2442,GA,1517,1.7,2.1,872,76.0,72.5,27.7
15068,14859,98,0.8,0.0,0.6,0.0,9.6,15.6,0.0,1,Jeff Davis County,4.7,79.6,11.3,0.0,71.3,5509,6412,330.74,9.3,87.8,2429,22.0,36296,79900,358,0.0,0.0,852,17684,14.2,50.5,27.5,7.4,24.5,2.71,-1.4,45.6,3344,5.9,239,2043,15440,GA,1009,1.0,6.1,773,82.0,72.0,0.0
16930,16272,112,0.2,0.0,0.7,0.0,8.8,53.6,31.8,5,Jefferson County,1.2,73.8,3.3,0.0,65.5,6220,7246,526.49,2.2,85.0,3035,23.1,26968,67200,1271,0.1,0.0,1139,14757,17.0,51.4,24.1,6.3,31.5,2.58,-3.9,32.2,3935,-1.8,300,1293,7897,GA,1266,0.9,9.6,1109,44.5,41.9,27.6
8340,9125,38,0.4,0.0,0.5,0.0,13.1,43.2,0.0,10,Jenkins County,2.6,72.6,5.1,0.0,69.6,3354,4175,347.28,4.1,85.3,1168,26.4,26104,63400,0,0.2,0.0,545,17565,15.3,46.8,22.6,5.7,29.4,2.54,9.4,24.0,946,-1.1,97,539,6311,GA,716,1.0,1.9,605,54.6,51.2,0.0
9980,9701,13,0.3,0.0,0.3,0.0,11.5,35.0,0.0,0,Johnson County,1.7,75.8,2.2,0.0,78.9,3250,4066,303.01,1.9,83.7,0,28.9,36722,65000,0,0.0,0.0,599,16807,15.5,43.5,19.6,4.5,22.8,2.71,-2.8,32.9,994,-9.6,120,252,2678,GA,516,0.9,5.1,729,63.5,61.8,21.1
28669,28787,134,0.3,0.0,0.8,0.0,17.8,24.9,0.0,28,Jones County,2.0,88.7,1.5,0.0,79.1,10384,11576,393.93,2.4,87.8,0,26.5,51497,138900,423,0.0,0.0,1890,24485,15.4,51.6,24.5,5.2,16.6,2.73,0.4,72.8,2523,5.4,315,706,2588,GA,2169,1.1,4.9,1774,73.0,71.9,29.9
18317,18207,120,0.3,0.0,0.5,0.0,14.2,31.7,0.0,18,Lamar County,1.7,81.9,2.2,0.0,70.1,6393,7504,183.5,2.6,83.1,0,30.1,41016,122600,0,0.0,0.0,1145,18800,16.0,52.3,20.7,5.5,18.9,2.65,-0.6,99.8,2811,7.8,234,1139,6732,GA,1544,1.7,10.8,1568,65.7,64.1,27.8
10078,10373,0,1.1,0.0,1.4,0.0,12.0,22.7,0.0,15,Lanier County,2.5,76.4,5.5,0.0,60.9,3725,4295,185.26,5.5,78.0,0,23.0,39452,111800,0,0.0,0.0,516,17264,12.1,49.6,25.6,7.8,26.7,2.66,3.0,54.4,757,-6.5,92,0,0,GA,731,2.7,4.9,784,72.1,68.0,26.7
48434,47851,667,0.3,0.0,1.1,0.0,15.0,36.2,0.0,9,Laurens County,2.2,79.8,2.5,0.0,65.7,17632,21283,807.3,3.3,87.7,0,23.5,34793,85200,2521,0.0,0.0,3871,18625,16.2,52.4,24.8,6.7,24.7,2.67,-1.2,60.0,14748,0.2,1037,6130,12912,GA,4485,1.2,10.3,3407,61.3,59.3,27.9
28298,29191,68,0.4,0.0,2.4,0.0,20.5,20.7,0.0,175,Lee County,3.5,83.9,2.6,0.0,76.2,9773,10698,355.78,5.4,86.1,0,21.2,60104,159000,1182,0.1,0.0,1950,26357,10.7,49.8,26.8,6.4,11.2,2.79,3.2,79.5,3810,20.2,369,1239,3754,GA,2208,1.4,10.4,2267,75.1,72.9,30.3
63453,65198,629,0.8,0.0,2.4,0.0,20.2,40.8,36.7,242,Liberty County,6.5,90.9,12.1,3.0,51.1,23046,27198,489.8,10.9,72.9,0,20.1,43832,126900,0,0.6,0.0,2805,20791,7.5,48.8,28.7,11.1,18.7,2.73,2.7,129.5,12380,1.7,812,5392,8908,GA,3667,4.3,22.3,10207,51.1,42.2,34.7
7996,7622,52,0.4,0.0,0.5,0.0,11.4,31.6,0.0,17,Lincoln County,1.1,82.1,1.3,0.0,78.7,3394,4779,210.38,1.6,92.6,0,32.6,35625,103700,93,0.0,0.0,502,20641,20.7,50.7,19.1,4.6,26.5,2.3,-4.7,38.0,935,-0.6,135,395,4927,GA,707,0.9,2.5,732,66.6,65.6,34.5
14464,17113,18,0.8,0.0,1.2,0.0,14.0,25.6,0.0,0,Long County,4.9,85.0,11.8,0.0,62.2,4841,6205,400.29,8.2,81.9,0,25.1,42651,111900,0,0.5,0.0,532,17158,7.7,49.7,28.8,8.2,19.2,3.11,18.4,36.1,252,0.0,71,173,1548,GA,321,3.6,4.2,1658,68.3,59.1,0.0
109233,113523,2094,0.5,0.9,1.7,3.7,23.1,36.6,12.9,379,Lowndes County,3.8,84.0,5.5,3.0,53.9,39722,45665,496.07,5.7,78.1,22377,18.0,37365,133700,7564,0.2,0.0,6635,18897,11.0,51.1,24.8,7.1,24.3,2.7,3.9,220.2,38679,0.3,2640,18048,17744,GA,8867,2.1,21.1,9100,59.0,54.9,30.0
29966,31176,333,0.7,0.0,0.7,0.0,25.4,1.9,0.0,91,Lumpkin County,3.3,85.0,4.9,0.0,68.2,10999,13073,282.93,4.5,80.3,2077,30.0,43775,165900,374,0.1,0.0,2309,20908,15.7,50.2,18.9,5.0,18.1,2.62,4.0,105.9,4388,5.1,506,2065,7764,GA,3187,1.8,8.9,2423,94.7,90.5,0.0
21875,21370,236,0.4,0.0,0.5,3.2,13.7,40.7,0.0,19,McDuffie County,1.2,74.6,2.8,0.0,66.0,8143,9248,257.46,2.7,90.3,0,26.4,37487,106100,0,0.1,0.0,1412,17922,15.9,53.1,25.2,6.2,22.2,2.62,-2.3,85.0,5938,1.1,433,3503,16276,GA,1609,1.5,9.0,1112,56.8,54.7,17.1
14333,14214,198,0.5,0.0,0.4,0.0,15.8,34.9,0.0,24,McIntosh County,1.7,80.5,2.0,0.0,81.5,4993,9299,424.3,2.7,91.4,0,26.3,39068,103700,0,0.1,0.0,884,21484,21.7,50.8,19.0,5.4,14.9,2.81,-0.8,33.8,1199,-7.4,184,1139,9952,GA,1217,1.2,5.8,1468,62.8,61.4,21.2
14740,13792,56,0.4,0.0,1.6,0.0,10.1,59.8,0.0,3,Macon County,3.6,70.5,4.1,0.0,66.5,4887,6052,400.64,6.6,88.9,3974,24.5,30240,65500,395,0.2,0.0,793,13865,14.9,45.9,19.9,4.9,29.4,2.64,-6.4,36.8,2194,2.5,179,479,3588,GA,1101,0.8,9.2,895,37.2,34.0,32.3
28120,28312,72,0.4,0.0,1.2,0.0,14.9,9.4,0.0,66,Madison County,3.1,78.7,4.7,0.0,73.3,9732,11732,282.31,4.9,92.5,0,25.3,42549,127800,577,0.0,0.0,2080,19939,15.6,50.7,23.1,5.4,17.9,2.86,0.7,99.6,2078,2.2,355,1192,4291,GA,2352,1.3,3.2,1787,87.7,83.6,0.0
8742,8797,10,0.9,0.0,1.0,0.0,10.6,30.8,0.0,10,Marion County,5.8,75.1,7.6,0.0,71.8,3000,4109,366.0,9.0,85.8,0,30.9,33301,87000,0,1.8,0.0,436,17479,17.0,50.1,21.8,6.1,20.5,2.87,0.6,23.9,1357,2.6,81,717,10179,GA,197,1.6,9.7,970,64.0,59.3,38.6
21992,21198,148,0.4,0.0,0.7,0.0,8.9,39.4,22.9,24,Meriwether County,0.7,73.0,2.2,0.0,69.9,8135,9911,501.22,1.7,84.3,2334,30.2,37333,91200,0,0.0,0.0,1494,18821,18.6,52.0,22.4,5.4,21.1,2.62,-3.6,43.9,3248,-2.9,302,1007,4421,GA,2142,1.2,4.6,1383,58.2,56.5,28.6
6125,5958,29,0.5,0.0,0.7,0.0,11.9,28.1,0.0,0,Miller County,0.7,79.9,2.0,0.0,74.5,2458,2752,282.42,1.1,90.4,0,22.3,32260,83200,149,0.1,0.0,380,19674,19.6,51.6,23.4,6.2,23.0,2.39,-2.8,21.7,1066,-0.8,132,534,8671,GA,467,1.2,5.8,354,69.4,68.2,37.5
23498,22771,153,0.5,0.0,0.7,0.0,9.6,48.0,0.0,10,Mitchell County,2.3,72.3,4.3,0.0,65.3,8131,8938,512.09,3.7,89.5,0,21.2,32054,77900,1691,0.1,0.0,1312,15694,14.9,47.7,23.7,6.0,26.2,2.61,-3.1,45.9,5868,-9.0,365,1509,6268,GA,0,0.9,10.9,1508,49.8,46.3,0.0
26424,27051,237,0.3,0.0,1.0,0.0,18.7,23.7,15.2,77,Monroe County,1.7,79.5,2.3,0.0,76.3,9550,10954,395.66,2.7,88.6,1180,27.2,48630,148300,0,0.0,0.0,1875,22888,16.8,49.6,20.9,5.1,12.9,2.66,2.2,66.8,6593,2.5,507,1144,4563,GA,2943,1.1,9.5,2069,73.9,72.0,26.8
9123,8991,28,0.1,0.0,0.4,0.0,15.5,26.8,0.0,11,Montgomery County,3.8,82.3,6.0,0.0,69.4,3185,3886,239.52,5.2,92.1,0,21.4,32702,74300,0,0.0,0.0,544,16460,15.5,48.3,22.2,5.7,24.5,2.6,-1.4,38.1,924,-6.1,111,247,2753,GA,0,1.2,5.1,562,71.4,66.5,0.0
17868,17956,403,0.7,0.0,0.8,0.0,22.7,23.2,0.0,52,Morgan County,1.8,81.7,3.0,0.0,77.1,6513,7497,347.35,2.1,92.7,2394,27.2,47729,175700,549,0.0,0.0,1820,25933,18.2,51.5,23.0,5.2,15.4,2.71,0.5,51.4,5451,-0.2,445,2764,15202,GA,2113,1.3,5.0,1357,74.0,71.7,31.7
39628,39410,246,0.9,0.0,0.5,0.0,9.6,1.4,0.0,22,Murray County,8.1,69.3,14.0,0.0,68.9,14092,15777,344.47,13.1,87.2,16056,24.8,34888,94100,893,0.2,0.0,1756,16449,13.3,50.3,25.3,6.4,22.4,2.79,-0.6,115.0,6831,1.8,395,2188,5374,GA,2625,1.2,6.9,2122,95.8,83.3,0.0
189885,200887,4281,0.5,0.0,2.5,0.0,22.6,46.1,37.4,585,Muscogee County,5.4,85.4,7.5,2.5,52.6,72243,83846,216.39,9.1,74.6,21113,19.0,41339,133300,11736,0.2,0.0,13691,22856,12.0,50.8,24.3,7.6,19.6,2.53,5.4,877.5,75855,-0.3,4256,28892,15482,GA,15413,2.8,29.8,20679,47.9,42.4,35.8
99958,103675,934,0.4,0.0,1.1,0.0,19.4,43.0,33.4,181,Newton County,5.7,84.5,4.9,0.0,73.5,33840,38351,272.16,6.2,82.5,22050,31.4,50580,125600,2266,0.1,0.0,8657,21484,11.9,52.3,27.1,6.7,15.2,2.93,3.7,367.3,17729,0.8,1306,6793,7096,GA,9515,1.9,8.1,7341,53.6,50.0,33.4
32808,35093,388,0.3,0.0,3.9,1.2,43.1,5.4,0.0,299,Oconee County,5.0,91.3,4.6,1.4,78.9,11485,13147,184.29,7.4,91.7,0,23.7,75004,238200,729,0.0,0.0,3547,33801,13.5,51.1,26.8,5.3,9.3,2.88,6.9,178.0,9398,6.4,1000,3263,10357,GA,4300,1.3,6.6,2131,89.0,84.9,21.4
14899,14673,18,0.3,0.0,0.7,0.0,18.0,17.7,0.0,27,Oglethorpe County,1.6,79.0,3.9,0.0,77.0,5201,6487,439.01,3.0,89.7,0,27.9,45729,120800,84,0.0,0.0,980,20493,18.0,50.7,21.6,5.3,16.4,2.8,-1.5,33.9,1046,4.9,168,696,4988,GA,1296,1.8,4.8,1117,79.5,76.1,21.3
142324,148987,1089,0.4,0.0,1.1,0.0,23.4,18.0,14.6,930,Paulding County,4.1,88.5,5.7,0.0,82.1,47881,53105,312.22,6.4,87.0,2554,37.7,61837,135500,1764,0.1,0.0,10643,24168,9.5,51.2,27.8,6.5,11.4,2.99,4.7,455.8,15576,1.9,1716,9730,7607,GA,11811,2.1,5.8,10479,78.4,73.8,30.6
27695,26922,287,0.5,0.0,1.0,0.0,19.2,45.1,0.0,161,Peach County,5.9,82.7,7.3,3.6,66.6,9525,11273,150.27,9.5,85.4,10578,22.7,39844,120000,0,0.1,0.0,1823,19431,13.3,51.7,22.3,6.0,24.6,2.62,-2.8,184.3,5767,-4.6,456,3173,12122,GA,1757,1.8,15.6,2354,51.5,45.3,0.0
29431,29997,277,0.5,0.0,0.8,0.0,22.5,1.7,0.0,53,Pickens County,2.8,80.8,3.1,0.0,78.9,11083,13688,232.06,3.9,89.3,1047,28.5,51383,166300,1120,0.0,0.0,2864,26686,20.3,50.7,20.9,4.9,11.9,2.63,2.0,126.8,5890,-0.4,643,3205,10541,GA,4125,1.3,7.0,2768,95.8,93.1,26.4
18758,18991,86,0.8,0.0,0.6,0.0,11.8,9.3,0.0,38,Pierce County,2.3,77.6,5.1,0.0,73.3,6970,7961,316.49,4.9,86.8,0,26.6,39067,79600,0,0.1,0.0,1152,20001,15.6,50.4,25.4,6.6,20.5,2.67,1.2,59.3,2930,-4.5,322,997,5586,GA,1064,1.3,5.9,1398,87.8,83.5,25.6
17869,17784,24,0.3,0.0,0.5,0.0,17.0,10.5,0.0,26,Pike County,1.1,85.1,1.6,0.0,84.2,6140,6819,216.09,1.8,87.4,0,33.2,53865,152800,167,0.0,0.0,1352,22191,14.6,50.5,24.9,5.0,11.2,2.86,-0.5,82.7,1463,7.0,240,338,1970,GA,1762,1.5,4.8,1400,87.3,86.0,19.8
41475,41133,351,0.7,0.0,0.8,0.0,13.1,13.0,0.0,10,Polk County,8.1,72.7,13.0,0.0,70.8,14645,16940,310.33,13.1,85.5,6986,26.6,39208,107900,0,0.2,0.0,2581,18336,14.9,50.9,26.0,6.8,23.4,2.78,-0.8,133.6,9161,-1.3,584,3146,7592,GA,2391,1.6,10.5,2804,83.6,72.1,35.8
12010,11483,136,0.4,0.0,1.1,0.0,9.6,31.7,0.0,17,Pulaski County,2.2,77.5,3.5,0.0,68.0,4034,5136,249.03,5.9,90.9,0,24.0,41550,87300,213,0.1,0.0,671,17781,18.9,56.8,19.7,4.5,15.7,2.54,-4.3,48.2,1895,-0.5,173,844,8619,GA,685,1.1,5.7,932,65.6,62.7,0.0
21218,21192,198,0.4,0.0,0.6,0.0,18.7,27.3,0.0,35,Putnam County,4.7,84.5,6.6,1.1,77.1,8457,12735,344.64,8.0,89.6,3161,28.2,44764,140600,755,0.3,0.0,1733,26321,21.5,51.5,21.3,5.9,14.0,2.49,-0.1,61.6,4444,1.8,396,2041,10073,GA,2259,0.9,5.1,2025,70.4,65.0,0.0
2513,2315,0,0.3,0.0,0.2,0.0,3.2,47.5,0.0,5,Quitman County,0.3,72.3,1.4,0.0,77.3,932,2008,151.24,1.7,84.5,0,22.0,31068,62300,0,0.0,0.0,136,14201,27.7,50.6,17.6,4.5,26.4,2.57,-7.9,16.6,231,-8.7,38,27,1045,GA,213,0.7,1.7,223,51.3,50.4,29.6
16276,16243,410,0.5,0.0,0.9,0.0,26.6,1.6,0.0,47,Rabun County,6.8,85.2,8.4,0.0,73.2,6997,12460,369.99,9.5,92.9,1387,21.9,35423,168300,0,0.1,0.0,1707,22260,25.5,50.6,18.3,4.2,21.5,2.28,-0.2,44.0,3987,0.6,454,2344,14153,GA,2338,1.7,8.0,1503,95.2,87.7,31.2
7719,7313,38,0.1,0.0,0.5,0.0,17.4,60.9,0.0,0,Randolph County,3.0,72.3,2.1,0.0,71.2,3020,4100,428.24,2.9,88.2,0,19.4,30023,70300,416,0.1,0.0,423,18094,20.9,53.4,20.6,5.7,25.4,2.38,-5.3,18.0,1384,-4.4,132,443,6087,GA,481,0.7,3.4,576,37.7,36.3,0.0
200549,201368,3954,0.4,0.3,1.8,2.8,20.5,55.5,38.1,730,Richmond County,3.3,83.7,4.6,2.4,54.5,72281,87076,324.33,5.9,80.7,52562,20.0,37749,100900,9164,0.3,0.0,12458,20526,12.6,51.6,23.7,7.2,25.1,2.66,0.4,618.4,85077,-0.1,4313,25050,12695,GA,14147,2.6,25.6,20693,39.5,36.4,36.1
85215,87754,1965,0.5,0.0,1.9,0.0,26.0,51.0,34.8,133,Rockdale County,10.5,86.2,10.0,2.9,69.0,29317,33286,129.79,11.3,81.4,17787,32.3,52579,149900,5155,0.1,0.0,7816,23461,12.8,52.7,25.6,6.0,14.7,2.89,3.0,656.5,28615,2.8,1927,14500,17720,GA,8647,2.1,19.0,6602,44.4,36.4,29.1
5010,5163,8,0.1,0.0,0.8,0.0,14.2,21.5,0.0,0,Schley County,2.2,73.0,4.4,0.0,64.4,1829,2159,166.91,7.7,88.8,2159,27.6,38425,93000,0,0.0,0.0,296,19037,14.7,52.6,27.7,5.1,22.3,2.73,3.1,30.0,763,-1.5,58,185,4503,GA,0,0.9,7.1,267,76.9,73.0,0.0
14593,14085,82,0.4,0.0,0.5,0.0,13.0,41.7,0.0,10,Screven County,0.4,78.9,1.7,0.0,70.8,5165,6650,645.1,1.8,88.2,1838,28.7,34848,77000,175,0.0,0.0,906,18640,16.8,51.2,22.7,6.6,27.0,2.72,-3.5,22.6,2384,-5.8,213,935,6219,GA,1171,1.3,5.9,946,56.2,55.1,0.0
8729,8686,54,0.2,0.0,0.8,0.0,12.2,33.0,23.7,4,Seminole County,1.4,81.2,2.9,0.0,77.0,3317,4785,235.23,1.6,95.2,0,22.6,30521,71200,487,0.0,0.0,623,17641,21.8,52.0,21.8,5.6,26.0,2.63,-0.5,37.1,1559,7.1,187,764,8485,GA,760,1.3,3.2,644,64.6,62.3,0.0
64073,63988,773,0.4,0.0,0.9,2.5,14.8,33.2,0.0,141,Spalding County,2.7,76.6,4.5,0.0,63.1,22997,26983,196.47,4.9,83.4,22851,27.8,41534,113900,6043,0.1,0.0,4635,19783,16.1,51.7,24.5,6.6,21.5,2.74,-0.1,326.1,16590,-5.0,1117,6615,10492,GA,5329,1.7,15.7,5072,63.7,60.0,36.9
26175,25480,262,0.4,0.0,0.9,0.0,14.2,11.3,0.0,25,Stephens County,2.0,80.4,3.0,0.0,74.7,9227,12506,179.13,2.9,89.9,5357,22.1,37898,106600,0,0.1,0.0,1620,18557,18.3,51.8,22.4,5.8,19.8,2.7,-2.7,146.1,7966,2.4,544,2747,10895,GA,1962,2.2,8.8,1844,85.1,82.7,21.7
6058,5744,26,0.6,0.0,1.0,0.0,10.0,51.5,0.0,0,Stewart County,13.6,63.1,24.5,0.0,63.3,1851,2336,458.73,14.8,80.7,0,29.4,23451,50600,26,0.0,0.0,316,13238,15.3,38.9,15.4,4.4,30.7,2.74,-5.2,13.2,787,9.3,62,238,5203,GA,232,1.7,6.7,330,45.1,27.6,28.9
32819,31232,337,0.6,0.0,1.4,0.0,18.5,52.8,23.6,11,Sumter County,3.4,76.2,5.3,0.0,58.2,11493,13849,482.7,7.2,83.8,4119,19.9,33796,90300,2389,0.2,0.0,1824,17879,14.8,52.6,24.0,6.5,32.3,2.63,-4.8,68.0,8951,-4.7,629,3261,10016,GA,2484,1.0,21.4,1955,44.0,40.0,26.8
6865,6390,0,0.4,0.0,0.2,0.0,12.3,56.6,46.3,10,Talbot County,0.8,76.7,2.1,0.0,75.9,2682,3363,391.39,2.8,92.1,0,31.5,32424,76500,0,0.0,0.0,506,16993,19.1,52.3,18.8,4.5,21.8,2.49,-6.9,17.5,538,-1.5,57,46,710,GA,777,1.5,4.8,541,41.3,40.1,0.0
1717,1693,0,0.2,0.0,0.8,0.0,9.3,56.9,0.0,2,Taliaferro County,1.6,68.3,4.0,0.0,73.2,704,1005,194.61,2.6,85.8,0,27.9,25465,68300,0,0.0,0.0,104,14381,22.4,51.1,18.5,6.5,30.0,2.49,-1.4,8.8,45,-25.0,17,17,925,GA,0,1.6,4.6,104,40.5,37.5,0.0
25520,25224,95,0.6,0.0,0.5,2.2,11.6,29.5,0.0,17,Tattnall County,5.4,75.1,10.5,7.7,71.3,7885,9860,479.4,11.3,82.7,0,24.2,37587,86100,1520,0.1,0.0,1224,15280,12.5,42.3,21.2,5.9,27.4,2.62,-1.2,53.2,3016,-1.4,289,1024,4457,GA,1241,1.1,5.5,1968,68.1,58.8,27.6
8906,8442,15,0.1,0.0,0.8,0.0,10.1,38.2,0.0,11,Taylor County,1.4,76.4,2.3,0.0,69.3,3681,4502,376.69,1.9,84.7,0,28.2,27455,60800,214,0.0,0.0,561,17078,18.2,52.5,21.0,5.1,28.2,2.24,-5.2,23.6,855,-6.7,120,463,5359,GA,765,0.8,4.8,668,60.1,58.4,31.9
16500,16518,111,0.3,0.0,0.8,0.0,10.9,36.6,0.0,0,Telfair County,10.8,73.9,14.7,0.0,64.8,5567,7208,437.3,12.3,95.3,0,20.5,26634,58300,305,0.1,0.0,686,12489,15.3,40.7,17.7,4.2,30.5,2.27,0.1,37.7,3171,-1.2,190,773,5817,GA,1139,1.0,9.7,1021,61.3,49.4,12.6
9315,9132,0,0.6,0.0,0.4,0.0,8.7,60.3,0.0,3,Terrell County,1.2,65.6,2.6,0.0,63.4,3351,4157,335.44,2.4,85.3,0,22.1,32628,78800,0,0.2,0.0,660,16836,17.7,52.5,23.6,6.9,31.6,2.66,-3.9,27.8,1705,-0.5,164,682,6657,GA,550,1.3,8.7,668,37.2,35.6,45.5
44720,44959,498,0.5,1.3,0.9,0.0,18.1,36.8,0.0,71,Thomas County,2.5,81.8,3.4,0.0,56.5,17377,20352,544.6,4.1,87.0,6575,20.1,34035,127000,5752,0.0,0.0,3142,19983,16.8,52.6,24.1,6.5,26.5,2.51,0.5,82.1,14947,-2.9,1051,6275,13852,GA,3741,1.3,13.3,3525,60.5,57.8,29.8
40118,40704,920,0.4,0.0,1.5,0.0,16.0,30.1,11.1,59,Tift County,5.7,77.5,11.3,2.2,61.1,13691,16402,258.92,11.7,87.1,5474,18.9,34591,117300,6122,0.1,0.0,2986,18933,14.0,51.9,25.1,6.6,27.9,2.84,1.5,154.9,15454,-1.1,1017,7215,17119,GA,3604,1.3,16.3,1993,66.6,56.6,28.0
27223,27282,423,0.7,0.0,0.9,10.2,15.2,26.0,10.9,23,Toombs County,5.0,79.2,11.2,4.6,62.4,10310,12089,364.01,10.0,92.6,0,20.4,31189,88100,6650,0.2,0.0,2010,18716,15.2,52.6,27.3,7.7,26.9,2.6,0.2,74.8,9231,-2.1,673,3863,13914,GA,2972,1.5,15.6,1863,70.8,61.1,33.2
10471,11098,310,0.3,0.0,0.7,0.0,22.7,1.2,0.0,103,Towns County,3.1,86.8,2.6,0.0,84.8,4261,7887,166.56,4.1,87.4,0,20.7,36570,164000,61,0.0,0.0,1108,20419,32.2,52.2,13.8,3.7,16.3,2.29,6.0,62.9,2731,-0.9,285,1022,9426,GA,1499,0.8,5.8,1303,96.9,94.7,30.6
6885,6778,17,0.3,0.0,0.3,0.0,12.3,32.3,0.0,0,Treutlen County,0.5,74.4,2.9,0.0,68.0,2515,2982,199.44,1.2,92.8,0,26.0,37894,64300,0,0.0,0.0,425,19410,15.0,49.7,24.5,6.3,25.8,2.52,-1.6,34.5,571,2.0,82,304,4407,GA,421,1.1,4.5,342,66.1,63.7,0.0
67044,69469,887,0.4,0.7,1.8,1.7,18.6,35.4,25.8,133,Troup County,4.2,81.8,3.7,0.0,60.9,24441,28250,413.99,5.9,82.0,24707,20.9,41161,121300,0,0.2,0.0,5252,21443,13.7,51.8,25.3,6.7,23.6,2.7,3.6,161.9,33030,2.0,1410,7988,12600,GA,5768,1.5,17.0,4638,60.7,57.8,31.0
8930,8153,64,0.5,0.0,0.8,0.0,9.8,39.4,0.0,65,Turner County,3.4,72.1,4.5,0.0,64.7,3166,3807,285.39,4.4,91.5,0,24.8,28326,83800,1032,0.2,0.0,576,17609,18.6,50.9,26.3,6.0,22.0,2.61,-8.7,31.3,1392,1.2,153,645,6881,GA,817,0.8,10.7,491,58.3,55.0,0.0
9023,8320,13,0.4,0.0,0.3,0.0,10.8,40.9,0.0,1,Twiggs County,0.5,70.3,1.9,0.0,80.0,3056,4190,358.4,0.8,94.2,0,28.0,31234,54700,0,0.0,0.0,541,17952,19.6,51.1,19.1,5.5,28.7,2.85,-7.8,25.2,1484,110.8,75,303,2969,GA,788,1.4,2.2,559,57.0,55.7,0.0
21356,21984,215,0.5,0.0,0.6,0.0,19.6,0.9,0.0,87,Union County,2.0,84.7,3.1,0.0,78.3,9141,14255,321.93,5.2,89.3,0,25.4,40009,198300,380,0.0,0.0,2055,22156,31.3,51.6,16.8,3.3,17.7,2.3,2.9,66.3,4895,0.8,531,2467,11809,GA,2666,1.3,4.3,2544,96.7,94.0,18.8
27153,26256,228,0.4,0.0,0.7,0.0,11.4,28.0,0.0,22,Upson County,1.8,77.6,2.5,0.0,67.0,10341,12103,323.44,2.6,84.6,5264,22.0,35329,86600,0,0.0,0.0,1667,17978,17.8,52.3,22.4,6.4,20.5,2.55,-3.3,84.0,5903,-0.2,446,2086,7575,GA,1804,1.3,9.8,1945,69.5,67.7,0.0
68756,68218,253,0.3,0.0,0.5,0.0,14.0,4.5,0.0,84,Walker County,1.1,79.1,2.0,0.5,72.6,26191,30098,446.38,2.4,83.8,20605,25.9,39963,104700,0,0.1,0.0,4151,20865,16.6,50.7,22.7,5.5,16.7,2.57,-0.8,154.0,9999,-1.8,707,3442,5332,GA,5297,1.5,8.9,5925,93.0,91.3,21.7
83768,87615,583,0.4,0.0,1.4,0.0,18.4,17.0,0.0,271,Walton County,4.4,83.1,3.9,0.0,75.1,29520,32544,325.68,6.4,86.9,5918,31.3,52369,157100,2604,0.1,0.0,7448,22824,14.2,51.3,25.9,6.2,13.8,2.84,4.6,257.2,15244,1.6,1520,7971,9577,GA,8041,1.5,9.3,5764,79.6,76.5,22.6
