Acceleration,Base Curb Weight,Classification,Driveline,Engine,Engine Type,Height,Horsepower,Hybrid,Length,Make,Model Year,Number Of Forward Gears,Size,Top Speed,Torque,Transmission,Width,city_mpg,fuel,highway_mpg,id,year
0.0,0,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Straight-4,0,140,FALSE,0,Honda,2008 Honda Civic Coupe,5,1.8,0.0,128,5 Speed Manual,0,26,Gasoline,34,2008 Honda Civic EX Coupe,2008
0.0,0,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Straight-4,0,140,FALSE,0,Honda,2008 Honda Civic Coupe,5,1.8,0.0,128,5 Speed Manual,0,26,Gasoline,34,2008 Honda Civic DX Coupe,2008
0.0,0,Manual transmission,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,Straight-4,0,197,FALSE,0,Honda,2008 Honda Civic Coupe,6,2.0,0.0,139,6 Speed Manual,0,21,Gasoline,29,2008 Honda Civic Si Coupe,2008
0.0,0,,Front-wheel drive,Honda 1.3L 4 Cylinder 110chp 123 ft-lbs Hybrid,Straight-4,0,110,TRUE,0,Honda,2008 Honda Civic Hybrid,0,1.3,0.0,123,Continuously Variable Transmission,0,40,Gasoline,45,2008 Honda Civic Hybrid,2008
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder VTEC 160hp 162 torque,Straight-4,0,160,,0,Honda,2003 Honda CR-V SUV 2WD,4,2.4,0.0,162,4 Speed Automatic,0,23,,28,2003 Honda CR-V SUV 2WD Honda 2.4L 4 cylinder VTEC 160hp 162 torque 4 Speed Automatic,2003
0.0,0,Automatic transmission,,Honda 2.4L 4 Cylinder,,0,0,,0,Honda,2002 Honda CR-V SUV 4WD,4,2.4,0.0,0,4 Speed Automatic,0,20,,24,2002 Honda CR-V SUV 4WD Honda 2.4L 4 Cylinder 4 Speed Automatic,2002
0.0,0,Manual transmission,,Honda 2.4L 4 Cylinder,,0,0,,0,Honda,2002 Honda CR-V SUV 4WD,5,2.4,0.0,0,5 Speed Manual,0,19,,23,2002 Honda CR-V SUV 4WD Honda 2.4L 4 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder VTEC 160hp 162 torque,Straight-4,0,160,,0,Honda,2004 Honda CR-V SUV 4WD,4,2.4,0.0,162,4 Speed Automatic,0,19,,24,2004 Honda CR-V SUV 4WD Honda 2.4L 4 cylinder VTEC 160hp 162 torque 4 Speed Automatic,2004
0.0,0,Manual transmission,,Honda 2.4L 4 cylinder VTEC 160hp 162 torque,Straight-4,0,160,,0,Honda,2004 Honda CR-V SUV 4WD,5,2.4,0.0,162,5 Speed Manual,0,19,,23,2004 Honda CR-V SUV 4WD Honda 2.4L 4 cylinder VTEC 160hp 162 torque 5 Speed Manual,2004
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder VTEC 156hp 160 torque,,0,156,,0,Honda,2006 Honda CR-V,5,2.4,0.0,160,5 Speed Automatic,0,23,,29,2006 Honda CR-V SUV 2WD Honda 2.4L 4 cylinder VTEC 156hp 160 torque 5 Speed Automatic,2006
0.0,0,,,Honda  1.4L 4 cylinder VTEC 85hp 87 torque,Straight-4,0,85,,0,Honda,2003 Honda Civic Hybrid,0,1.4,0.0,87,Continuously Variable Transmission,0,46,,51,2003 Honda Civic Hybrid Honda  1.4L 4 cylinder VTEC 85hp 87 torque Continuously Variable Transmission,2003
0.0,0,Manual transmission,,Honda  1.4L 4 cylinder VTEC 85hp 87 torque,Straight-4,0,85,,0,Honda,2003 Honda Civic Hybrid,5,1.4,0.0,87,5 Speed Manual,0,47,,48,2003 Honda Civic Hybrid Honda  1.4L 4 cylinder VTEC 85hp 87 torque 5 Speed Manual,2003
0.0,0,Manual transmission,,Honda  1.7L 4 cylinder VTEC 127hp 114torque,Straight-4,0,127,,0,Honda,2003 Honda Civic Coupe,5,1.7,0.0,114,5 Speed Manual,0,32,,38,2003 Honda Civic Coupe Honda  1.7L 4 cylinder VTEC 127hp 114torque 5 Speed Manual,2003
0.0,0,Automatic transmission,,Honda  1.7L 4 cylinder VTEC 127hp 114torque,Straight-4,0,127,,0,Honda,2003 Honda Civic Coupe,4,1.7,0.0,114,4 Speed Automatic,0,30,,38,2003 Honda Civic Coupe Honda  1.7L 4 cylinder VTEC 127hp 114torque 4 Speed Automatic,2003
0.0,0,Manual transmission,,Honda 1.7L 4 cylinder 115hp 110torque,Straight-4,0,115,,0,Honda,2003 Honda Civic Coupe,5,1.7,0.0,110,5 Speed Manual,0,32,,38,2003 Honda Civic Coupe Honda 1.7L 4 cylinder 115hp 110torque 5 Speed Manual,2003
0.0,0,Automatic transmission,,Honda 1.7L 4 cylinder 115hp 110torque,Straight-4,0,115,,0,Honda,2003 Honda Civic Coupe,4,1.7,0.0,110,4 Speed Automatic,0,29,,38,2003 Honda Civic Coupe Honda 1.7L 4 cylinder 115hp 110torque 4 Speed Automatic,2003
0.0,0,Manual transmission,,Honda 1.7L 4 cylinder 117 hp 111torque VTEC,Straight-4,0,117,,0,Honda,2003 Honda Civic Coupe,5,1.7,0.0,111,5 Speed Manual,0,36,,44,2003 Honda Civic Coupe Honda 1.7L 4 cylinder 117 hp 111torque VTEC 5 Speed Manual,2003
0.0,0,,,Honda 1.7L 4 cylinder 117 hp 111torque VTEC,Straight-4,0,117,,0,Honda,2003 Honda Civic Coupe,0,1.7,0.0,111,Continuously Variable Transmission,0,35,,40,2003 Honda Civic Coupe Honda 1.7L 4 cylinder 117 hp 111torque VTEC Continuously Variable Transmission,2003
0.0,0,Manual transmission,,Honda 2.0L 4 cylinder 160hp 132torque,Straight-4,0,160,,0,Honda,2003 Honda Civic Coupe,5,2.0,0.0,132,5 Speed Manual,0,26,,30,2003 Honda Civic Coupe Honda 2.0L 4 cylinder 160hp 132torque 5 Speed Manual,2003
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder 160hp 161 torque VTEC,Straight-4,0,160,,0,Honda,2005 Honda Element SUV 4WD,4,2.4,0.0,161,4 Speed Automatic,0,21,,24,2005 Honda Element SUV 4WD Honda 2.4L 4 cylinder 160hp 161 torque VTEC 4 Speed Automatic,2005
0.0,0,Manual transmission,,Honda 2.4L 4 cylinder 160hp 161 torque VTEC,Straight-4,0,160,,0,Honda,2005 Honda Element SUV 4WD,5,2.4,0.0,161,5 Speed Manual,0,21,,24,2005 Honda Element SUV 4WD Honda 2.4L 4 cylinder 160hp 161 torque VTEC 5 Speed Manual,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Hybrid,0,0.0,0.0,153,Continuously Variable Transmission,0,48,,47,2004 Honda Civic Hybrid Straight-4 Continuously Variable Transmission,2004
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Hybrid,5,0.0,0.0,153,5 Speed Manual,0,46,,51,2004 Honda Civic Hybrid Straight-4 5 Speed Manual,2004
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Coupe Si,5,0.0,0.0,153,5 Speed Manual,0,26,,31,2004 Honda Civic Coupe Si Straight-4 5 Speed Manual,2004
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Coupe,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2004 Honda Civic Coupe Straight-4 5 Speed Manual,2004
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Coupe,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2004 Honda Civic Coupe Straight-4 4 Speed Automatic,2004
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2004 Honda Civic Coupe,5,0.0,0.0,153,5 Speed Manual,0,26,,31,2004 Honda Civic Coupe Straight-4 5 Speed Manual,2004
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe HX,5,0.0,0.0,153,5 Speed Manual,0,36,,44,2005 Honda Civic Coupe HX Straight-4 5 Speed Manual,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe HX,0,0.0,0.0,153,Continuously Variable Transmission,0,35,,40,2005 Honda Civic Coupe HX Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Coupe LX Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Coupe LX Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe VP,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Coupe VP Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe VP,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Coupe VP Straight-4 4 Speed Automatic,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic GX,0,0.0,0.0,153,Continuously Variable Transmission,0,30,,34,2005 Honda Civic GX Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan DX,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Sedan DX Straight-4 5 Speed Manual,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2005 Honda Civic Sedan EX Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2005 Honda Civic Sedan EX Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Sedan LX Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Sedan LX Straight-4 4 Speed Automatic,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan VP,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Sedan VP Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan DX SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Sedan DX SSRS Straight-4 5 Speed Manual,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Sedan LX SSRS Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX SSRS,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Sedan LX SSRS Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX SE,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2005 Honda Civic Sedan EX SE Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX SE,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2005 Honda Civic Sedan EX SE Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2005 Honda Civic Sedan EX SSRS Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan EX SSRS,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2005 Honda Civic Sedan EX SSRS Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe Si,5,0.0,0.0,153,5 Speed Manual,0,26,,31,2005 Honda Civic Coupe Si Straight-4 5 Speed Manual,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe Si SSRS,5,0.0,0.0,153,5 Speed Manual,0,26,,31,2005 Honda Civic Coupe Si SSRS Straight-4 5 Speed Manual,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe EX SE,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2005 Honda Civic Coupe EX SE Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe EX SE,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2005 Honda Civic Coupe EX SE Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe EX SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,37,2005 Honda Civic Coupe EX SSRS Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe EX SSRS,4,0.0,0.0,153,4 Speed Automatic,0,31,,38,2005 Honda Civic Coupe EX SSRS Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe HX SSRS,5,0.0,0.0,153,5 Speed Manual,0,36,,44,2005 Honda Civic Coupe HX SSRS Straight-4 5 Speed Manual,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe HX SSRS,0,0.0,0.0,153,Continuously Variable Transmission,0,35,,40,2005 Honda Civic Coupe HX SSRS Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX SE,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Coupe LX SE Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX SE,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Coupe LX SE Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Coupe LX SSRS Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe LX SSRS,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Coupe LX SSRS Straight-4 4 Speed Automatic,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe VP SSRS,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Coupe VP SSRS Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Coupe VP SSRS,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Coupe VP SSRS Straight-4 4 Speed Automatic,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic GX SSRS,0,0.0,0.0,153,Continuously Variable Transmission,0,30,,34,2005 Honda Civic GX SSRS Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX SE,5,0.0,0.0,153,5 Speed Manual,0,32,,38,2005 Honda Civic Sedan LX SE Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan LX SE,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Sedan LX SE Straight-4 4 Speed Automatic,2005
0.0,0,Automatic transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Sedan VP SSRS,4,0.0,0.0,153,4 Speed Automatic,0,29,,38,2005 Honda Civic Sedan VP SSRS Straight-4 4 Speed Automatic,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Hybrid (PZEV),0,0.0,0.0,153,Continuously Variable Transmission,0,47,,48,2005 Honda Civic Hybrid (PZEV) Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Hybrid (PZEV),5,0.0,0.0,153,5 Speed Manual,0,45,,51,2005 Honda Civic Hybrid (PZEV) Straight-4 5 Speed Manual,2005
0.0,0,,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Hybrid (ULEV),0,0.0,0.0,153,Continuously Variable Transmission,0,46,,51,2005 Honda Civic Hybrid (ULEV) Straight-4 Continuously Variable Transmission,2005
0.0,0,Manual transmission,,Straight-4,,0,240,,0,Honda,2005 Honda Civic Hybrid (ULEV),5,0.0,0.0,153,5 Speed Manual,0,48,,47,2005 Honda Civic Hybrid (ULEV) Straight-4 5 Speed Manual,2005
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder VTEC 160hp 162 torque,Straight-4,0,160,,0,Honda,2005 Honda CR-V SUV 2WD,5,2.4,0.0,162,5 Speed Automatic,0,23,,29,2005 Honda CR-V SUV 2WD Honda 2.4L 4 cylinder VTEC 160hp 162 torque 5 Speed Automatic,2005
0.0,0,Manual transmission,,Honda 2.3L 4 cylinder 150hp 152 torque,Straight-4,0,150,,0,Honda,2000 Honda Accord Coupe,5,2.3,0.0,152,5 Speed Manual,0,25,,31,2000 Honda Accord Coupe Honda 2.3L 4 cylinder 150hp 152 torque 5 Speed Manual,2000
0.0,0,Automatic transmission,,Honda 3.0L 6 Cylinder 200hp 195 torque,V6 engine,0,200,,0,Honda,2000 Honda Accord Coupe,4,3.0,0.0,195,4 Speed Automatic,0,20,,28,2000 Honda Accord Coupe Honda 3.0L 6 Cylinder 200hp 195 torque 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Honda 2.3L 4 cylinder 150hp 152 torque,Straight-4,0,150,,0,Honda,2000 Honda Accord Coupe,4,2.3,0.0,152,4 Speed Automatic,0,23,,30,2000 Honda Accord Coupe Honda 2.3L 4 cylinder 150hp 152 torque 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Honda 1.6L 4 cylinder 106hp 103 torque,Straight-4,0,106,,0,Honda,2000 Honda Civic Hatchback,4,1.6,0.0,103,4 Speed Automatic,0,28,,35,2000 Honda Civic Hatchback Honda 1.6L 4 cylinder 106hp 103 torque 4 Speed Automatic,2000
0.0,0,Manual transmission,,Honda 1.6L 4 cylinder 106hp 103 torque,Straight-4,0,106,,0,Honda,2000 Honda Civic Hatchback,5,1.6,0.0,103,5 Speed Manual,0,32,,37,2000 Honda Civic Hatchback Honda 1.6L 4 cylinder 106hp 103 torque 5 Speed Manual,2000
0.0,0,Automatic transmission,,Honda 1.6L 4 cylinder 106hp 103 torque,Straight-4,0,106,,0,Honda,2000 Honda Civic Coupe,4,1.6,0.0,103,4 Speed Automatic,0,28,,35,2000 Honda Civic Coupe Honda 1.6L 4 cylinder 106hp 103 torque 4 Speed Automatic,2000
0.0,0,Manual transmission,,Honda 1.6L 4 cylinder 106hp 103 torque,Straight-4,0,106,,0,Honda,2000 Honda Civic Coupe,5,1.6,0.0,103,5 Speed Manual,0,28,,35,2000 Honda Civic Coupe Honda 1.6L 4 cylinder 106hp 103 torque 5 Speed Manual,2000
0.0,0,Automatic transmission,,Honda 1.6L 4 cylinder VTEC 127hp 107 torque,Straight-4,0,127,,0,Honda,2000 Honda Civic Coupe,4,1.6,0.0,107,4 Speed Automatic,0,28,,35,2000 Honda Civic Coupe Honda 1.6L 4 cylinder VTEC 127hp 107 torque 4 Speed Automatic,2000
0.0,0,Manual transmission,,Honda 1.6L 4 cylinder VTEC 127hp 107 torque,Straight-4,0,127,,0,Honda,2000 Honda Civic Coupe,5,1.6,0.0,107,5 Speed Manual,0,30,,35,2000 Honda Civic Coupe Honda 1.6L 4 cylinder VTEC 127hp 107 torque 5 Speed Manual,2000
0.0,0,Manual transmission,,Honda 1.6L 4 cylinder VTEC 115hp 104 torque,Straight-4,0,115,,0,Honda,2000 Honda Civic Coupe,5,1.6,0.0,104,5 Speed Manual,0,35,,43,2000 Honda Civic Coupe Honda 1.6L 4 cylinder VTEC 115hp 104 torque 5 Speed Manual,2000
0.0,0,,,Honda 1.6L 4 cylinder VTEC 115hp 104 torque,Straight-4,0,115,,0,Honda,2000 Honda Civic Coupe,0,1.6,0.0,104,Continuously Variable Transmission,0,34,,38,2000 Honda Civic Coupe Honda 1.6L 4 cylinder VTEC 115hp 104 torque Continuously Variable Transmission,2000
0.0,0,Manual transmission,,Honda 1.6L 4 cylinder VTEC 160hp 111 torque,Straight-4,0,160,,0,Honda,2000 Honda Civic Coupe,5,1.6,0.0,111,5 Speed Manual,0,26,,31,2000 Honda Civic Coupe Honda 1.6L 4 cylinder VTEC 160hp 111 torque 5 Speed Manual,2000
0.0,0,Manual transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Sedan EX,5,0.0,0.0,0,5 Speed Manual,0,32,,37,2002 Honda Civic Sedan EX Alluminum-Alloy In-Line 4 5 Speed Manual,2002
0.0,0,Automatic transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Sedan EX,4,0.0,0.0,0,4 Speed Automatic,0,31,,38,2002 Honda Civic Sedan EX Alluminum-Alloy In-Line 4 4 Speed Automatic,2002
0.0,0,Manual transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Sedan LX,5,0.0,0.0,0,5 Speed Manual,0,32,,39,2002 Honda Civic Sedan LX Alluminum-Alloy In-Line 4 5 Speed Manual,2002
0.0,0,Automatic transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Sedan LX,4,0.0,0.0,0,4 Speed Automatic,0,30,,38,2002 Honda Civic Sedan LX Alluminum-Alloy In-Line 4 4 Speed Automatic,2002
0.0,0,Manual transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe DX,5,0.0,0.0,0,5 Speed Manual,0,33,,39,2002 Honda Civic Coupe DX Alluminum-Alloy In-Line 4 5 Speed Manual,2002
0.0,0,Automatic transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe DX,4,0.0,0.0,0,4 Speed Automatic,0,30,,38,2002 Honda Civic Coupe DX Alluminum-Alloy In-Line 4 4 Speed Automatic,2002
0.0,0,Manual transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe EX,5,0.0,0.0,0,5 Speed Manual,0,32,,37,2002 Honda Civic Coupe EX Alluminum-Alloy In-Line 4 5 Speed Manual,2002
0.0,0,Automatic transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe EX,4,0.0,0.0,0,4 Speed Automatic,0,31,,38,2002 Honda Civic Coupe EX Alluminum-Alloy In-Line 4 4 Speed Automatic,2002
0.0,0,Manual transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe LX,5,0.0,0.0,0,5 Speed Manual,0,33,,39,2002 Honda Civic Coupe LX Alluminum-Alloy In-Line 4 5 Speed Manual,2002
0.0,0,Automatic transmission,,Alluminum-Alloy In-Line 4,,0,0,,0,Honda,2002 Honda Civic Coupe LX,4,0.0,0.0,0,4 Speed Automatic,0,30,,38,2002 Honda Civic Coupe LX Alluminum-Alloy In-Line 4 4 Speed Automatic,2002
0.0,0,Manual transmission,,Honda 2.0L 4 cylinder 146hp 133torque,Straight-4,0,146,,0,Honda,2001 Honda CR-V SUV 4WD,5,3.0,0.0,133,5 Speed Manual,0,22,,25,2001 Honda CR-V SUV 4WD Honda 2.0L 4 cylinder 146hp 133torque 5 Speed Manual,2001
0.0,0,Automatic transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,2001 Honda Passport SUV 2WD,4,3.2,0.0,214,4 Speed Automatic,0,17,,21,2001 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 4 Speed Automatic,2001
0.0,0,Manual transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,2001 Honda Passport SUV 2WD,5,3.2,0.0,214,5 Speed Manual,0,17,,20,2001 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Escort Sedan,4,2.0,0.0,0,4 Speed Automatic,0,23,,32,2001 Ford Escort Sedan Ford 2L 4 Cylinder 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Focus Sedan,5,2.0,0.0,0,5 Speed Manual,0,25,,32,2001 Ford Focus Sedan Ford 2L 4 Cylinder 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Focus Sedan,4,2.0,0.0,0,4 Speed Automatic,0,22,,30,2001 Ford Focus Sedan Ford 2L 4 Cylinder 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 2L 4 Cylinder 4-Valve,4 Cylinder,0,0,,0,Ford,2001 Ford Focus Sedan,5,2.0,0.0,0,5 Speed Manual,0,22,,30,2001 Ford Focus Sedan Ford 2L 4 Cylinder 4-Valve 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder 4-Valve,4 Cylinder,0,0,,0,Ford,2001 Ford Focus Sedan,4,2.0,0.0,0,4 Speed Automatic,0,22,,29,2001 Ford Focus Sedan Ford 2L 4 Cylinder 4-Valve 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder CVH,,0,0,,0,Ford,2000 Ford Focus Station Wagon,4,0.0,0.0,0,4 Speed Automatic,0,23,,30,2000 Ford Focus Station Wagon Ford 2L 4 Cylinder CVH 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder 2.0Z,,0,0,,0,Ford,2000 Ford Focus Station Wagon,4,2.0,0.0,0,4 Speed Automatic,0,22,,29,2000 Ford Focus Station Wagon Ford 2L 4 Cylinder 2.0Z 4 Speed Automatic,2000
0.0,0,Manual transmission,,Ford 2L 4 Cylinder 4-Valve,4 Cylinder,0,0,,0,Ford,2002 Ford Focus Station Wagon,5,2.0,0.0,0,5 Speed Manual,0,21,,25,2002 Ford Focus Station Wagon Ford 2L 4 Cylinder 4-Valve 5 Speed Manual,2002
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2002 Ford Focus Station Wagon,5,2.0,0.0,0,5 Speed Manual,0,28,,36,2002 Ford Focus Station Wagon Ford 2L 4 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2002 Ford Focus Station Wagon,4,2.0,0.0,0,4 Speed Automatic,0,26,,32,2002 Ford Focus Station Wagon Ford 2L 4 Cylinder 4 Speed Automatic,2002
