Acceleration,Base Curb Weight,Classification,Driveline,Engine,Engine Type,Height,Horsepower,Hybrid,Length,Make,Model Year,Number Of Forward Gears,Size,Top Speed,Torque,Transmission,Width,city_mpg,fuel,highway_mpg,id,year
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2004 Ford Explorer SUV 2WD FFV,5,4.0,0.0,0,5 Speed Automatic,0,14,,20,2004 Ford Explorer SUV 2WD FFV Ford 4L 6 Cylinder 5 Speed Automatic,2004
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2004 Ford Explorer SUV 4WD,5,4.6,0.0,275,5 Speed Automatic,0,13,,18,2004 Ford Explorer SUV 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Automatic,2004
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2004 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,19,2004 Ford Explorer SUV 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2004
0.0,0,Automatic transmission,,Honda 3.0L 6 Cylinder 200hp 195 torque,V6 engine,0,200,,0,Honda,1999 Honda Accord Coupe,4,3.0,0.0,195,4 Speed Automatic,0,20,,28,1999 Honda Accord Coupe Honda 3.0L 6 Cylinder 200hp 195 torque 4 Speed Automatic,1999
0.0,0,Manual transmission,,Honda 2.3L 4 cylinder 150hp 152 torque,Straight-4,0,150,,0,Honda,1999 Honda Accord Coupe,5,2.3,0.0,152,5 Speed Manual,0,25,,31,1999 Honda Accord Coupe Honda 2.3L 4 cylinder 150hp 152 torque 5 Speed Manual,1999
0.0,0,Automatic transmission,,Honda 2.3L 4 cylinder 150hp 152 torque,Straight-4,0,150,,0,Honda,1999 Honda Accord Coupe,4,2.3,0.0,152,4 Speed Automatic,0,23,,30,1999 Honda Accord Coupe Honda 2.3L 4 cylinder 150hp 152 torque 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Ford,1999 Ford Windstar FWD Wagon,4,0.0,0.0,0,4 Speed Automatic,0,15,,21,1999 Ford Windstar FWD Wagon Ford 3L 6 Cylinder 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 3.8L 6 Cylinder,,0,0,,0,Ford,1999 Ford Windstar FWD Wagon,4,3.8,0.0,0,4 Speed Automatic,0,15,,21,1999 Ford Windstar FWD Wagon Ford 3.8L 6 Cylinder 4 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,1999 Ford F150 Pickup 4WD,5,4.2,0.0,0,5 Speed Manual,0,13,,17,1999 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,1999 Ford F150 Pickup 4WD,4,5.4,0.0,0,4 Speed Automatic,0,11,,15,1999 Ford F150 Pickup 4WD Ford 5.4L 8 cylinder 4 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,1999 Ford F150 Pickup 4WD,5,4.6,0.0,275,5 Speed Manual,0,12,,16,1999 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,1999 Ford F150 Pickup 4WD,4,4.6,0.0,275,4 Speed Automatic,0,12,,16,1999 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,1999 Ford F150 Pickup 4WD,4,4.2,0.0,0,4 Speed Automatic,0,13,,16,1999 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 4 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 3L 6 Cylinder FFV Gas,,0,0,,0,Ford,1999 Ford Ranger Pickup 4WD,5,3.0,0.0,0,5 Speed Manual,0,16,,20,1999 Ford Ranger Pickup 4WD Ford 3L 6 Cylinder FFV Gas 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder FFV Gas,,0,0,,0,Ford,1999 Ford Ranger Pickup 4WD,4,3.0,0.0,0,4 Speed Automatic,0,14,,18,1999 Ford Ranger Pickup 4WD Ford 3L 6 Cylinder FFV Gas 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,1999 Ford Ranger Pickup 4WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,18,1999 Ford Ranger Pickup 4WD Ford 4L 6 Cylinder 5 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,1999 Ford Ranger Pickup 4WD,5,4.0,0.0,0,5 Speed Manual,0,15,,19,1999 Ford Ranger Pickup 4WD Ford 4L 6 Cylinder 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,1999 Ford Expedition SUV 2WD,4,4.6,0.0,275,4 Speed Automatic,0,12,,17,1999 Ford Expedition SUV 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,1999 Ford Expedition SUV 2WD,4,5.4,0.0,0,4 Speed Automatic,0,11,,16,1999 Ford Expedition SUV 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder SOHC,,0,0,,0,Ford,1999 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,18,1999 Ford Explorer SUV 4WD Ford 4L 6 Cylinder SOHC 5 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,1999 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Manual,0,14,,19,1999 Ford Explorer SUV 4WD Ford 4L 6 Cylinder 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 5L 8 Cylinder,,0,0,,0,Ford,1999 Ford Explorer SUV 4WD,4,5.0,0.0,0,4 Speed Automatic,0,13,,17,1999 Ford Explorer SUV 4WD Ford 5L 8 Cylinder 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,1999 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,18,1999 Ford Explorer SUV 4WD Ford 4L 6 Cylinder 5 Speed Automatic,1999
0.0,0,Automatic transmission,,Honda 2.0L 4 cylinder 146hp 133torque,Straight-4,0,146,,0,Honda,1999 Honda CR-V SUV 2WD,4,3.0,0.0,133,4 Speed Automatic,0,23,,25,1999 Honda CR-V SUV 2WD Honda 2.0L 4 cylinder 146hp 133torque 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Honda 2.0L 4 cylinder 146hp 133torque,Straight-4,0,146,,0,Honda,2000 Honda CR-V SUV 4WD,4,3.0,0.0,133,4 Speed Automatic,0,22,,25,2000 Honda CR-V SUV 4WD Honda 2.0L 4 cylinder 146hp 133torque 4 Speed Automatic,2000
0.0,0,Manual transmission,,Honda 2.0L 4 cylinder 146hp 133torque,Straight-4,0,146,,0,Honda,2000 Honda CR-V SUV 4WD,5,3.0,0.0,133,5 Speed Manual,0,22,,25,2000 Honda CR-V SUV 4WD Honda 2.0L 4 cylinder 146hp 133torque 5 Speed Manual,2000
0.0,0,Automatic transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,2000 Honda Passport SUV 2WD,4,3.2,0.0,214,4 Speed Automatic,0,16,,21,2000 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 4 Speed Automatic,2000
0.0,0,Manual transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,2000 Honda Passport SUV 2WD,5,3.2,0.0,214,5 Speed Manual,0,16,,20,2000 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 5 Speed Manual,2000
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1986 Ford Mustang Hatchback,5,4.9,0.0,0,5 Speed Manual,0,15,,23,1986 Ford Mustang Hatchback Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1986 Ford Mustang Hatchback,4,4.9,0.0,0,4 Speed Automatic,0,15,,24,1986 Ford Mustang Hatchback Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 3.8L 6 Cylinder,,0,0,,0,Ford,1986 Ford Mustang Hatchback,3,3.8,0.0,0,3 Speed Automatic,0,17,,21,1986 Ford Mustang Hatchback Ford 3.8L 6 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1986 Ford Mustang Hatchback,3,2.3,0.0,0,3 Speed Automatic,0,18,,23,1986 Ford Mustang Hatchback Ford 2.3 L 4 Cylinder 3 Speed Automatic,1986
0.0,0,Manual transmission,,"Ford 2.3 L 4 Cylinder FFS, TRBO",,0,0,,0,Ford,1986 Ford Mustang Hatchback,5,2.3,0.0,0,5 Speed Manual,0,18,,24,"1986 Ford Mustang Hatchback Ford 2.3 L 4 Cylinder FFS, TRBO 5 Speed Manual",1986
0.0,0,Manual transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1986 Ford Mustang Hatchback,4,2.3,0.0,0,4 Speed Manual,0,21,,26,1986 Ford Mustang Hatchback Ford 2.3 L 4 Cylinder 4 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 3.8L 6 Cylinder,,0,0,,0,Ford,1985 Ford LTD Station Wagon,3,3.8,0.0,0,3 Speed Automatic,0,17,,20,1985 Ford LTD Station Wagon Ford 3.8L 6 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 3.8 L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford LTD Station Wagon,3,3.8,0.0,0,3 Speed Automatic,0,16,,20,1985 Ford LTD Station Wagon Ford 3.8 L 6 Cylinder CA 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 3.8L 6 Cylinder,,0,0,,0,Ford,1986 Ford LTD Sedan,3,3.8,0.0,0,3 Speed Automatic,0,17,,21,1986 Ford LTD Sedan Ford 3.8L 6 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1986 Ford LTD Sedan,3,2.3,0.0,0,3 Speed Automatic,0,18,,23,1986 Ford LTD Sedan Ford 2.3 L 4 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1985 Ford LTD Crown Victoria Station Wagon,4,4.9,0.0,0,4 Speed Automatic,0,14,,22,1985 Ford LTD Crown Victoria Station Wagon Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1986 Ford LTD Crown Victoria Station Wagon,4,4.9,0.0,0,4 Speed Automatic,0,16,,24,1986 Ford LTD Crown Victoria Station Wagon Ford 4.9L 8 Cylinder 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,4,1.9,0.0,0,4 Speed Manual,0,24,,33,1985 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder CA 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,4,1.9,0.0,0,4 Speed Manual,0,28,,39,1985 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford 2L 4 Cylinder CA Diesel,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,2.0,0.0,0,5 Speed Manual,0,31,,39,1985 Ford Escort Station Wagon Ford 2L 4 Cylinder CA Diesel 5 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,1.9,0.0,0,5 Speed Manual,0,23,,34,1985 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder CA 5 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.6 L 4 Cylinder CA,,0,0,,0,Ford,1985 Ford Escort Station Wagon,4,1.6,0.0,0,4 Speed Manual,0,23,,32,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder CA 4 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,3,1.9,0.0,0,3 Speed Automatic,0,23,,29,1985 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 3 Speed Automatic,1985
0.0,0,Manual transmission,,Ford 1.6 L 4 Cylinder CA,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,1.6,0.0,0,5 Speed Manual,0,23,,31,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder CA 5 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.6 L 4 Cylinder FFS,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,1.6,0.0,0,5 Speed Manual,0,22,,30,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder FFS 5 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.6 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,1.6,0.0,0,5 Speed Manual,0,22,,32,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder 5 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 1.6 L 4 Cylinder FFS,,0,0,,0,Ford,1985 Ford Escort Station Wagon,3,1.6,0.0,0,3 Speed Automatic,0,21,,26,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder FFS 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 1.6 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,3,1.6,0.0,0,3 Speed Automatic,0,22,,28,1985 Ford Escort Station Wagon Ford 1.6 L 4 Cylinder 3 Speed Automatic,1985
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1985 Ford Escort Station Wagon,5,1.9,0.0,0,5 Speed Manual,0,23,,33,1985 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 5 Speed Manual,1985
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1986 Ford Escort Station Wagon,5,1.9,0.0,0,5 Speed Manual,0,23,,31,1986 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 5 Speed Manual,1986
0.0,0,Manual transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1986 Ford Escort Station Wagon,4,1.9,0.0,0,4 Speed Manual,0,26,,35,1986 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 4 Speed Manual,1986
0.0,0,Manual transmission,,Ford 2L  4 Cylinder Diesel,,0,0,,0,Ford,1986 Ford Escort Station Wagon,5,2.0,0.0,0,5 Speed Manual,0,31,,39,1986 Ford Escort Station Wagon Ford 2L  4 Cylinder Diesel 5 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 1.9 L 4 Cylinder,,0,0,,0,Ford,1986 Ford Escort Station Wagon,3,1.9,0.0,0,3 Speed Automatic,0,21,,26,1986 Ford Escort Station Wagon Ford 1.9 L 4 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,18,1985 Ford E150 Van 2WD Ford  4.9L 6 Cylinder CA 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,19,1985 Ford E150 Van 2WD Ford 4.9L 6 Cylinder 4 Speed Automatic,1985
0.0,0,Manual transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,4.9,0.0,0,3 Speed Manual,0,15,,17,1985 Ford E150 Van 2WD Ford  4.9L 6 Cylinder CA 3 Speed Manual,1985
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,4.9,0.0,0,3 Speed Manual,0,15,,17,1985 Ford E150 Van 2WD Ford 4.9L 6 Cylinder 3 Speed Manual,1985
0.0,0,Manual transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Manual,0,15,,20,1985 Ford E150 Van 2WD Ford  4.9L 6 Cylinder CA 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Manual,0,16,,20,1985 Ford E150 Van 2WD Ford 4.9L 6 Cylinder 4 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,15,1985 Ford E150 Van 2WD Ford 4.9L 6 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,11,,15,1985 Ford E150 Van 2WD Ford 4.9L 8 Cylinder 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,15,1985 Ford E150 Van 2WD Ford  4.9L 6 Cylinder CA 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,12,1985 Ford E150 Van 2WD Ford 5.8L 8 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,11,,14,1985 Ford E150 Van 2WD Ford 4.9L 8 Cylinder CA 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder CA,,0,0,,0,Ford,1985 Ford E150 Van 2WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,10,1985 Ford E150 Van 2WD Ford 5.8L 8 Cylinder CA 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1986 Ford E150 Van,3,5.8,0.0,0,3 Speed Automatic,0,11,,12,1986 Ford E150 Van Ford 5.8L 8 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1986 Ford E150 Van,3,4.9,0.0,0,3 Speed Automatic,0,12,,15,1986 Ford E150 Van Ford 4.9L 6 Cylinder 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1986 Ford E150 Van,4,4.9,0.0,0,4 Speed Automatic,0,12,,16,1986 Ford E150 Van Ford 4.9L 8 Cylinder 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1986 Ford E150 Van,4,4.9,0.0,0,4 Speed Manual,0,13,,17,1986 Ford E150 Van Ford 4.9L 6 Cylinder 4 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1986 Ford E150 Van,4,4.9,0.0,0,4 Speed Automatic,0,13,,17,1986 Ford E150 Van Ford 4.9L 6 Cylinder 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,14,,18,1985 Ford F150 Pickup 2WD Ford 4.9L 8 Cylinder 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,4.9,0.0,0,3 Speed Manual,0,15,,17,1985 Ford F150 Pickup 2WD Ford  4.9L 6 Cylinder CA 3 Speed Manual,1985
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,4.9,0.0,0,3 Speed Manual,0,15,,17,1985 Ford F150 Pickup 2WD Ford 4.9L 6 Cylinder 3 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,15,,20,1985 Ford F150 Pickup 2WD Ford 4.9L 6 Cylinder 4 Speed Automatic,1985
0.0,0,Manual transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,15,,20,1985 Ford F150 Pickup 2WD Ford  4.9L 6 Cylinder CA 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,17,,22,1985 Ford F150 Pickup 2WD Ford 4.9L 6 Cylinder 4 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,15,1985 Ford F150 Pickup 2WD Ford 4.9L 6 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,18,1985 Ford F150 Pickup 2WD Ford  4.9L 6 Cylinder CA 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,15,1985 Ford F150 Pickup 2WD Ford 4.9L 8 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,13,,17,1985 Ford F150 Pickup 2WD Ford 4.9L 8 Cylinder 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder CA,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,5.8,0.0,0,3 Speed Automatic,0,11,,11,1985 Ford F150 Pickup 2WD Ford 5.8L 8 Cylinder CA 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1985 Ford F150 Pickup 2WD,3,5.8,0.0,0,3 Speed Automatic,0,11,,13,1985 Ford F150 Pickup 2WD Ford 5.8L 8 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1986 Ford F150 Pickup 4WD,3,5.8,0.0,0,3 Speed Automatic,0,11,,12,1986 Ford F150 Pickup 4WD Ford 5.8L 8 Cylinder FFS 3 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1986 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,14,1986 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1986 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,14,,17,1986 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1986
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1986 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,15,,19,1986 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1986 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1986 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford  4.9L 6 Cylinder CA,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,3,4.9,0.0,0,3 Speed Manual,0,15,,17,1985 Ford F250 Pickup 2WD Ford  4.9L 6 Cylinder CA 3 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder CNG,,0,0,,0,Ford,2004 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,13,2004 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 Cylinder CNG 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2004 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,11,,14,2004 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,1985
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1985 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder 4 Speed Manual,1985
0.0,0,Manual transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,3,5.8,0.0,0,3 Speed Manual,0,11,,12,1985 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder 3 Speed Manual,1985
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,15,1985 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder 3 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,13,,17,1985 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder 4 Speed Automatic,1985
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder CA,,0,0,,0,Ford,1985 Ford F250 Pickup 2WD,3,5.8,0.0,0,3 Speed Automatic,0,11,,11,1985 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder CA 3 Speed Automatic,1985
