acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
2008,"London, United Kingdom",1928,1960,1966,Purchased with funds provided by the Knapping Fund 2009,,0,54.0,Male,4407.0,Acrylic paint on canvas,"Cohen, Harold",artist,http://www.tate.org.uk/art/images/work/T/T12/T12806_8.jpg,Vigil Completed,http://www.tate.org.uk/art/artworks/cohen-vigil-completed-t12806,2580.0
2012,"Racine, United States",1944,1970,1974,Purchased with funds provided by the Photography Acquisitions Committee 2012,,0,0.0,Female,240.0,"Photograph, gelatin silver print on paper","Cohen, Lynne",artist,,Alpine Club before a Party,http://www.tate.org.uk/art/artworks/cohen-alpine-club-before-a-party-p80097,192.0
2002,"London, United Kingdom",1926,1950,1957,Presented by the artist 2002,"Colchester, United Kingdom",2004,0.0,Male,600.0,"Chalk, graphite and gouache on paper","Coker, Peter",artist,http://www.tate.org.uk/art/images/work/T/T07/T07914_8.jpg,Study for The Gorse Bush,http://www.tate.org.uk/art/artworks/coker-study-for-the-gorse-bush-t07914,386.0
2000,"Belford, United Kingdom",1908,1940,1945,Presented by Joshua L. Mack 2000,"London, United Kingdom",1987,0.0,Male,168.0,Graphite on paper,"Coldstream, Sir William",artist,,"Nude, Camberwell",http://www.tate.org.uk/art/artworks/coldstream-nude-camberwell-t07586,128.0
1999,"London, United Kingdom",1952,1990,1998,Purchased 1999,,0,0.0,Male,397.0,Lithograph on paper,"Coldwell, Paul",artist,http://www.tate.org.uk/art/images/work/P/P78/P78278_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/coldwell-title-not-known-p78278,275.0
1997,"Portsmouth, United Kingdom",1833,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1893,0.0,Male,110.0,Graphite and chalk on paper,"Cole, George Vicat",artist,http://www.tate.org.uk/art/images/work/T/T09/T09716_8.jpg,A Boy,http://www.tate.org.uk/art/artworks/cole-a-boy-t09716,198.0
1997,,0,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,0,0.0,Male,177.0,Engraving on paper,"Cole, T",artist,http://www.tate.org.uk/art/images/work/T/T11/T11337_8.jpg,Arcangelus Corellius,http://www.tate.org.uk/art/artworks/cole-arcangelus-corellius-t11337,219.0
1996,"Dublin, ire",1941,1980,1989,Purchased 1996,,0,0.0,Male,0.0,"Slide, 115 slides, 3 projections, colour","Coleman, James",artist,,Charon (MIT Project),http://www.tate.org.uk/art/artworks/coleman-charon-mit-project-t07077,0.0
1975,"Oakland, United States",1921,1960,1968,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,588.0,Lithograph on paper,"Colescott, Warrington",artist,http://www.tate.org.uk/art/images/work/P/P06/P06088_8.jpg,5. Home on the Range,http://www.tate.org.uk/art/artworks/colescott-5-home-on-the-range-p06088,791.0
1972,"Parma, Italia",1896,1950,1953,Presented by Mariolina Colla 1972,"Roma, Italia",1968,0.0,Male,502.0,Screenprint on paper,"Colla, Ettore",artist,,Screenprint,http://www.tate.org.uk/art/artworks/colla-screenprint-p01017,352.0
2012,"Bad Kreuznach, Deutschland",1906,1920,1927,Purchased with funds provided by the Photography Acquisitions Committee 2012,,1992,0.0,Male,75.0,"Photograph, gelatin silver print on paper","Collein, Edmund",artist,,"Untitled (Material Study, Josef Albers Preliminary Course, Bauhaus Dessau)",http://www.tate.org.uk/art/artworks/collein-untitled-material-study-josef-albers-preliminary-course-bauhaus-dessau-p80045,104.0
1997,"London, United Kingdom",1725,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1780,0.0,Male,273.0,Graphite and watercolour on paper,"Collet, John",artist,http://www.tate.org.uk/art/images/work/T/T08/T08824_8.jpg,The Jealous Lover,http://www.tate.org.uk/art/artworks/collet-the-jealous-lover-t08824,240.0
2009,"Los Angeles, United States",1970,2000,2007,Purchased with assistance from the American Fund for the Tate Gallery with funds provided by Randy Slifka 2008,,0,50.0,Female,1300.0,"Photograph, colour, Chromogenic print, on paper mounted onto panel","Collier, Anne",artist,,Surviving Depression,http://www.tate.org.uk/art/artworks/collier-surviving-depression-p79791,1875.0
1984,"Breda, Nederland",1662,1690,1699,Purchased 1984,"London, United Kingdom",1708,0.0,Male,462.0,Oil paint on canvas,"Collier, Edward",artist,http://www.tate.org.uk/art/images/work/T/T03/T03853_8.jpg,"A Trompe lOeil of Newspapers, Letters and Writing Implements on a Wooden Board",http://www.tate.org.uk/art/artworks/collier-a-trompe-loeil-of-newspapers-letters-and-writing-implements-on-a-wooden-board-t03853,588.0
1928,"London, United Kingdom",1850,1920,1927,Presented by Prof. H. Tonks and Col. W.E. Armstrong 1928,"Hampstead, United Kingdom",1934,0.0,Male,508.0,Oil paint on canvas,"Collier, The Hon. John",artist,http://www.tate.org.uk/art/images/work/N/N04/N04378_8.jpg,Mrs Huxley,http://www.tate.org.uk/art/artworks/collier-mrs-huxley-n04378,610.0
1921,"Glossop, United Kingdom",1840,0,0,Purchased 1921,"Hampstead, United Kingdom",1891,0.0,Male,349.0,Watercolour on paper,"Collier, Thomas",artist,http://www.tate.org.uk/art/images/work/N/N03/N03577_8.jpg,Cromer,http://www.tate.org.uk/art/artworks/collier-cromer-n03577,241.0
1997,,1784,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1789,0.0,Male,204.0,Watercolour and ink on paper,"Collings, Samuel",artist,http://www.tate.org.uk/art/images/work/T/T09/T09548_8.jpg,Artistic Butchery,http://www.tate.org.uk/art/artworks/collings-artistic-butchery-t09548,174.0
2002,"Plymouth, United Kingdom",1908,1980,1987,"Bequeathed by Elisabeth Collins, the artist's widow, through the Art Fund 2001","London, United Kingdom",1989,0.0,Male,312.0,Ink and watercolour on paper,"Collins, Cecil",artist,http://www.tate.org.uk/art/images/work/T/T07/T07832_8.jpg,Landscape: Nocturne,http://www.tate.org.uk/art/artworks/collins-landscape-nocturne-t07832,239.0
1981,,1680,1730,1738,Purchased 1981,"London, United Kingdom",1744,0.0,Male,910.0,Oil paint on canvas,"Collins, Charles",artist,http://www.tate.org.uk/art/images/work/T/T03/T03301_8.jpg,Lobster on a Delft Dish,http://www.tate.org.uk/art/artworks/collins-lobster-on-a-delft-dish-t03301,705.0
1980,"London, United Kingdom",1828,1850,1851,Purchased 1980,"London, United Kingdom",1873,0.0,Male,692.0,Oil paint on mahogany,"Collins, Charles Allston",artist,http://www.tate.org.uk/art/images/work/T/T03/T03025_8.jpg,"May, in the Regents Park",http://www.tate.org.uk/art/artworks/collins-may-in-the-regents-park-t03025,445.0
1996,"Yorkshire, United Kingdom",1904,1970,1970,Purchased 1996,,2000,0.0,Female,417.0,Gouache on card,"Collins, Elisabeth",artist,,Listening Woman,http://www.tate.org.uk/art/artworks/collins-listening-woman-t07197,543.0
1995,"London, United Kingdom",1956,1990,1994,Purchased 1995,,0,0.0,Female,5860.0,Photograph on paper mounted onto muslin,"Collins, Hannah",artist,http://www.tate.org.uk/art/images/work/T/T06/T06971_8.jpg,In the Course of Time II,http://www.tate.org.uk/art/artworks/collins-in-the-course-of-time-ii-t06971,2624.0
2005,"Runcorn, United Kingdom",1970,2000,2004,Purchased with funds provided by the Film and Video Special Acquisitions Fund 2004,,0,0.0,Male,0.0,"Video, 2 projections, colour and sound","Collins, Phil",artist,http://www.tate.org.uk/art/images/work/T/T12/T12030_8.jpg,they shoot horses,http://www.tate.org.uk/art/artworks/collins-they-shoot-horses-t12030,0.0
1997,"London, United Kingdom",1788,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1847,0.0,Male,130.0,Graphite on paper,"Collins, William",artist,http://www.tate.org.uk/art/images/work/T/T10/T10662_8.jpg,A Haywain,http://www.tate.org.uk/art/artworks/collins-a-haywain-t10662,110.0
1985,"Nottinghamshire, United Kingdom",1825,1850,1856,Purchased 1985,"London, United Kingdom",1881,0.0,Male,1155.0,Oil paint on canvas,"Collinson, James",artist,http://www.tate.org.uk/art/images/work/T/T04/T04105_8.jpg,Home Again,http://www.tate.org.uk/art/artworks/collinson-home-again-t04105,827.0
1998,"Nottingham, United Kingdom",1966,1990,1995,Presented by the Patrons of New Art through the Tate Gallery Foundation 1998,,0,0.0,Male,0.0,"Video, projection, colour and sound, wooden glass negative plate carrier, mirror, wood and glass","Collishaw, Mat",artist,http://www.tate.org.uk/art/images/work/T/T07/T07435_8.jpg,Hollow Oak,http://www.tate.org.uk/art/artworks/collishaw-hollow-oak-t07435,0.0
1977,,1780,1800,1804,Purchased 1977,"London, United Kingdom",1845,0.0,Male,756.0,Oil paint on canvas,"Colman, Samuel",artist,http://www.tate.org.uk/art/images/work/T/T02/T02109_8.jpg,The Death of Amelia,http://www.tate.org.uk/art/artworks/colman-the-death-of-amelia-t02109,629.0
2012,"Edinburgh, United Kingdom",1572,1620,1625,Presented by Tate Patrons 2011,,1651,25.0,Male,846.0,Oil paint on canvas,"Colone, Adam de",artist,http://www.tate.org.uk/art/images/work/T/T13/T13440_8.jpg,"Portrait of Lady Margaret Livingstone, 2nd Countess of Wigtown",http://www.tate.org.uk/art/artworks/colone-portrait-of-lady-margaret-livingstone-2nd-countess-of-wigtown-t13440,1143.0
