attendance,capacity,date,day,gross,month,performances,previews,show,theatre,year
3947,,03/17/1985,17,87226,3,8,0,PACK OF LIES,Royale,1985
5045,,03/17/1985,17,187392,3,6,0,STRANGE INTERLUDE,Nederlander,1985
6102,,03/17/1985,17,197460,3,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
13031,,03/17/1985,17,497929,3,8,0,THE KING AND I 85,Broadway,1985
3168,,03/17/1985,17,56213,3,8,0,THE LOVES OF ANATOL,Circle In The Square,1985
4069,,03/17/1985,17,51486,3,8,0,THE OCTETTE BRIDGE CLUB,Music Box,1985
7059,,03/17/1985,17,180778,3,8,0,THE REAL THING '84,Plymouth,1985
8399,,03/17/1985,17,238366,3,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,03/17/1985,17,25000,3,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
10509,,03/24/1985,24,314571,3,8,0,42ND STREET '80,Majestic,1985
9793,,03/24/1985,24,264415,3,8,0,A CHORUS LINE,Shubert,1985
8521,,03/24/1985,24,194015,3,0,8,BILOXI BLUES,Neil Simon,1985
5880,,03/24/1985,24,115619,3,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12024,,03/24/1985,24,463198,3,8,0,CATS,Winter Garden,1985
10172,,03/24/1985,24,368080,3,8,0,DREAMGIRLS '81,Imperial,1985
3296,,03/24/1985,24,83310,3,8,0,HURLYBURLY,Ethel Barrymore,1985
3340,,03/24/1985,24,35397,3,0,5,JOE EGG,Longacre,1985
13728,,03/24/1985,24,444059,3,8,0,LA CAGE AUX FOLLES '83,Palace,1985
4861,,03/24/1985,24,142031,3,0,8,LEADER OF THE PACK,Ambassador,1985
3236,,03/24/1985,24,56245,3,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
5711,,03/24/1985,24,128432,3,8,0,NOISES OFF '83,Brooks Atkinson,1985
2398,,03/24/1985,24,34106,3,9,0,"OH, CALCUTTA!",Edison,1985
3796,,03/24/1985,24,71876,3,8,0,PACK OF LIES,Royale,1985
4697,,03/24/1985,24,178595,3,6,0,STRANGE INTERLUDE,Nederlander,1985
6112,,03/24/1985,24,202850,3,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
13237,,03/24/1985,24,502621,3,8,0,THE KING AND I 85,Broadway,1985
3531,,03/24/1985,24,58420,3,8,0,THE LOVES OF ANATOL,Circle In The Square,1985
1827,,03/24/1985,24,37598,3,8,0,THE OCTETTE BRIDGE CLUB,Music Box,1985
4160,,03/24/1985,24,103843,3,8,0,THE REAL THING '84,Plymouth,1985
8528,,03/24/1985,24,249792,3,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,03/24/1985,24,25000,3,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
10148,,03/31/1985,31,306070,3,8,0,42ND STREET '80,Majestic,1985
8687,,03/31/1985,31,230432,3,8,0,A CHORUS LINE,Shubert,1985
6518,,03/31/1985,31,170062,3,4,4,BILOXI BLUES,Neil Simon,1985
6463,,03/31/1985,31,122385,3,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12031,,03/31/1985,31,461712,3,8,0,CATS,Winter Garden,1985
9526,,03/31/1985,31,246028,3,8,0,DREAMGIRLS '81,Imperial,1985
7195,,03/31/1985,31,158518,3,0,8,GRIND,Hellinger,1985
3045,,03/31/1985,31,74946,3,8,0,HURLYBURLY,Ethel Barrymore,1985
3195,,03/31/1985,31,39723,3,5,3,JOE EGG,Longacre,1985
12655,,03/31/1985,31,425424,3,8,0,LA CAGE AUX FOLLES '83,Palace,1985
4944,,03/31/1985,31,135567,3,0,8,LEADER OF THE PACK,Ambassador,1985
2991,,03/31/1985,31,51351,3,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
5004,,03/31/1985,31,116504,3,8,0,NOISES OFF '83,Brooks Atkinson,1985
2312,,03/31/1985,31,32896,3,9,0,"OH, CALCUTTA!",Edison,1985
3768,,03/31/1985,31,72630,3,8,0,PACK OF LIES,Royale,1985
4390,,03/31/1985,31,167555,3,6,0,STRANGE INTERLUDE,Nederlander,1985
5642,,03/31/1985,31,186281,3,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
13253,,03/31/1985,31,505503,3,8,0,THE KING AND I 85,Broadway,1985
3648,,03/31/1985,31,60249,3,8,0,THE LOVES OF ANATOL,Circle In The Square,1985
3605,,03/31/1985,31,90889,3,8,0,THE REAL THING '84,Plymouth,1985
8111,,03/31/1985,31,233367,3,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,03/31/1985,31,25000,3,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
10838,,04/07/1985,7,326737,4,8,0,42ND STREET '80,Majestic,1985
9949,,04/07/1985,7,266690,4,8,0,A CHORUS LINE,Shubert,1985
825,,04/07/1985,7,18669,4,0,4,BIG RIVER '85,Eugene O'neill,1985
10146,,04/07/1985,7,257135,4,8,0,BILOXI BLUES,Neil Simon,1985
4936,,04/07/1985,7,98158,4,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12028,,04/07/1985,7,462286,4,8,0,CATS,Winter Garden,1985
9646,,04/07/1985,7,242590,4,8,0,DREAMGIRLS '81,Imperial,1985
7556,,04/07/1985,7,169063,4,0,8,GRIND,Hellinger,1985
2442,,04/07/1985,7,57124,4,8,0,HURLYBURLY,Ethel Barrymore,1985
3089,,04/07/1985,7,59068,4,8,0,JOE EGG,Longacre,1985
12227,,04/07/1985,7,421584,4,8,0,LA CAGE AUX FOLLES '83,Palace,1985
4304,,04/07/1985,7,116491,4,0,8,LEADER OF THE PACK,Ambassador,1985
2677,,04/07/1985,7,55510,4,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
5350,,04/07/1985,7,118794,4,8,0,NOISES OFF '83,Brooks Atkinson,1985
2588,,04/07/1985,7,36797,4,9,0,"OH, CALCUTTA!",Edison,1985
2792,,04/07/1985,7,51044,4,8,0,PACK OF LIES,Royale,1985
3552,,04/07/1985,7,138925,4,6,0,STRANGE INTERLUDE,Nederlander,1985
5653,,04/07/1985,7,178728,4,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
10041,,04/07/1985,7,378601,4,6,0,THE KING AND I 85,Broadway,1985
2702,,04/07/1985,7,45248,4,8,0,THE LOVES OF ANATOL,Circle In The Square,1985
2938,,04/07/1985,7,73646,4,8,0,THE REAL THING '84,Plymouth,1985
9461,,04/07/1985,7,268718,4,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,04/07/1985,7,25000,4,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
12142,,04/14/1985,14,378308,4,8,0,42ND STREET '80,Majestic,1985
10214,,04/14/1985,14,282880,4,8,0,A CHORUS LINE,Shubert,1985
6120,,04/14/1985,14,79725,4,0,8,BIG RIVER '85,Eugene O'neill,1985
9916,,04/14/1985,14,290350,4,8,0,BILOXI BLUES,Neil Simon,1985
7886,,04/14/1985,14,157349,4,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12025,,04/14/1985,14,461956,4,8,0,CATS,Winter Garden,1985
9637,,04/14/1985,14,278361,4,8,0,DREAMGIRLS '81,Imperial,1985
6531,,04/14/1985,14,191221,4,0,8,GRIND,Hellinger,1985
4815,,04/14/1985,14,88001,4,8,0,HURLYBURLY,Ethel Barrymore,1985
5759,,04/14/1985,14,105919,4,8,0,JOE EGG,Longacre,1985
13641,,04/14/1985,14,450369,4,8,0,LA CAGE AUX FOLLES '83,Palace,1985
5708,,04/14/1985,14,166448,4,8,0,LEADER OF THE PACK,Ambassador,1985
3120,,04/14/1985,14,64123,4,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
2434,,04/14/1985,14,34641,4,9,0,"OH, CALCUTTA!",Edison,1985
3020,,04/14/1985,14,63121,4,8,0,PACK OF LIES,Royale,1985
2672,,04/14/1985,14,89544,4,6,0,STRANGE INTERLUDE,Nederlander,1985
5957,,04/14/1985,14,193506,4,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
4320,,04/14/1985,14,71190,4,1,7,TAKE ME ALONG,Martin Beck,1985
13976,,04/14/1985,14,533248,4,8,0,THE KING AND I 85,Broadway,1985
3432,,04/14/1985,14,62347,4,8,0,THE LOVES OF ANATOL,Circle In The Square,1985
4142,,04/14/1985,14,99463,4,8,0,THE REAL THING '84,Plymouth,1985
12084,,04/14/1985,14,349945,4,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,04/14/1985,14,25000,4,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
10493,,04/21/1985,21,332148,4,8,0,42ND STREET '80,Majestic,1985
8925,,04/21/1985,21,246400,4,8,0,A CHORUS LINE,Shubert,1985
6604,,04/21/1985,21,207798,4,0,8,AREN'T WE ALL,Brooks Atkinson,1985
5168,,04/21/1985,21,77029,4,0,8,BIG RIVER '85,Eugene O'neill,1985
10408,,04/21/1985,21,291817,4,8,0,BILOXI BLUES,Neil Simon,1985
7132,,04/21/1985,21,139139,4,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12016,,04/21/1985,21,457467,4,8,0,CATS,Winter Garden,1985
9228,,04/21/1985,21,238987,4,8,0,DREAMGIRLS '81,Imperial,1985
7102,,04/21/1985,21,248492,4,7,1,GRIND,Hellinger,1985
4807,,04/21/1985,21,81275,4,8,0,HURLYBURLY,Ethel Barrymore,1985
4740,,04/21/1985,21,93319,4,8,0,JOE EGG,Longacre,1985
13084,,04/21/1985,21,441687,4,8,0,LA CAGE AUX FOLLES '83,Palace,1985
5673,,04/21/1985,21,157898,4,8,0,LEADER OF THE PACK,Ambassador,1985
3006,,04/21/1985,21,57659,4,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
2361,,04/21/1985,21,33570,4,9,0,"OH, CALCUTTA!",Edison,1985
2548,,04/21/1985,21,54790,4,8,0,PACK OF LIES,Royale,1985
2652,,04/21/1985,21,85861,4,6,0,STRANGE INTERLUDE,Nederlander,1985
5264,,04/21/1985,21,171611,4,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
12839,,04/21/1985,21,495592,4,8,0,THE KING AND I 85,Broadway,1985
3371,,04/21/1985,21,83034,4,8,0,THE REAL THING '84,Plymouth,1985
8689,,04/21/1985,21,247774,4,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,04/21/1985,21,25000,4,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
10501,,04/28/1985,28,327727,4,8,0,42ND STREET '80,Majestic,1985
9373,,04/28/1985,28,254678,4,8,0,A CHORUS LINE,Shubert,1985
7010,,04/28/1985,28,218228,4,0,8,AREN'T WE ALL,Brooks Atkinson,1985
2533,,04/28/1985,28,44509,4,0,4,AS IS,Lyceum,1985
5020,,04/28/1985,28,104409,4,5,2,BIG RIVER '85,Eugene O'neill,1985
10709,,04/28/1985,28,301116,4,8,0,BILOXI BLUES,Neil Simon,1985
6643,,04/28/1985,28,133955,4,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12030,,04/28/1985,28,460388,4,8,0,CATS,Winter Garden,1985
9339,,04/28/1985,28,244079,4,8,0,DREAMGIRLS '81,Imperial,1985
7158,,04/28/1985,28,241038,4,8,0,GRIND,Hellinger,1985
4488,,04/28/1985,28,75697,4,8,0,HURLYBURLY,Ethel Barrymore,1985
4198,,04/28/1985,28,84253,4,8,0,JOE EGG,Longacre,1985
12736,,04/28/1985,28,436428,4,8,0,LA CAGE AUX FOLLES '83,Palace,1985
5133,,04/28/1985,28,146452,4,8,0,LEADER OF THE PACK,Ambassador,1985
3575,,04/28/1985,28,57493,4,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
2537,,04/28/1985,28,36144,4,9,0,"OH, CALCUTTA!",Edison,1985
3107,,04/28/1985,28,65389,4,8,0,PACK OF LIES,Royale,1985
2918,,04/28/1985,28,94655,4,6,0,STRANGE INTERLUDE,Nederlander,1985
5759,,04/28/1985,28,193461,4,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
13330,,04/28/1985,28,509630,4,8,0,THE KING AND I 85,Broadway,1985
3614,,04/28/1985,28,88918,4,8,0,THE REAL THING '84,Plymouth,1985
9190,,04/28/1985,28,256632,4,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,04/28/1985,28,25000,4,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
9771,,05/05/1985,5,304190,5,8,0,42ND STREET '80,Majestic,1985
8929,,05/05/1985,5,236483,5,8,0,A CHORUS LINE,Shubert,1985
6684,,05/05/1985,5,220096,5,5,3,AREN'T WE ALL,Brooks Atkinson,1985
3857,,05/05/1985,5,68203,5,6,2,AS IS,Lyceum,1985
4676,,05/05/1985,5,124791,5,8,0,BIG RIVER '85,Eugene O'neill,1985
10730,,05/05/1985,5,301358,5,8,0,BILOXI BLUES,Neil Simon,1985
6614,,05/05/1985,5,125621,5,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12040,,05/05/1985,5,460758,5,8,0,CATS,Winter Garden,1985
2427,,05/05/1985,5,19990,5,0,7,DOUBLES,Ritz,1985
8806,,05/05/1985,5,229817,5,8,0,DREAMGIRLS '81,Imperial,1985
6853,,05/05/1985,5,217832,5,8,0,GRIND,Hellinger,1985
3114,,05/05/1985,5,62024,5,8,0,HURLYBURLY,Ethel Barrymore,1985
3758,,05/05/1985,5,73244,5,8,0,JOE EGG,Longacre,1985
12279,,05/05/1985,5,410378,5,8,0,LA CAGE AUX FOLLES '83,Palace,1985
4346,,05/05/1985,5,126147,5,8,0,LEADER OF THE PACK,Ambassador,1985
3305,,05/05/1985,5,46394,5,8,0,MA RAINEY'S BLACK BOTTOM '84,Cort,1985
2413,,05/05/1985,5,34335,5,9,0,"OH, CALCUTTA!",Edison,1985
2829,,05/05/1985,5,52690,5,8,0,PACK OF LIES,Royale,1985
3398,,05/05/1985,5,86210,5,6,0,STRANGE INTERLUDE,Nederlander,1985
5511,,05/05/1985,5,179709,5,8,0,SUNDAY IN THE PARK WITH GEORGE,Booth,1985
12631,,05/05/1985,5,487992,5,8,0,THE KING AND I 85,Broadway,1985
2546,,05/05/1985,5,62785,5,8,0,THE REAL THING '84,Plymouth,1985
8903,,05/05/1985,5,237270,5,8,0,THE TAP DANCE KID,Minskoff,1985
2000,,05/05/1985,5,30000,5,8,0,TORCH SONG TRILOGY,Helen Hayes,1985
11189,,05/12/1985,12,344264,5,8,0,42ND STREET '80,Majestic,1985
8338,,05/12/1985,12,226424,5,8,0,A CHORUS LINE,Shubert,1985
7746,,05/12/1985,12,261671,5,8,0,AREN'T WE ALL,Brooks Atkinson,1985
1457,,05/12/1985,12,26832,5,0,4,ARMS AND THE MAN,Circle In The Square,1985
4260,,05/12/1985,12,74710,5,8,0,AS IS,Lyceum,1985
5174,,05/12/1985,12,152666,5,8,0,BIG RIVER '85,Eugene O'neill,1985
10736,,05/12/1985,12,300210,5,8,0,BILOXI BLUES,Neil Simon,1985
6178,,05/12/1985,12,114348,5,8,0,BRIGHTON BEACH MEMOIRS,46th Street,1985
12027,,05/12/1985,12,457373,5,8,0,CATS,Winter Garden,1985
2059,,05/12/1985,12,34506,5,5,3,DOUBLES,Ritz,1985
8842,,05/12/1985,12,231395,5,8,0,DREAMGIRLS '81,Imperial,1985
6377,,05/12/1985,12,191205,5,8,0,GRIND,Hellinger,1985
2692,,05/12/1985,12,50737,5,8,0,HURLYBURLY,Ethel Barrymore,1985
