AIDS Orphans,AIDS-Related Deaths.Adults,AIDS-Related Deaths.All Ages,AIDS-Related Deaths.Children,AIDS-Related Deaths.Female Adults,AIDS-Related Deaths.Male Adults,Country,HIV Prevalence.Adults,Incidence Rate Among Adults,New HIV Infections.Adults,New HIV Infections.All Ages,New HIV Infections.Children,New HIV Infections.Female Adults,New HIV Infections.Male Adults,People Living with HIV.Adults,People Living with HIV.Children,People Living with HIV.Female Adults,People Living with HIV.Male Adults,Total,Year,Young Men,Young Women
16,7,8,2,1,6,Uzbekistan,0.0088,0.0042,448,454,7,87.0,360,967,9,187,781,976,1993,0.0062,0.0026
33,25,32,7,6,19,Venezuela (Bolivarian Republic of),0.05,0.0308,3317,3348,31,517.0,2799,5536,40,991,4545,5576,1993,0.0771,0.0233
27,24,28,3,3,22,Viet Nam,0.0086,0.0048,1683,1696,13,161.0,1522,3079,16,307,2773,3095,1993,0.0195,0.003
318,47,57,10,13,34,Yemen,0.0248,0.0045,252,275,23,64.0,189,1512,61,388,1123,1573,1993,0.0254,0.0116
150042,26707,34862,8155,14203,12505,Zambia,14.86,2.16,75615,94328,18713,42925.0,32689,639870,51784,358043,281826,691654,1993,4.73,8.88
173042,38282,47730,9448,19614,18669,Zimbabwe,22.4592,4.79784,200417,223803,23387,112385.0,88031,1229000,58431,676888,552113,1287430,1993,8.78871,15.5119
190,28,32,4,6,22,Afghanistan,0.0119,0.0026,184,193,10,47.0,136,913,21,228,686,935,1994,0.005,0.0036
368,41,45,3,10,32,Algeria,0.0075,0.0013,181,189,7,61.0,120,1092,23,326,765,1114,1994,0.0064,0.0044
11683,1761,2365,604,933,828,Angola,0.8254,0.1712,10224,11948,1724,5997.0,4227,52377,3997,30000,22376,56373,1994,0.2889,0.5459
4221,1502,1612,110,426,1075,Argentina,0.2375,0.0325,5506,5707,200,1626.0,3881,42452,501,12884,29569,42954,1994,0.2199,0.1433
4511,1068,1070,2,61,1007,Australia,0.1348,0.0104,1002,1002,0,84.0,918,14033,20,964,13069,14053,1994,0.1051,0.014
14,4,5,0,1,3,Azerbaijan,0.0044,0.0014,55,56,1,15.0,39,185,2,51,135,187,1994,0.0021,0.0015
564,141,149,7,36,105,Bahamas,2.48,0.3634,532,544,12,157.0,375,3865,26,1095,2770,3891,1994,2.36,1.4
13,4,4,0,1,3,Bangladesh,0.0002,0.0001,43,44,1,8.0,34,111,2,22,88,113,1994,0.0001,0.0001
4,3,4,0,1,3,Belarus,0.007,0.0034,189,191,3,61.0,127,392,4,125,267,396,1994,0.0037,0.0034
13,2,3,1,1,2,Belize,0.1691,0.0596,54,57,3,21.0,33,162,5,66,96,167,1994,0.1591,0.1604
1329,373,529,157,157,218,Benin,0.774656,0.217116,5773,6313,539,3007.0,2769,21719,906,10443,11276,22623,1994,0.398948,0.525811
1481,321,363,42,76,245,Bolivia (Plurinational State of),0.2824,0.0448,1562,1669,106,440.0,1122,10353,269,2785,7568,10622,1994,0.2811,0.1527
10793,2751,3593,842,1385,1366,Botswana,17.19,4.73,31090,33010,1921,17319.0,13770,137881,3870,76282,61599,141751,1994,7.36,20.63
77336,17335,18355,1020,4296,13039,Brazil,0.3855,0.0356,30130,32008,1878,11720.0,18411,346138,6130,107902,238236,352268,1994,0.2671,0.2091
54427,8604,10891,2287,4736,3868,Burkina Faso,3.7,0.3408,14472,19515,5044,8526.0,5945,173804,16187,100096,73708,189990,1994,0.9578,1.85
7420,1450,2018,567,613,837,Burundi,2.12,0.4951,13242,15190,1948,7128.0,6114,59641,3941,29656,29985,63581,1994,0.9005,1.33
55694,14005,16742,2735,6808,7196,C?te d'Ivoire,4.73949,0.811014,55642,62477,6833,30280.0,25365,362295,16648,191565,170729,378941,1994,1.54586,2.93605
36287,7587,9989,2402,3950,3637,Cameroon,3.92,0.7846,46782,52864,6083,26714.0,20068,254960,14174,142084,112876,269134,1994,1.44,2.68
441,66,85,19,37,29,Cape Verde,1.2,0.2042,320,360,40,177.0,143,2011,122,1141,870,2134,1994,0.7349,1.17
15705,3925,4993,1069,2199,1726,Central African Republic,7.15,1.36,20161,23010,2849,11665.0,8496,118821,6850,68856,49966,125672,1994,2.48,4.85
12031,2126,2859,733,1126,1000,Chad,1.91,0.3669,10833,12849,2016,6276.0,4557,60600,4838,34310,26290,65438,1994,0.6363,1.23
5206,1125,1290,165,525,600,Colombia,0.1685,0.0261,5071,5415,345,1692.0,3378,34078,1060,15946,18132,35139,1994,0.1245,0.1474
620,95,102,7,26,70,Costa Rica,0.1096,0.0159,280,294,13,81.0,199,2052,48,596,1457,2100,1994,0.0909,0.057
141,42,43,1,6,35,Cuba,0.0153,0.0029,187,190,4,43.0,144,1024,10,220,804,1034,1994,0.0061,0.0036
203727,21310,25775,4466,10397,10912,Democratic Republic of the Congo,1.74,0.2165,39900,49692,9792,23052.0,16848,348856,33954,188970,159886,382810,1994,0.4401,0.8373
115,46,67,21,18,27,Djibouti,1.1,0.3861,1223,1326,103,601.0,622,3627,166,1673,1954,3793,1994,0.6169,0.7984
2943,1131,1452,321,629,503,Dominican Republic,1.46,0.3239,12165,12877,712,5459.0,6707,57633,1537,30667,26966,59170,1994,1.1,1.66
3443,567,624,57,152,415,Ecuador,0.2765,0.0446,2489,2611,122,728.0,1761,16292,370,4777,11516,16663,1994,0.2549,0.1543
75,15,17,2,3,12,Egypt,0.0018,0.0004,117,122,4,31.0,86,534,11,136,398,545,1994,0.0019,0.001
1396,208,229,22,52,156,El Salvador,0.2323,0.0451,1166,1219,53,352.0,814,6271,144,1803,4468,6416,1994,0.2384,0.1283
493,102,126,23,53,49,Equatorial Guinea,0.9694,0.1683,376,443,67,208.0,168,2275,208,1239,1035,2483,1994,0.2863,0.5702
713,186,286,100,122,65,Eritrea,1.17,0.2693,1918,2222,304,1300.0,619,8334,694,5621,2713,9028,1994,0.3555,1.0
1396,352,460,108,232,120,Gabon,2.29,0.5901,3188,3450,262,2226.0,962,13325,563,9213,4113,13888,1994,0.6513,2.13
397,65,88,23,33,32,Gambia,0.4789,0.1468,711,782,71,409.0,302,2431,143,1369,1062,2574,1994,0.1841,0.3406
185,37,38,1,6,31,Georgia,0.0314,0.006,165,168,3,68.0,97,888,6,311,577,894,1994,0.0093,0.014
45149,7401,9096,1695,3716,3685,Ghana,2.37,0.4117,32274,36569,4296,18367.0,13907,200071,11072,111398,88673,211143,1994,0.7785,1.53
1703,482,484,2,85,397,Greece,0.1289,0.0119,642,644,1,112.0,530,7573,23,1383,6190,7596,1994,0.1067,0.0372
191,49,57,8,7,42,Guatemala,0.07,0.0223,995,1022,27,196.0,799,3257,44,587,2670,3301,1994,0.0989,0.0284
3502,1104,1570,466,633,470,Guinea,1.29,0.3111,11101,12589,1489,6764.0,4336,49537,2821,29841,19696,52358,1994,0.4666,1.03
58,19,28,9,11,8,Guyana,0.3936,0.1238,459,488,29,245.0,214,1479,51,870,610,1530,1994,0.2788,0.525
18245,4853,6015,1159,2334,2521,Haiti,4.19755,0.79817,27881,30855,2972,15607.0,12273,159368,6782,85530,73841,166150,1994,1.51486,3.50559
13485,2216,2700,484,1024,1192,Honduras,1.92,0.1521,3629,4539,910,1832.0,1796,49417,3205,24517,24900,52622,1994,1.06,1.5
12,13,15,2,3,10,Indonesia,0.0017,0.0009,914,924,10,166.0,748,1718,13,329,1390,1732,1994,0.0035,0.0011
904,154,182,28,86,69,Iran (Islamic Republic of),0.0127,0.0024,670,739,70,290.0,380,3806,296,2033,1773,4102,1994,0.003,0.0062
1,2,2,0,1,2,Italy,0.003,0.0023,690,690,1,184.0,506,892,0,234,658,892,1994,0.0044,0.0024
1774,580,657,76,194,387,Jamaica,1.89,0.3019,3586,3723,137,1400.0,2187,23570,301,8688,14882,23871,1994,1.82,1.45
58,18,18,1,1,17,Kazakhstan,0.0097,0.0032,276,278,2,33.0,243,858,4,81,777,861,1994,0.0058,0.0014
165472,37170,52509,15342,18281,18889,Kenya,11.9152,2.10896,213080,252985,39905,115616.0,97463,1405300,97360,751885,653412,1502660,1994,7.03671,12.9635
11,3,3,0,1,2,Kyrgyzstan,0.0065,0.002,45,46,1,12.0,33,152,2,38,114,154,1994,0.0034,0.0021
81,70,74,3,20,50,Latvia,0.3177,0.0606,742,748,6,222.0,520,3930,9,1185,2745,3939,1994,0.375,0.2433
5735,1385,1808,424,648,737,Lesotho,9.04,3.05,22342,23709,1367,12219.0,10123,74063,2408,38866,35197,76472,1994,4.6,6.84
1355,373,550,177,191,183,Liberia,1.61,0.3408,3184,3688,504,1816.0,1368,15965,1009,9012,6953,16974,1994,0.6079,1.89
337,127,208,81,58,69,Madagascar,0.1723,0.0593,3462,3774,312,1684.0,1777,10489,501,5070,5419,10990,1994,0.1525,0.195
128302,22973,30715,7741,12605,10369,Malawi,14.49,2.54,98057,118374,20317,56535.0,41523,659221,50366,382985,276236,709587,1994,3.74,9.81
4230,2227,2236,9,31,2196,Malaysia,0.5509,0.1093,12482,12507,25,278.0,12205,66406,37,1144,65262,66443,1994,0.5206,0.0146
21614,4420,5677,1258,2385,2035,Mali,2.2,0.22,9173,12151,2978,5313.0,3860,99834,9101,56561,43273,108935,1994,0.623,1.2
688,144,191,47,75,69,Mauritania,0.4884,0.1014,1034,1159,125,545.0,489,5265,296,2803,2461,5560,1994,0.3272,0.52
6991,2632,2832,200,358,2274,Mexico,0.2751,0.0353,16348,16780,432,2358.0,13990,132906,923,19919,112987,133829,1994,0.3705,0.0908
0,0,0,0,0,0,Mongolia,0.0001,0.0,0,0,0,0.0,0,1,0,0,1,1,1994,0.0001,0.0
361,91,107,16,55,36,Morocco,0.026,0.006,777,815,38,514.0,263,3532,95,2288,1244,3627,1994,0.0129,0.0349
37184,6615,8715,2102,2778,3836,Mozambique,3.45214,0.826276,49381,55788,6407,27944.0,21438,227234,12784,117217,110016,240018,1994,1.57288,2.21871
1150,1133,1229,95,130,1004,Myanmar,0.3137,0.0795,16829,17229,401,3628.0,13200,68275,600,10620,57655,68875,1994,0.5859,0.1585
2568,802,1126,324,450,352,Namibia,6.8,2.5,18033,19088,1055,10556.0,7477,54014,1763,31485,22529,55777,1994,3.15,5.79
8,4,6,2,1,3,Nepal,0.0065,0.0038,389,400,11,101.0,288,684,13,176,507,696,1994,0.0043,0.0028
2814,319,380,61,164,154,Nicaragua,0.3377,0.0517,1050,1166,116,392.0,658,7288,507,3562,3726,7795,1994,0.2214,0.255
2372,559,826,267,239,320,Niger,0.6286,0.1529,5931,6759,828,2852.0,3079,25733,1526,12215,13518,27259,1994,0.4928,0.6292
246292,46577,58238,11658,20622,25954,Nigeria,2.54465,0.521932,261904,293552,31650,148546.0,113358,1370100,68655,724471,645629,1438750,1994,0.886845,1.659
1027,161,178,17,34,127,Pakistan,0.0068,0.0011,624,667,43,163.0,460,4097,118,1020,3077,4215,1994,0.0025,0.0019
695,230,257,28,62,168,Panama,0.6555,0.0969,1337,1395,58,389.0,947,9488,150,2760,6729,9639,1994,0.6922,0.4189
291,104,145,41,46,58,Papua New Guinea,0.2667,0.0849,2018,2199,181,1054.0,964,6618,321,3298,3320,6939,1994,0.1352,0.2049
918,167,185,18,41,126,Paraguay,0.2124,0.0369,813,850,37,231.0,582,4927,101,1357,3571,5028,1994,0.2002,0.1151
23449,3612,3876,264,944,2668,Peru,0.4817,0.0395,4652,5137,484,1369.0,3283,60596,2113,17294,43303,62710,1994,0.3181,0.1894
29,9,12,3,5,4,Philippines,0.0016,0.0006,197,204,8,74.0,123,567,16,240,328,583,1994,0.0016,0.0015
49,25,26,1,6,19,Republic of Moldova,0.057451,0.021942,616,622,6,166.0,451,1652,9,439,1213,1660,1994,0.029528,0.021519
46518,8398,10220,1822,4418,3980,Rwanda,6.32,0.657,16642,20824,4183,9696.0,6946,172911,14574,96742,76169,187485,1994,1.58,3.1
2371,365,491,126,188,177,Senegal,0.3189,0.0707,2563,2913,349,1416.0,1148,12241,847,6714,5527,13088,1994,0.2037,0.3361
52,27,48,21,14,13,Sierra Leone,0.1409,0.0572,1044,1127,84,597.0,447,2589,116,1470,1118,2705,1994,0.0682,0.1913
499,161,242,81,67,94,Somalia,0.3039,0.0829,2444,2692,249,1125.0,1319,9147,419,4085,5062,9566,1994,0.1678,0.1928
40611,17428,24840,7412,8727,8701,South Africa,5.74,2.14,470128,495376,25248,264142.0,205987,1354420,40388,750457,603967,1394810,1994,2.77,7.72
744,316,513,197,176,140,South Sudan,0.8731,0.2728,7018,7694,676,4060.0,2959,22838,1094,13212,9627,23933,1994,0.3949,0.7557
14802,5552,5560,8,1298,4254,Spain,0.4649,0.0363,7592,7593,2,1485.0,6107,103610,506,24453,79158,104116,1994,0.3993,0.1821
10,3,3,0,1,2,Sri Lanka,0.0013,0.0006,55,56,1,15.0,40,135,2,35,100,137,1994,0.0016,0.0008
666,141,193,51,70,71,Sudan,0.0485,0.0101,1090,1231,141,593.0,497,5519,317,3027,2492,5836,1994,0.0313,0.0553
55,19,22,3,4,15,Suriname,0.433,0.117,261,268,8,117.0,143,1001,13,344,657,1014,1994,0.4204,0.3703
2068,645,1034,389,325,320,Swaziland,12.62,4.31,15292,16543,1251,8817.0,6475,51138,2048,28678,22459,53185,1994,6.41,14.32
53,15,19,4,7,9,Tajikistan,0.0392,0.0139,358,372,14,161.0,197,1038,25,480,558,1063,1994,0.0157,0.0245
9879,12528,13296,768,1633,10896,Thailand,1.83,0.2875,90663,93061,2398,25530.0,65134,595964,4430,106167,489796,600393,1994,3.18,1.16
6217,1427,1936,509,781,646,Togo,2.77,0.6501,12226,13837,1612,7162.0,5063,55761,3433,32284,23478,59195,1994,1.07,2.0
833,166,173,7,33,134,Trinidad and Tobago,0.6855,0.1162,765,779,15,275.0,489,4727,37,1384,3344,4764,1994,0.6046,0.4367
495648,64055,80690,16635,30080,33975,Uganda,12.1,0.7629,54618,86528,31910,30916.0,23702,1057090,113578,544790,512296,1170660,1994,2.82,4.97
2224,1014,1046,32,213,801,Ukraine,0.1334,0.0395,10064,10139,75,2631.0,7432,35209,187,7893,27316,35397,1994,0.1878,0.0682
205364,37945,49315,11370,21052,16894,United Republic of Tanzania,7.41,1.12,132121,159478,27357,76072.0,56049,993692,72062,571651,422041,1065750,1994,2.35,4.61
287,104,113,9,44,60,Uruguay,0.1974,0.0332,527,546,19,139.0,387,3278,57,1157,2120,3334,1994,0.1949,0.1366
35,14,17,3,3,12,Uzbekistan,0.0139,0.0059,636,646,10,127.0,509,1569,14,309,1260,1583,1994,0.0091,0.0041
91,65,80,15,13,52,Venezuela (Bolivarian Republic of),0.0952,0.0486,5361,5426,66,1145.0,4215,10815,83,2123,8692,10898,1994,0.1403,0.0489
56,52,58,6,5,46,Viet Nam,0.0171,0.0095,3397,3421,25,322.0,3075,6332,32,622,5710,6364,1994,0.0394,0.0059
442,59,70,11,16,44,Yemen,0.0272,0.0047,279,304,26,73.0,206,1741,72,447,1294,1813,1994,0.0269,0.0126
184813,31046,40003,8957,16663,14383,Zambia,15.29,2.08,74602,94402,19801,42409.0,32193,678000,58267,381083,296917,736266,1994,4.63,8.79
222066,47485,58211,10725,24748,22739,Zimbabwe,24.1793,4.58605,190858,215838,24976,106935.0,83924,1358150,67919,752621,605532,1426070,1994,9.00596,16.1291
254,35,40,5,8,27,Afghanistan,0.0135,0.0027,206,217,12,54.0,152,1070,26,271,798,1096,1995,0.0055,0.0041
411,48,51,4,12,36,Algeria,0.0083,0.0015,206,214,8,72.0,134,1243,25,384,859,1269,1995,0.007,0.005
13895,2095,2813,718,1131,963,Angola,0.9345,0.1852,11392,13399,2007,6695.0,4697,61062,4764,35247,25814,65826,1995,0.322,0.6149
5742,1670,1800,130,484,1186,Argentina,0.2521,0.032,5518,5727,209,1628.0,3890,45972,569,14007,31965,46540,1995,0.2213,0.1443
5013,1095,1096,1,64,1030,Australia,0.1328,0.0103,1005,1005,0,88.0,917,13972,18,991,12981,13990,1995,0.1023,0.0142
20,6,6,0,1,4,Azerbaijan,0.0062,0.0022,90,91,1,26.0,64,268,2,75,193,271,1995,0.003,0.0021
705,168,176,7,44,125,Bahamas,2.65,0.355,527,537,10,157.0,370,4196,29,1206,2989,4224,1995,2.39,1.45
22,6,7,0,1,5,Bangladesh,0.0002,0.0001,59,61,2,12.0,47,162,3,33,129,166,1995,0.0002,0.0001
8,7,8,1,2,5,Belarus,0.0125,0.0058,319,324,5,106.0,213,698,7,229,469,705,1995,0.0062,0.006
18,4,5,1,1,2,Belize,0.237,0.0832,79,83,4,29.0,49,237,7,94,143,244,1995,0.2301,0.2167
2101,550,762,212,240,312,Benin,0.943268,0.232551,6383,7058,679,3405.0,2979,27384,1227,13540,13843,28613,1995,0.453129,0.635579
1919,392,440,48,94,298,Bolivia (Plurinational State of),0.3018,0.0424,1516,1630,115,431.0,1084,11362,312,3095,8267,11674,1995,0.287,0.159
15864,3840,4874,1034,1948,1892,Botswana,19.94,4.85,31994,34280,2286,17767.0,14227,166172,5016,92198,73974,171188,1995,8.24,23.28
93143,19467,20559,1092,5051,14417,Brazil,0.3877,0.0364,31467,33435,1968,12704.0,18762,356664,6814,115362,241302,363478,1995,0.2475,0.2081
65849,9591,11988,2397,5342,4249,Burkina Faso,3.57,0.2659,11648,16602,4954,6874.0,4773,173382,17462,100490,72891,190843,1995,0.8369,1.65
9939,1877,2580,704,826,1051,Burundi,2.45,0.5266,14281,16581,2300,7838.0,6443,70073,4961,35677,34396,75034,1995,0.9801,1.53
69892,16677,19837,3161,8219,8456,C?te d'Ivoire,5.08568,0.794778,56005,63597,7593,30559.0,25447,401570,19492,213798,187773,421062,1995,1.59783,3.05912
48141,9527,12348,2821,5029,4498,Cameroon,4.34,0.7902,48346,55171,6825,27666.0,20680,291540,16941,163613,127927,308480,1995,1.52,2.88
545,78,99,21,44,34,Cape Verde,1.3,0.2122,344,387,43,190.0,154,2259,139,1279,980,2397,1995,0.7728,1.24
20401,4817,6057,1239,2714,2104,Central African Republic,7.81,1.34,20274,23429,3155,11715.0,8559,133606,8031,77552,56054,141637,1995,2.61,5.12
15162,2538,3401,863,1363,1175,Chad,2.14,0.4154,12623,14975,2352,7330.0,5293,70069,5778,39960,30109,75847,1995,0.7104,1.39
6190,1354,1530,176,637,717,Colombia,0.1823,0.0264,5235,5573,338,1307.0,3928,37772,1174,16564,21208,38946,1995,0.1405,0.1385
698,107,114,7,29,78,Costa Rica,0.1174,0.0168,305,320,14,89.0,216,2264,52,661,1603,2316,1995,0.0959,0.0606
164,48,50,1,8,40,Cuba,0.0177,0.0033,214,218,4,49.0,165,1184,12,260,924,1196,1995,0.0069,0.004
221044,22186,26948,4762,11074,11112,Democratic Republic of the Congo,1.78,0.2292,43490,53939,10449,25181.0,18309,365849,36519,200928,164921,402368,1995,0.4627,0.885
200,74,105,31,31,43,Djibouti,1.46,0.4444,1433,1569,135,726.0,708,4941,241,2349,2593,5182,1995,0.7604,1.05
4380,1558,1933,374,848,710,Dominican Republic,1.68,0.3223,12351,13129,779,5174.0,7177,67859,1851,34706,33152,69710,1995,1.28,1.76
4033,665,729,64,181,485,Ecuador,0.3006,0.0458,2619,2753,133,766.0,1853,18171,419,5349,12822,18590,1995,0.2718,0.1656
98,19,21,2,4,15,Egypt,0.0021,0.0005,145,151,5,40.0,106,657,13,171,485,669,1995,0.0022,0.0012
1637,244,269,25,63,181,El Salvador,0.2632,0.0497,1301,1361,60,398.0,903,7195,168,2111,5084,7363,1995,0.2668,0.1471
607,117,143,27,61,56,Equatorial Guinea,1.1,0.2076,474,553,78,262.0,212,2639,242,1444,1195,2881,1995,0.3298,0.6578
964,242,357,115,159,82,Eritrea,1.32,0.2728,1880,2206,326,1278.0,602,9535,820,6457,3079,10355,1995,0.3855,1.1
1829,455,591,136,303,152,Gabon,2.76,0.6724,3717,4038,321,2596.0,1121,16545,714,11477,5068,17259,1995,0.7751,2.55
489,80,110,30,42,38,Gambia,0.6299,0.197,981,1078,96,568.0,413,3294,190,1878,1417,3484,1995,0.2496,0.4677
203,42,44,1,9,33,Georgia,0.0361,0.0069,186,189,3,74.0,112,1010,8,370,640,1018,1995,0.0107,0.0158
53313,8709,10631,1922,4499,4210,Ghana,2.56,0.4092,32936,37608,4672,18762.0,14173,222442,12768,124854,97589,235210,1995,0.8153,1.61
1834,515,517,2,91,424,Greece,0.1308,0.0125,684,685,1,119.0,565,7799,21,1423,6376,7821,1995,0.1044,0.0363
303,73,84,12,11,62,Guatemala,0.0941,0.0301,1382,1422,40,302.0,1081,4510,65,872,3638,4575,1995,0.13,0.0407
5094,1512,2090,579,875,636,Guinea,1.49,0.2996,11137,12856,1718,6800.0,4337,58928,3526,35635,23293,62454,1995,0.5066,1.14
80,29,40,11,16,12,Guyana,0.5159,0.1463,544,579,35,272.0,272,1954,68,1097,857,2022,1995,0.3821,0.6477
24410,6102,7462,1360,2993,3112,Haiti,4.61769,0.790498,28241,31555,3314,15897.0,12344,180699,8091,98019,82678,188788,1995,1.55847,3.72974
16634,2501,3000,498,1166,1335,Honduras,1.85,0.1176,2887,3764,877,1436.0,1451,49112,3436,24479,24633,52548,1995,0.9264,1.33
26,27,31,4,5,22,Indonesia,0.0033,0.0018,1795,1813,18,321.0,1473,3478,25,644,2835,3504,1995,0.007,0.0021
1099,181,210,30,100,81,Iran (Islamic Republic of),0.015,0.0036,1061,1141,80,471.0,590,4660,330,2398,2262,4990,1995,0.004,0.0074
4,9,10,1,2,7,Italy,0.0124,0.0094,2803,2805,3,785.0,2017,3684,2,1017,2667,3686,1995,0.0179,0.0103
2521,754,842,87,253,501,Jamaica,2.03,0.2616,3136,3286,149,1233.0,1903,25560,361,9517,16043,25921,1995,1.79,1.49
84,24,25,1,1,23,Kazakhstan,0.0133,0.0043,371,374,3,47.0,323,1169,5,125,1045,1175,1995,0.0081,0.0021
222167,47059,64680,17623,23431,23627,Kenya,12.5913,1.8043,186575,229244,42669,102004.0,84571,1538240,113602,827531,710709,1651840,1995,6.95648,13.0764
17,4,5,0,1,3,Kyrgyzstan,0.0085,0.0026,59,61,1,16.0,43,206,3,53,153,209,1995,0.0043,0.0029
128,103,107,4,30,73,Latvia,0.3554,0.0506,610,617,7,183.0,427,4387,12,1328,3059,4399,1995,0.3924,0.2586
7850,1934,2512,578,946,988,Lesotho,11.46,3.46,25411,27173,1762,14115.0,11296,95976,3276,51509,44468,99252,1995,5.63,8.69
1959,510,730,220,263,247,Liberia,1.82,0.3483,3343,3936,593,1912.0,1431,19112,1273,10845,8267,20385,1995,0.652,2.07
579,202,318,117,93,109,Madagascar,0.2333,0.0735,4431,4860,429,2157.0,2274,14661,727,7110,7551,15389,1995,0.2025,0.2615
159817,27860,36563,8703,15395,12465,Malawi,15.35,2.4,91879,113403,21524,52760.0,39119,717525,57705,417442,300083,775230,1995,3.81,9.96
8051,3407,3418,11,53,3354,Malaysia,0.5962,0.1131,13303,13335,31,359.0,12944,74478,52,1455,73024,74530,1995,0.5164,0.0171
27500,5071,6405,1335,2764,2307,Mali,2.16,0.183,7850,10815,2964,4553.0,3297,101000,9966,57519,43481,110966,1995,0.5559,1.09
881,179,235,56,93,87,Mauritania,0.5577,0.1098,1157,1303,145,609.0,548,6223,354,3311,2912,6577,1995,0.3682,0.5858
11060,3401,3630,228,453,2948,Mexico,0.2851,0.0281,13343,13795,452,1891.0,11452,141711,1100,21227,120484,142811,1995,0.3584,0.0886
0,0,0,0,0,0,Mongolia,0.0001,0.0,1,1,0,0.0,0,2,0,0,1,2,1995,0.0002,0.0001
453,114,134,19,70,45,Morocco,0.0308,0.0067,899,944,44,575.0,325,4285,114,2776,1509,4399,1995,0.0152,0.0408
48207,8294,10976,2683,3651,4642,Mozambique,4.07702,0.951042,59209,67215,8005,33995.0,25215,277552,16410,147191,130361,293962,1995,1.8349,2.68359
2236,1852,1991,138,236,1617,Myanmar,0.3726,0.0846,18319,18856,537,4229.0,14089,83118,881,14550,68568,84000,1995,0.6363,0.2061
3981,1235,1693,458,698,537,Namibia,9.08,3.01,22052,23459,1407,12896.0,9155,75111,2490,43849,31262,77601,1995,4.14,7.65
20,9,13,4,2,7,Nepal,0.0131,0.0072,746,768,22,198.0,549,1407,27,371,1036,1435,1995,0.0084,0.0056
3116,351,414,63,179,171,Nicaragua,0.3576,0.0529,1110,1225,115,364.0,746,7966,527,3718,4248,8493,1995,0.2498,0.2521
3412,755,1093,338,322,432,Niger,0.7494,0.1692,6782,7796,1013,3270.0,3513,31793,1950,15097,16697,33743,1995,0.5781,0.7389
302840,56242,70230,13993,26012,30221,Nigeria,2.87815,0.55899,286831,323821,36986,162956.0,123872,1590860,83266,856529,734328,1674120,1995,0.988834,1.88244
1286,191,210,19,41,150,Pakistan,0.0074,0.0012,716,764,48,190.0,526,4586,137,1163,3423,4723,1995,0.0027,0.0021
976,303,335,32,82,222,Panama,0.6811,0.0683,965,1026,61,281.0,684,10135,177,2958,7177,10312,1995,0.6691,0.4117
456,157,214,58,72,85,Papua New Guinea,0.3473,0.1008,2465,2708,243,1314.0,1151,8876,458,4520,4356,9334,1995,0.169,0.2672
1159,200,220,21,50,150,Paraguay,0.2368,0.0423,957,999,42,273.0,684,5650,118,1571,4079,5769,1995,0.2189,0.1277
26931,3815,4082,266,1010,2805,Peru,0.4709,0.0369,4446,4916,470,1310.0,3136,60643,2217,17451,43192,62860,1995,0.3004,0.1812
41,13,16,3,6,7,Philippines,0.0023,0.0008,259,269,10,92.0,167,810,21,324,486,830,1995,0.0023,0.002
77,38,40,2,10,28,Republic of Moldova,0.08123,0.027514,777,785,7,212.0,566,2347,13,634,1713,2360,1995,0.040346,0.030344
53777,9476,11414,1938,5033,4442,Rwanda,6.25,0.5949,14956,19175,4219,8750.0,6207,177038,16028,99627,77411,193066,1995,1.4,2.83
2867,436,586,150,228,208,Senegal,0.3742,0.0839,3143,3563,419,1740.0,1403,14799,1017,8175,6623,15816,1995,0.2405,0.3984
92,45,78,33,24,21,Sierra Leone,0.214,0.0818,1488,1613,125,854.0,634,3938,181,2250,1688,4120,1995,0.1016,0.2884
768,234,340,105,99,136,Somalia,0.373,0.0918,2719,3031,311,1272.0,1448,11479,562,5195,6283,12040,1995,0.1945,0.2309
66896,27894,38588,10694,14149,13745,South Africa,7.91,2.7,597443,631917,34474,336969.0,260475,1919350,58401,1071130,848219,1977750,1995,3.69,10.54
1231,495,761,265,278,217,South Sudan,1.11,0.3022,7750,8592,842,4482.0,3269,29814,1492,17267,12547,31306,1995,0.4794,0.9244
16726,6148,6154,6,1428,4719,Spain,0.461,0.0302,6371,6373,2,1246.0,5126,103964,495,24321,79644,104459,1995,0.3717,0.1671
13,4,4,0,1,3,Sri Lanka,0.0019,0.0006,63,64,1,17.0,46,192,2,51,142,195,1995,0.0022,0.0012
864,177,239,62,89,88,Sudan,0.0558,0.0113,1260,1426,166,669.0,591,6576,388,3595,2981,6964,1995,0.0359,0.0622
80,27,31,4,6,21,Suriname,0.5371,0.1323,300,311,10,141.0,159,1268,19,477,791,1287,1995,0.4777,0.4933
3561,1022,1543,521,519,503,Swaziland,15.74,4.66,16386,17921,1534,9506.0,6880,65729,2777,37123,28606,68506,1995,7.49,17.38
85,23,29,5,10,13,Tajikistan,0.0545,0.0184,482,500,19,212.0,269,1473,35,673,800,1508,1995,0.0216,0.033
18634,19129,20102,974,2729,16400,Thailand,1.93,0.213,67858,70578,2720,23065.0,44794,636536,5826,125585,510951,642361,1995,2.85,1.29
8315,1847,2471,624,1025,823,Togo,3.21,0.7065,13596,15493,1898,8004.0,5591,66823,4242,38968,27855,71065,1995,1.21,2.29
970,197,205,8,43,154,Trinidad and Tobago,0.7531,0.121,808,824,16,282.0,525,5278,43,1605,3673,5322,1995,0.6377,0.4801
