AIDS Orphans,AIDS-Related Deaths.Adults,AIDS-Related Deaths.All Ages,AIDS-Related Deaths.Children,AIDS-Related Deaths.Female Adults,AIDS-Related Deaths.Male Adults,Country,HIV Prevalence.Adults,Incidence Rate Among Adults,New HIV Infections.Adults,New HIV Infections.All Ages,New HIV Infections.Children,New HIV Infections.Female Adults,New HIV Infections.Male Adults,People Living with HIV.Adults,People Living with HIV.Children,People Living with HIV.Female Adults,People Living with HIV.Male Adults,Total,Year,Young Men,Young Women
5801,891,1191,299,486,406,Senegal,0.6641,0.1293,5440,6233,793,3051.0,2390,29546,2013,16699,12847,31558,1999,0.4181,0.705
650,257,390,133,138,119,Sierra Leone,0.7402,0.209,3933,4359,426,2274.0,1659,14599,751,8465,6135,15351,1999,0.3105,0.9394
3287,718,940,222,318,400,Somalia,0.592,0.0868,2834,3380,547,1402.0,1432,20417,1324,9680,10736,21741,1999,0.2295,0.3103
351774,120900,150222,29323,63676,57224,South Africa,17.11,3.5,768482,840359,71878,434347.0,334135,4578130,165958,2595690,1982440,4744090,1999,6.6,20.55
6853,2025,2696,671,1148,877,South Sudan,2.19,0.4361,12847,14620,1774,7418.0,5429,70146,4088,40736,29410,74234,1999,0.775,1.53
17071,1208,1214,5,250,959,Spain,0.4603,0.0142,3076,3078,2,598.0,2478,112083,433,25764,86319,112516,1999,0.2289,0.0989
34,12,13,1,3,9,Sri Lanka,0.0046,0.001,103,105,3,30.0,73,491,6,138,352,497,1999,0.0051,0.003
2141,393,511,117,205,188,Sudan,0.0938,0.0178,2241,2532,290,1114.0,1127,12348,769,6505,5842,13116,1999,0.0615,0.0936
272,78,88,10,27,51,Suriname,1.03,0.1921,472,495,23,230.0,242,2656,55,1193,1463,2711,1999,0.7243,1.03
17458,3679,4725,1046,1930,1750,Swaziland,23.97,4.03,14193,16490,2297,8268.0,5925,113498,6103,65257,48242,119601,1999,8.38,22.28
398,98,113,14,42,56,Tajikistan,0.1398,0.0327,936,976,40,359.0,577,4197,94,1785,2413,4291,1999,0.0499,0.068
98708,44604,46165,1561,8861,35743,Thailand,1.81,0.0942,31818,35091,3273,16286.0,15531,635488,11612,171786,463702,647099,1999,1.22,1.31
22422,4257,5400,1142,2441,1817,Togo,4.62,0.6872,14718,17598,2881,8666.0,6052,109488,8098,64742,44746,117585,1999,1.46,2.87
1558,341,354,12,96,245,Trinidad and Tobago,0.9603,0.1189,841,864,23,357.0,484,7214,74,2567,4647,7288,1999,0.674,0.6418
890685,76101,92071,15970,38754,37347,Uganda,8.36,0.5065,43693,68981,25289,25186.0,18506,860357,135696,465304,395053,996054,1999,1.32,2.5
5774,3243,3383,140,823,2420,Ukraine,0.5533,0.136,35181,35525,345,12659.0,22522,145641,726,43409,102232,146366,1999,0.6806,0.4158
482207,70188,86589,16401,39781,30407,United Republic of Tanzania,7.82,0.7514,101616,133858,32242,58195.0,43421,1215030,116367,703098,511935,1331400,1999,1.89,3.77
612,100,109,9,30,70,Uruguay,0.3455,0.0474,783,797,14,155.0,628,6040,80,1690,4350,6120,1999,0.3277,0.1532
612,188,208,20,37,151,Uzbekistan,0.1021,0.0423,5280,5351,71,1170.0,4110,13307,116,2920,10387,13423,1999,0.0595,0.0314
2443,991,1101,110,233,758,Venezuela (Bolivarian Republic of),0.3269,0.0553,6859,7151,292,2290.0,4569,42340,617,12477,29863,42957,1999,0.3376,0.2224
1588,1376,1471,95,155,1221,Viet Nam,0.1888,0.059,24271,24585,313,3929.0,20343,79841,491,10744,69097,80332,1999,0.3823,0.0903
1374,123,140,17,31,92,Yemen,0.0337,0.0046,332,367,35,107.0,225,2634,124,743,1891,2758,1999,0.0279,0.0162
383750,49957,61931,11974,27730,22227,Zambia,15.61,1.69,68613,91412,22800,38768.0,29844,800958,87804,456577,344381,888762,1999,3.99,7.68
527832,94725,110003,15278,51921,42804,Zimbabwe,24.9325,2.29909,102725,129845,27120,57376.0,45348,1586180,110310,895358,690824,1696490,1999,6.64607,12.6817
773,82,93,11,20,62,Afghanistan,0.0194,0.0031,264,284,21,71.0,192,1821,60,495,1326,1881,2000,0.0066,0.0054
663,92,98,6,28,65,Algeria,0.0133,0.0022,372,384,13,145.0,227,2328,43,831,1498,2372,2000,0.0105,0.0092
32087,4633,6078,1445,2644,1989,Angola,1.5,0.243,17231,20849,3618,10108.0,7124,114171,9980,67129,47043,124152,2000,0.4603,0.907
9197,1353,1448,95,406,947,Argentina,0.3222,0.0296,5475,5639,164,1613.0,3862,65175,952,20003,45172,66127,2000,0.217,0.14
5966,658,659,1,46,612,Australia,0.1356,0.0102,1018,1018,0,102.0,916,15279,12,1247,14032,15291,2000,0.0952,0.0163
94,32,34,2,9,23,Azerbaijan,0.0298,0.0082,382,387,5,115.0,267,1443,10,430,1012,1453,2000,0.0134,0.0112
1626,312,317,6,88,224,Bahamas,3.05,0.2913,459,464,5,143.0,316,5286,31,1613,3673,5317,2000,2.13,1.4
168,45,48,2,9,36,Bangladesh,0.0013,0.0005,368,378,10,76.0,292,1038,19,214,824,1057,2000,0.0008,0.0004
125,103,107,4,34,69,Belarus,0.0983,0.0299,1656,1664,9,600.0,1056,5551,44,1998,3553,5595,2000,0.0396,0.0519
97,25,33,8,10,15,Belize,1.13,0.3427,413,438,25,210.0,203,1441,45,665,777,1487,2000,0.9538,1.2
