attributes_bats,attributes_height,attributes_throws,attributes_weight,batting,birth_city,birth_country,birth_day,birth_month,birth_state,birth_year,fielding,name,pitching,salaries
R,74,R,186,"[{'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1972}, {'runs': 1, 'hits': 1, 'at bats': 14, 'year': 1973}, {'runs': 0, 'hits': 1, 'at bats': 15, 'year': 1974}, {'runs': 0, 'hits': 2, 'at bats': 15, 'year': 1975}, {'runs': 0, 'hits': 1, 'at bats': 7, 'year': 1976}, {'runs': 1, 'hits': 1, 'at bats': 4, 'year': 1977}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1978}, {'runs': 0, 'hits': 2, 'at bats': 13, 'year': 1979}, {'runs': 0, 'hits': 1, 'at bats': 11, 'year': 1980}, {'runs': 0, 'hits': 2, 'at bats': 2, 'year': 1981}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1982}, {'runs': 0, 'hits': 1, 'at bats': 7, 'year': 1983}]",La Vega,D.R.,10,6,La Vega,1950,"[{'assists': 2, 'year': 1972, 'errors': 0, 'putouts': 0}, {'assists': 12, 'year': 1973, 'errors': 0, 'putouts': 7}, {'assists': 14, 'year': 1974, 'errors': 3, 'putouts': 4}, {'assists': 14, 'year': 1975, 'errors': 2, 'putouts': 3}, {'assists': 10, 'year': 1976, 'errors': 2, 'putouts': 1}, {'assists': 9, 'year': 1977, 'errors': 0, 'putouts': 3}, {'assists': 15, 'year': 1978, 'errors': 0, 'putouts': 9}, {'assists': 8, 'year': 1979, 'errors': 2, 'putouts': 8}, {'assists': 13, 'year': 1980, 'errors': 1, 'putouts': 4}, {'assists': 8, 'year': 1981, 'errors': 0, 'putouts': 3}, {'assists': 13, 'year': 1982, 'errors': 0, 'putouts': 3}, {'assists': 5, 'year': 1983, 'errors': 0, 'putouts': 7}]",Elias Sosa,"[{'wins': 0, 'hits': 10, 'losses': 1, 'games': 8, 'year': 1972}, {'wins': 10, 'hits': 95, 'losses': 4, 'games': 71, 'year': 1973}, {'wins': 9, 'hits': 94, 'losses': 7, 'games': 68, 'year': 1974}, {'wins': 2, 'hits': 92, 'losses': 5, 'games': 57, 'year': 1975}, {'wins': 6, 'hits': 71, 'losses': 8, 'games': 45, 'year': 1976}, {'wins': 2, 'hits': 42, 'losses': 2, 'games': 44, 'year': 1977}, {'wins': 8, 'hits': 106, 'losses': 2, 'games': 68, 'year': 1978}, {'wins': 8, 'hits': 77, 'losses': 7, 'games': 62, 'year': 1979}, {'wins': 9, 'hits': 104, 'losses': 6, 'games': 67, 'year': 1980}, {'wins': 1, 'hits': 46, 'losses': 2, 'games': 32, 'year': 1981}, {'wins': 3, 'hits': 64, 'losses': 3, 'games': 38, 'year': 1982}, {'wins': 1, 'hits': 72, 'losses': 4, 'games': 41, 'year': 1983}]",[]
R,75,R,195,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1977}]",La Mesa,USA,11,11,CA,1956,"[{'assists': 15, 'year': 1977, 'errors': 2, 'putouts': 9}]",Jeffrey Alan Byrd,"[{'wins': 2, 'hits': 98, 'losses': 13, 'games': 17, 'year': 1977}]",[]
R,74,R,180,"[{'runs': 0, 'hits': 0, 'at bats': 19, 'year': 2000}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 2001}]",Tenares,D.R.,28,11,Hermanas Mirabal,1972,"[{'assists': 3, 'year': 2000, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 2001, 'errors': 0, 'putouts': 0}]",Geraldo Moreno Guzman,"[{'wins': 5, 'hits': 66, 'losses': 4, 'games': 13, 'year': 2000}, {'wins': 0, 'hits': 7, 'losses': 0, 'games': 4, 'year': 2001}]",[]
R,75,R,215,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2013}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2014}]",Paducah,USA,18,8,KY,1989,"[{'assists': 0, 'year': 2013, 'errors': 0, 'putouts': 0}, {'assists': 7, 'year': 2014, 'errors': 3, 'putouts': 3}]",Robert McDaniel Webb,"[{'wins': 0, 'hits': 9, 'losses': 0, 'games': 9, 'year': 2013}, {'wins': 6, 'hits': 59, 'losses': 5, 'games': 57, 'year': 2014}]","[{'salary': 500000, 'year': 2014}]"
R,74,R,200,"[{'runs': 18, 'hits': 50, 'at bats': 206, 'year': 1998}, {'runs': 2, 'hits': 8, 'at bats': 20, 'year': 1999}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 2000}, {'runs': 8, 'hits': 14, 'at bats': 58, 'year': 2001}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 2002}, {'runs': 13, 'hits': 26, 'at bats': 94, 'year': 2003}, {'runs': 4, 'hits': 4, 'at bats': 38, 'year': 2004}]",Pimentel,D.R.,15,10,Duarte,1973,"[{'assists': 225, 'year': 1998, 'errors': 15, 'putouts': 102}, {'assists': 16, 'year': 1999, 'errors': 0, 'putouts': 11}, {'assists': 38, 'year': 2001, 'errors': 1, 'putouts': 27}, {'assists': 47, 'year': 2003, 'errors': 1, 'putouts': 91}, {'assists': 15, 'year': 2004, 'errors': 3, 'putouts': 20}]",Mendy Lopez,[],"[{'salary': 800000, 'year': 1998}]"
B,71,L,180,"[{'runs': 1, 'hits': 3, 'at bats': 11, 'year': 1934}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1936}, {'runs': 1, 'hits': 2, 'at bats': 14, 'year': 1937}]",Baltimore,USA,7,5,MD,1906,"[{'assists': 8, 'year': 1934, 'errors': 0, 'putouts': 6}, {'assists': 16, 'year': 1936, 'errors': 0, 'putouts': 2}, {'assists': 17, 'year': 1937, 'errors': 1, 'putouts': 3}]",Sydney Harry Cohen,"[{'wins': 1, 'hits': 25, 'losses': 1, 'games': 3, 'year': 1934}, {'wins': 0, 'hits': 44, 'losses': 2, 'games': 19, 'year': 1936}, {'wins': 2, 'hits': 64, 'losses': 4, 'games': 33, 'year': 1937}]",[]
L,67,R,162,"[{'runs': 7, 'hits': 11, 'at bats': 47, 'year': 1934}, {'runs': 1, 'hits': 3, 'at bats': 10, 'year': 1935}]",Somerville,USA,12,8,MA,1909,"[{'assists': 1, 'year': 1934, 'errors': 0, 'putouts': 20}, {'assists': 0, 'year': 1935, 'errors': 0, 'putouts': 2}]",Arthur William Graham,[],[]
R,69,R,170,"[{'runs': 30, 'hits': 107, 'at bats': 369, 'year': 1981}, {'runs': 21, 'hits': 51, 'at bats': 182, 'year': 1982}, {'runs': 55, 'hits': 132, 'at bats': 556, 'year': 1983}, {'runs': 0, 'hits': 2, 'at bats': 16, 'year': 1985}, {'runs': 33, 'hits': 69, 'at bats': 284, 'year': 1986}, {'runs': 6, 'hits': 14, 'at bats': 55, 'year': 1987}]",Santurce,P.R.,12,1,,1956,"[{'assists': 290, 'year': 1981, 'errors': 13, 'putouts': 229}, {'assists': 134, 'year': 1982, 'errors': 6, 'putouts': 99}, {'assists': 414, 'year': 1983, 'errors': 11, 'putouts': 335}, {'assists': 14, 'year': 1985, 'errors': 1, 'putouts': 7}, {'assists': 175, 'year': 1986, 'errors': 10, 'putouts': 143}, {'assists': 44, 'year': 1987, 'errors': 3, 'putouts': 40}]",Juan Guillermo Bonilla,[],"[{'salary': 120000, 'year': 1986}]"
R,74,R,172,"[{'runs': 0, 'hits': 0, 'at bats': 7, 'year': 1924}, {'runs': 4, 'hits': 6, 'at bats': 44, 'year': 1925}, {'runs': 0, 'hits': 2, 'at bats': 12, 'year': 1926}, {'runs': 1, 'hits': 2, 'at bats': 19, 'year': 1929}]",Oak Grove,USA,14,8,AL,1899,"[{'assists': 6, 'year': 1924, 'errors': 0, 'putouts': 1}, {'assists': 28, 'year': 1925, 'errors': 1, 'putouts': 4}, {'assists': 11, 'year': 1926, 'errors': 0, 'putouts': 1}, {'assists': 9, 'year': 1929, 'errors': 0, 'putouts': 0}]",Kyle Graham,"[{'wins': 0, 'hits': 33, 'losses': 4, 'games': 5, 'year': 1924}, {'wins': 7, 'hits': 177, 'losses': 12, 'games': 34, 'year': 1925}, {'wins': 3, 'hits': 54, 'losses': 3, 'games': 15, 'year': 1926}, {'wins': 1, 'hits': 70, 'losses': 3, 'games': 13, 'year': 1929}]",[]
B,71,R,165,"[{'runs': 6, 'hits': 9, 'at bats': 28, 'year': 1930}, {'runs': 32, 'hits': 60, 'at bats': 273, 'year': 1931}, {'runs': 19, 'hits': 50, 'at bats': 193, 'year': 1932}, {'runs': 26, 'hits': 41, 'at bats': 210, 'year': 1933}]",Santa Monica,USA,5,12,CA,1906,"[{'assists': 20, 'year': 1930, 'errors': 1, 'putouts': 19}, {'assists': 149, 'year': 1931, 'errors': 18, 'putouts': 91}, {'assists': 81, 'year': 1932, 'errors': 6, 'putouts': 50}, {'assists': 113, 'year': 1933, 'errors': 8, 'putouts': 105}]",Lindo Ivan Storti,[],[]
R,74,R,178,"[{'runs': 1, 'hits': 2, 'at bats': 8, 'year': 1989}]",Galveston,USA,21,10,TX,1966,"[{'assists': 0, 'year': 1989, 'errors': 0, 'putouts': 14}]",Kevin Wade Batiste,[],[]
L,75,L,190,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2014}]",Las Vegas,USA,12,7,NV,1990,"[{'assists': 3, 'year': 2014, 'errors': 0, 'putouts': 0}]",Chasen Dean Shreve,"[{'wins': 0, 'hits': 10, 'losses': 0, 'games': 15, 'year': 2014}]",[]
L,73,R,190,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2003}, {'runs': 0, 'hits': 0, 'at bats': 5, 'year': 2004}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2005}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2006}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2007}, {'runs': 1, 'hits': 3, 'at bats': 27, 'year': 2008}, {'runs': 3, 'hits': 8, 'at bats': 43, 'year': 2009}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 2010}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2011}]",Victoria,CAN,30,11,BC,1981,"[{'assists': 11, 'year': 2003, 'errors': 1, 'putouts': 5}, {'assists': 18, 'year': 2004, 'errors': 1, 'putouts': 15}, {'assists': 8, 'year': 2005, 'errors': 1, 'putouts': 12}, {'assists': 7, 'year': 2006, 'errors': 0, 'putouts': 6}, {'assists': 0, 'year': 2007, 'errors': 0, 'putouts': 3}, {'assists': 6, 'year': 2008, 'errors': 0, 'putouts': 9}, {'assists': 9, 'year': 2009, 'errors': 2, 'putouts': 7}, {'assists': 5, 'year': 2010, 'errors': 1, 'putouts': 5}, {'assists': 9, 'year': 2011, 'errors': 2, 'putouts': 4}]",James Richard Harden,"[{'wins': 5, 'hits': 72, 'losses': 4, 'games': 15, 'year': 2003}, {'wins': 11, 'hits': 171, 'losses': 7, 'games': 31, 'year': 2004}, {'wins': 10, 'hits': 93, 'losses': 5, 'games': 22, 'year': 2005}, {'wins': 4, 'hits': 31, 'losses': 0, 'games': 9, 'year': 2006}, {'wins': 1, 'hits': 18, 'losses': 2, 'games': 7, 'year': 2007}, {'wins': 10, 'hits': 96, 'losses': 2, 'games': 25, 'year': 2008}, {'wins': 9, 'hits': 122, 'losses': 9, 'games': 26, 'year': 2009}, {'wins': 5, 'hits': 91, 'losses': 5, 'games': 20, 'year': 2010}, {'wins': 4, 'hits': 87, 'losses': 4, 'games': 15, 'year': 2011}]","[{'salary': 23586500, 'year': 2005}]"
R,75,R,180,"[{'runs': 1, 'hits': 0, 'at bats': 4, 'year': 1975}, {'runs': 2, 'hits': 4, 'at bats': 31, 'year': 1976}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1978}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1979}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1980}]",Portland,USA,2,2,OR,1954,"[{'assists': 4, 'year': 1975, 'errors': 0, 'putouts': 2}, {'assists': 19, 'year': 1976, 'errors': 4, 'putouts': 13}, {'assists': 2, 'year': 1978, 'errors': 0, 'putouts': 0}, {'assists': 16, 'year': 1979, 'errors': 0, 'putouts': 4}, {'assists': 30, 'year': 1980, 'errors': 3, 'putouts': 8}]",Robert Alan Dressler,"[{'wins': 1, 'hits': 17, 'losses': 0, 'games': 3, 'year': 1975}, {'wins': 3, 'hits': 125, 'losses': 10, 'games': 25, 'year': 1976}, {'wins': 0, 'hits': 12, 'losses': 1, 'games': 3, 'year': 1978}, {'wins': 3, 'hits': 134, 'losses': 2, 'games': 21, 'year': 1979}, {'wins': 4, 'hits': 161, 'losses': 10, 'games': 30, 'year': 1980}]",[]
L,74,R,190,"[{'runs': 2, 'hits': 1, 'at bats': 10, 'year': 1964}]",Jackson,USA,21,12,TN,1942,"[{'assists': 16, 'year': 1964, 'errors': 0, 'putouts': 7}]",Frank Lane Charton,"[{'wins': 0, 'hits': 67, 'losses': 2, 'games': 25, 'year': 1964}]",[]
R,73,R,200,"[{'runs': 7, 'hits': 11, 'at bats': 38, 'year': 1997}, {'runs': 0, 'hits': 0, 'at bats': 10, 'year': 1998}, {'runs': 10, 'hits': 15, 'at bats': 54, 'year': 2000}]",Kirkland,USA,9,7,WA,1974,"[{'assists': 24, 'year': 1997, 'errors': 3, 'putouts': 9}, {'assists': 3, 'year': 1998, 'errors': 1, 'putouts': 5}, {'assists': 40, 'year': 2000, 'errors': 5, 'putouts': 13}]",Thomas John Evans,[],"[{'salary': 220000, 'year': 2000}]"
R,68,R,160,"[{'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1911}]",St. Paul,USA,6,12,MN,1886,"[{'assists': 5, 'year': 1911, 'errors': 3, 'putouts': 6}]",Peter Raymond Morse,[],[]
L,72,R,190,"[{'runs': 62, 'hits': 140, 'at bats': 446, 'year': 1937}, {'runs': 59, 'hits': 105, 'at bats': 388, 'year': 1938}, {'runs': 38, 'hits': 93, 'at bats': 233, 'year': 1939}, {'runs': 24, 'hits': 58, 'at bats': 240, 'year': 1940}, {'runs': 39, 'hits': 80, 'at bats': 324, 'year': 1941}, {'runs': 8, 'hits': 30, 'at bats': 128, 'year': 1946}, {'runs': 14, 'hits': 50, 'at bats': 158, 'year': 1947}, {'runs': 3, 'hits': 17, 'at bats': 74, 'year': 1948}]",Caroleen,USA,5,12,NC,1911,"[{'assists': 9, 'year': 1937, 'errors': 11, 'putouts': 225}, {'assists': 27, 'year': 1938, 'errors': 9, 'putouts': 295}, {'assists': 18, 'year': 1939, 'errors': 7, 'putouts': 276}, {'assists': 34, 'year': 1940, 'errors': 11, 'putouts': 244}, {'assists': 7, 'year': 1941, 'errors': 9, 'putouts': 189}, {'assists': 15, 'year': 1946, 'errors': 5, 'putouts': 89}, {'assists': 16, 'year': 1947, 'errors': 5, 'putouts': 111}, {'assists': 2, 'year': 1948, 'errors': 3, 'putouts': 64}]",Don Wilson Padgett,[],[]
L,70,R,167,"[{'runs': 4, 'hits': 10, 'at bats': 48, 'year': 1939}, {'runs': 52, 'hits': 128, 'at bats': 407, 'year': 1943}, {'runs': 56, 'hits': 137, 'at bats': 465, 'year': 1944}, {'runs': 32, 'hits': 65, 'at bats': 258, 'year': 1946}, {'runs': 26, 'hits': 53, 'at bats': 180, 'year': 1947}, {'runs': 28, 'hits': 88, 'at bats': 331, 'year': 1948}]",Greensboro,USA,10,2,NC,1915,"[{'assists': 0, 'year': 1939, 'errors': 0, 'putouts': 15}, {'assists': 122, 'year': 1943, 'errors': 9, 'putouts': 121}, {'assists': 216, 'year': 1944, 'errors': 18, 'putouts': 170}, {'assists': 3, 'year': 1946, 'errors': 2, 'putouts': 114}, {'assists': 2, 'year': 1947, 'errors': 1, 'putouts': 99}, {'assists': 9, 'year': 1948, 'errors': 6, 'putouts': 184}]",Elmer Ralph Hodgin,[],[]
L,73,L,210,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2005}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2006}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2007}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2008}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2009}, {'runs': 0, 'hits': 0, 'at bats': 4, 'year': 2010}, {'runs': 1, 'hits': 1, 'at bats': 4, 'year': 2011}, {'runs': 0, 'hits': 0, 'at bats': 5, 'year': 2012}, {'runs': 1, 'hits': 1, 'at bats': 8, 'year': 2013}, {'runs': 1, 'hits': 0, 'at bats': 2, 'year': 2014}]",Newport Beach,USA,18,11,CA,1980,"[{'assists': 10, 'year': 2005, 'errors': 0, 'putouts': 2}, {'assists': 7, 'year': 2006, 'errors': 0, 'putouts': 0}, {'assists': 12, 'year': 2007, 'errors': 1, 'putouts': 4}, {'assists': 8, 'year': 2008, 'errors': 1, 'putouts': 4}, {'assists': 15, 'year': 2009, 'errors': 2, 'putouts': 1}, {'assists': 25, 'year': 2010, 'errors': 2, 'putouts': 8}, {'assists': 23, 'year': 2011, 'errors': 1, 'putouts': 6}, {'assists': 33, 'year': 2012, 'errors': 2, 'putouts': 7}, {'assists': 24, 'year': 2013, 'errors': 1, 'putouts': 9}, {'assists': 22, 'year': 2014, 'errors': 3, 'putouts': 9}]",Christopher John Wilson,"[{'wins': 1, 'hits': 63, 'losses': 7, 'games': 24, 'year': 2005}, {'wins': 2, 'hits': 39, 'losses': 4, 'games': 44, 'year': 2006}, {'wins': 2, 'hits': 50, 'losses': 1, 'games': 66, 'year': 2007}, {'wins': 2, 'hits': 49, 'losses': 2, 'games': 50, 'year': 2008}, {'wins': 5, 'hits': 66, 'losses': 6, 'games': 74, 'year': 2009}, {'wins': 15, 'hits': 161, 'losses': 8, 'games': 33, 'year': 2010}, {'wins': 16, 'hits': 191, 'losses': 7, 'games': 34, 'year': 2011}, {'wins': 13, 'hits': 181, 'losses': 10, 'games': 34, 'year': 2012}, {'wins': 17, 'hits': 200, 'losses': 7, 'games': 33, 'year': 2013}, {'wins': 13, 'hits': 169, 'losses': 10, 'games': 31, 'year': 2014}]","[{'salary': 51089503, 'year': 2006}]"
R,74,R,190,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1943}]",Bridgton,USA,12,6,ME,1922,"[{'assists': 1, 'year': 1943, 'errors': 0, 'putouts': 0}]",James Royal Mains,"[{'wins': 0, 'hits': 9, 'losses': 1, 'games': 1, 'year': 1943}]",[]
R,73,R,190,"[{'runs': 0, 'hits': 3, 'at bats': 9, 'year': 1960}, {'runs': 0, 'hits': 1, 'at bats': 12, 'year': 1962}]",West Allis,USA,24,9,WI,1931,"[{'assists': 0, 'year': 1960, 'errors': 0, 'putouts': 10}, {'assists': 1, 'year': 1962, 'errors': 0, 'putouts': 4}]",Michael Krsnich,[],[]
R,69,R,165,"[{'runs': 0, 'hits': 0, 'at bats': 10, 'year': 1913}]",Buckley,USA,14,4,IL,1884,"[{'assists': 12, 'year': 1913, 'errors': 0, 'putouts': 1}]",William Ferdinand Luhrsen,"[{'wins': 3, 'hits': 25, 'losses': 1, 'games': 5, 'year': 1913}]",[]
R,73,R,180,"[{'runs': 0, 'hits': 2, 'at bats': 12, 'year': 1946}, {'runs': 8, 'hits': 38, 'at bats': 163, 'year': 1948}, {'runs': 4, 'hits': 14, 'at bats': 60, 'year': 1949}]",Coldwater,USA,2,10,OH,1921,"[{'assists': 0, 'year': 1946, 'errors': 0, 'putouts': 16}, {'assists': 19, 'year': 1948, 'errors': 4, 'putouts': 109}, {'assists': 9, 'year': 1949, 'errors': 1, 'putouts': 55}]",Ralph Richard Weigel,[],[]
L,69,L,175,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1979}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1980}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1983}, {'runs': 2, 'hits': 1, 'at bats': 15, 'year': 1986}, {'runs': 2, 'hits': 5, 'at bats': 45, 'year': 1987}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1988}]",Ottawa,USA,9,7,IL,1956,"[{'assists': 5, 'year': 1979, 'errors': 0, 'putouts': 1}, {'assists': 1, 'year': 1980, 'errors': 0, 'putouts': 1}, {'assists': 0, 'year': 1983, 'errors': 0, 'putouts': 1}, {'assists': 9, 'year': 1986, 'errors': 1, 'putouts': 1}, {'assists': 21, 'year': 1987, 'errors': 0, 'putouts': 3}, {'assists': 4, 'year': 1988, 'errors': 0, 'putouts': 1}]",Guy Alan Hoffman,"[{'wins': 0, 'hits': 30, 'losses': 5, 'games': 24, 'year': 1979}, {'wins': 1, 'hits': 38, 'losses': 0, 'games': 23, 'year': 1980}, {'wins': 1, 'hits': 14, 'losses': 0, 'games': 11, 'year': 1983}, {'wins': 6, 'hits': 92, 'losses': 2, 'games': 32, 'year': 1986}, {'wins': 9, 'hits': 160, 'losses': 10, 'games': 36, 'year': 1987}, {'wins': 0, 'hits': 22, 'losses': 0, 'games': 11, 'year': 1988}]","[{'salary': 75000, 'year': 1987}]"
,0,,0,"[{'runs': 19, 'hits': 22, 'at bats': 117, 'year': 1884}]",St. Louis,USA,0,0,MO,0,"[{'assists': 46, 'year': 1884, 'errors': 35, 'putouts': 124}]",Edward J. McKenna,[],[]
L,75,R,205,"[{'runs': 19, 'hits': 22, 'at bats': 88, 'year': 1948}, {'runs': 56, 'hits': 75, 'at bats': 304, 'year': 1949}, {'runs': 60, 'hits': 88, 'at bats': 356, 'year': 1950}, {'runs': 38, 'hits': 66, 'at bats': 252, 'year': 1951}, {'runs': 26, 'hits': 38, 'at bats': 193, 'year': 1952}]",Sutherland,USA,13,3,NE,1922,"[{'assists': 4, 'year': 1948, 'errors': 2, 'putouts': 42}, {'assists': 14, 'year': 1949, 'errors': 6, 'putouts': 228}, {'assists': 8, 'year': 1950, 'errors': 10, 'putouts': 183}, {'assists': 4, 'year': 1951, 'errors': 2, 'putouts': 136}, {'assists': 3, 'year': 1952, 'errors': 3, 'putouts': 86}]",Clifford Franklin Mapes,[],[]
R,73,R,210,"[{'runs': 2, 'hits': 16, 'at bats': 93, 'year': 1945}]",Laurel,USA,4,9,MS,1912,"[{'assists': 35, 'year': 1945, 'errors': 1, 'putouts': 108}]",Fred James Walters,[],[]
R,73,R,200,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1994}, {'runs': 0, 'hits': 0, 'at bats': 7, 'year': 1995}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1997}, {'runs': 0, 'hits': 1, 'at bats': 6, 'year': 1998}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1999}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2000}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2001}]",Ozone Park,USA,4,2,NY,1970,"[{'assists': 1, 'year': 1994, 'errors': 0, 'putouts': 0}, {'assists': 2, 'year': 1995, 'errors': 0, 'putouts': 3}, {'assists': 5, 'year': 1997, 'errors': 0, 'putouts': 5}, {'assists': 11, 'year': 1998, 'errors': 2, 'putouts': 11}, {'assists': 8, 'year': 1999, 'errors': 0, 'putouts': 3}, {'assists': 5, 'year': 2000, 'errors': 1, 'putouts': 7}, {'assists': 5, 'year': 2001, 'errors': 0, 'putouts': 1}]",John Vincent Frascatore,"[{'wins': 0, 'hits': 7, 'losses': 1, 'games': 1, 'year': 1994}, {'wins': 1, 'hits': 39, 'losses': 1, 'games': 14, 'year': 1995}, {'wins': 5, 'hits': 74, 'losses': 2, 'games': 59, 'year': 1997}, {'wins': 3, 'hits': 95, 'losses': 4, 'games': 69, 'year': 1998}, {'wins': 8, 'hits': 73, 'losses': 5, 'games': 59, 'year': 1999}, {'wins': 2, 'hits': 87, 'losses': 4, 'games': 60, 'year': 2000}, {'wins': 1, 'hits': 16, 'losses': 0, 'games': 12, 'year': 2001}]","[{'salary': 1440000, 'year': 1997}]"
R,70,R,175,"[{'runs': 15, 'hits': 27, 'at bats': 126, 'year': 1928}, {'runs': 42, 'hits': 93, 'at bats': 342, 'year': 1929}, {'runs': 44, 'hits': 113, 'at bats': 356, 'year': 1930}, {'runs': 23, 'hits': 84, 'at bats': 350, 'year': 1931}, {'runs': 31, 'hits': 90, 'at bats': 335, 'year': 1932}, {'runs': 11, 'hits': 46, 'at bats': 184, 'year': 1933}, {'runs': 25, 'hits': 59, 'at bats': 265, 'year': 1934}, {'runs': 22, 'hits': 63, 'at bats': 260, 'year': 1935}]",Philadelphia,USA,3,12,PA,1902,"[{'assists': 22, 'year': 1928, 'errors': 3, 'putouts': 104}, {'assists': 57, 'year': 1929, 'errors': 18, 'putouts': 314}, {'assists': 36, 'year': 1930, 'errors': 16, 'putouts': 322}, {'assists': 54, 'year': 1931, 'errors': 8, 'putouts': 392}, {'assists': 62, 'year': 1932, 'errors': 4, 'putouts': 374}, {'assists': 26, 'year': 1933, 'errors': 5, 'putouts': 150}, {'assists': 45, 'year': 1934, 'errors': 8, 'putouts': 296}, {'assists': 45, 'year': 1935, 'errors': 12, 'putouts': 230}]",Alfred Ray Spohrer,[],[]
R,72,R,185,"[{'runs': 0, 'hits': 4, 'at bats': 9, 'year': 1911}, {'runs': 2, 'hits': 1, 'at bats': 11, 'year': 1912}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1915}, {'runs': 7, 'hits': 18, 'at bats': 79, 'year': 1918}, {'runs': 5, 'hits': 17, 'at bats': 60, 'year': 1919}]",Buena Vista,USA,26,3,GA,1889,"[{'assists': 8, 'year': 1911, 'errors': 1, 'putouts': 2}, {'assists': 6, 'year': 1912, 'errors': 0, 'putouts': 0}, {'assists': 6, 'year': 1915, 'errors': 0, 'putouts': 0}, {'assists': 73, 'year': 1918, 'errors': 1, 'putouts': 8}, {'assists': 34, 'year': 1919, 'errors': 0, 'putouts': 3}]",Carter Bradley Hogg,"[{'wins': 0, 'hits': 33, 'losses': 3, 'games': 8, 'year': 1911}, {'wins': 1, 'hits': 37, 'losses': 1, 'games': 10, 'year': 1912}, {'wins': 1, 'hits': 12, 'losses': 0, 'games': 2, 'year': 1915}, {'wins': 13, 'hits': 201, 'losses': 13, 'games': 29, 'year': 1918}, {'wins': 5, 'hits': 163, 'losses': 12, 'games': 22, 'year': 1919}]",[]
L,73,L,185,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2007}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2008}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 2009}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 2010}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2011}]",Phoenix,USA,13,8,AZ,1983,"[{'assists': 9, 'year': 2007, 'errors': 1, 'putouts': 4}, {'assists': 14, 'year': 2008, 'errors': 1, 'putouts': 2}, {'assists': 15, 'year': 2009, 'errors': 3, 'putouts': 6}, {'assists': 32, 'year': 2010, 'errors': 2, 'putouts': 12}, {'assists': 1, 'year': 2011, 'errors': 0, 'putouts': 0}]",Dallas Lee Braden,"[{'wins': 1, 'hits': 91, 'losses': 8, 'games': 20, 'year': 2007}, {'wins': 5, 'hits': 77, 'losses': 4, 'games': 19, 'year': 2008}, {'wins': 8, 'hits': 144, 'losses': 9, 'games': 22, 'year': 2009}, {'wins': 11, 'hits': 180, 'losses': 14, 'games': 30, 'year': 2010}, {'wins': 1, 'hits': 18, 'losses': 1, 'games': 3, 'year': 2011}]","[{'salary': 7530000, 'year': 2009}]"
